"","bNTI.ted2RC95pct","Fungi.pct","Habitat"
"1",0.375,99.5386038716667,"Soil"
"2",0,99.5427506016667,"Soil"
"3",0.545454545454545,99.50614567,"Soil"
"4",0.681818181818182,26.3724999716667,"Leaf"
"5",0,98.4500872916667,"Rhizosphere"
"6",0.642857142857143,93.7045219283333,"Root"
"7",0.375,99.60123461,"Soil"
"8",0.857142857142857,10.6261288195,"Leaf"
"9",0,97.5543204566667,"Rhizosphere"
"10",0.84375,80.0834206033333,"Root"
"11",0,99.1394806,"Soil"
"12",0.842105263157895,9.54108280133333,"Leaf"
"13",0.84375,15.755970371,"Leaf"
"14",0.375,97.3870398783333,"Rhizosphere"
"15",0,97.6995055383333,"Rhizosphere"
"16",0.807692307692308,82.070997635,"Root"
"17",0.782608695652174,70.1511591333333,"Root"
"18",0.375,99.3313164033333,"Soil"
"19",0,98.800750265,"Soil"
"20",0.869565217391304,10.577823564,"Leaf"
"21",0.827586206896552,13.4046996751667,"Leaf"
"22",0.375,98.064376385,"Rhizosphere"
"23",0.375,98.6383089883333,"Rhizosphere"
"24",0,79.2351854883333,"Root"
"25",0.642857142857143,64.6129026066667,"Root"
"26",0.545454545454545,99.12569366,"Soil"
"27",0,99.087971175,"Soil"
"28",0.842105263157895,8.96919653216667,"Leaf"
"29",0.807692307692308,8.26701286833333,"Leaf"
"30",0.642857142857143,97.6651859516667,"Rhizosphere"
"31",0.545454545454545,97.7139239416667,"Rhizosphere"
"32",0,91.86280671,"Root"
"33",0.545454545454545,85.1591150483333,"Root"
"34",0.375,99.1624244783333,"Soil"
"35",0.642857142857143,98.1903091366667,"Soil"
"36",0.854368932038835,9.24228274866667,"Leaf"
"37",0.84375,8.99445378166667,"Leaf"
"38",0.375,98.74688749,"Rhizosphere"
"39",0,98.8932808633333,"Rhizosphere"
"40",0,99.9716865,"Root"
"41",0,99.9280866983333,"Root"
"42",0.545454545454545,99.371108505,"Soil"
"43",0.375,99.3778201633333,"Soil"
"44",0.84375,16.2218435933333,"Leaf"
"45",0.84375,12.1956959673333,"Leaf"
"46",0.705882352941177,97.622232885,"Rhizosphere"
"47",0,98.3178437216667,"Rhizosphere"
"48",0,94.3634159833333,"Root"
"49",0.642857142857143,91.91015467,"Root"
"50",0,99.1652607616667,"Soil"
"51",0.375,99.0790239166667,"Soil"
"52",0,26.5208530666667,"Leaf"
"53",0.545454545454545,28.4063685783333,"Leaf"
"54",0.782608695652174,21.2314027521667,"Leaf"
"55",0.705882352941177,96.6555049616667,"Rhizosphere"
"56",0.375,97.6073585983333,"Rhizosphere"
"57",0,98.2500514883333,"Rhizosphere"
"58",0,99.982436925,"Root"
"59",0,99.98150764,"Root"
"60",0.375,99.9299146866667,"Root"
"61",0.545454545454545,97.9033919533333,"Soil"
"62",0,97.47424717,"Soil"
"63",0,98.141014135,"Soil"
"64",0,61.6778139983333,"Leaf"
"65",0,55.3720075383333,"Leaf"
"66",0.642857142857143,27.5466734033333,"Leaf"
"67",0.375,97.535228195,"Rhizosphere"
"68",0.375,98.4612579233333,"Rhizosphere"
"69",0.705882352941177,96.3034732116667,"Rhizosphere"
"70",0,98.7529370083333,"Root"
"71",0,99.793675685,"Root"
"72",0.827586206896552,96.7779373666667,"Root"
"73",0.705882352941177,98.9443137483333,"Soil"
"74",0.545454545454545,98.8378634633333,"Soil"
"75",0,98.2877331283333,"Soil"
"76",0,80.702435655,"Leaf"
"77",0,69.771062045,"Leaf"
"78",0,42.9817715466667,"Leaf"
"79",0.545454545454545,98.7688586166667,"Rhizosphere"
"80",0,98.9923435516667,"Rhizosphere"
"81",0,98.0135076866667,"Rhizosphere"
"82",0,99.9895712783333,"Root"
"83",0,99.9855973466667,"Root"
"84",0,99.9750234233333,"Root"
"85",0.375,99.604940585,"Soil"
"86",0,99.7059050133333,"Soil"
"87",0,99.3711896333333,"Soil"
"88",0,92.300081825,"Leaf"
"89",0.705882352941177,76.89272917,"Leaf"
"90",0,49.2722190483333,"Leaf"
"91",0.375,98.6327023066667,"Rhizosphere"
"92",0,98.9777484083333,"Rhizosphere"
"93",0,98.5607850816667,"Rhizosphere"
"94",0.642857142857143,96.6094300466667,"Root"
"95",0,97.956768875,"Root"
"96",0,97.349896685,"Root"
"97",0.375,99.67243068,"Soil"
"98",0.642857142857143,99.78716281,"Soil"
"99",0.642857142857143,99.73338032,"Soil"
"100",0,95.3511296483333,"Leaf"
"101",0,87.3550238966667,"Leaf"
"102",0,79.8987648716667,"Leaf"
"103",0,99.9355623916667,"Rhizosphere"
"104",0,99.9626537283333,"Rhizosphere"
"105",0,99.945454665,"Rhizosphere"
"106",0.375,98.508140485,"Root"
"107",0,99.2621971016667,"Root"
"108",0,99.9731567483333,"Root"
"109",0.782608695652174,99.3484771066667,"Soil"
"110",0,99.4571464566667,"Soil"
"111",0.545454545454545,98.9453986533333,"Soil"
"112",0,97.5892498233333,"Leaf"
"113",0,94.85828843,"Leaf"
"114",0,93.3911948183333,"Leaf"
"115",0.375,99.9587179,"Rhizosphere"
"116",0.75,99.7036435716667,"Rhizosphere"
"117",0,99.9570866816667,"Rhizosphere"
"118",0.642857142857143,92.18740486,"Root"
"119",0,96.1967432933333,"Root"
"120",0,91.5107874766667,"Root"
"121",0,99.5818791933333,"Soil"
"122",0,99.5920642716667,"Soil"
"123",0,99.0255370133333,"Soil"
"124",0,97.9993021,"Leaf"
"125",0,96.375879675,"Leaf"
"126",0,95.117321105,"Leaf"
"127",0,99.76289923,"Rhizosphere"
"128",0.375,99.03718967,"Rhizosphere"
"129",0.375,99.1634787516667,"Rhizosphere"
"130",0.545454545454545,96.370867,"Root"
"131",0,98.63372043,"Root"
"132",0.375,91.7974170883333,"Root"
"133",0,99.8655114316667,"Soil"
"134",0.375,99.8489378483333,"Soil"
"135",0,99.7979868283333,"Soil"
"136",0,96.1251065516667,"Leaf"
"137",0,94.1253851433333,"Leaf"
"138",0,91.5996676416667,"Leaf"
"139",0.545454545454545,98.146854795,"Rhizosphere"
"140",0.375,98.1555793566667,"Rhizosphere"
"141",0,97.9304441566667,"Rhizosphere"
"142",0.545454545454545,94.7642144116667,"Root"
"143",0,97.088621175,"Root"
"144",0,92.48221266,"Root"
"145",0.642857142857143,99.22292849,"Soil"
"146",0.782608695652174,99.4998574433333,"Soil"
"147",0,99.372762265,"Soil"
"148",0,95.643619985,"Leaf"
"149",0,95.4676582666667,"Leaf"
"150",0,93.25813401,"Leaf"
"151",0.705882352941177,96.6411459383333,"Rhizosphere"
"152",0.545454545454545,98.4096161166667,"Rhizosphere"
"153",0.375,98.3466835216667,"Rhizosphere"
"154",0.375,99.9382299,"Root"
"155",0,99.2290356033333,"Root"
"156",0.375,99.9759055183333,"Root"
"157",0.705882352941177,99.0349977933333,"Soil"
"158",0,99.5596526233333,"Soil"
"159",0.545454545454545,98.861211715,"Soil"
"160",0,97.2995728966667,"Leaf"
"161",0,95.1283167533333,"Leaf"
"162",0,95.2490365333333,"Leaf"
"163",0,99.929734905,"Rhizosphere"
"164",0.375,99.8653713683333,"Rhizosphere"
"165",0.545454545454545,99.90748708,"Rhizosphere"
"166",0.705882352941177,99.977309375,"Root"
"167",0,99.9981360816667,"Root"
"168",0.545454545454545,99.9885547983333,"Root"
"169",0.375,99.5585624133333,"Soil"
"170",0.375,99.828392395,"Soil"
"171",0,99.7860089616667,"Soil"
