"","fung.dist","td"
"1",0.395141389274493,0
"2",0.421070723842507,0
"3",0.455517659017284,0
"4",0.361164961313868,0
"5",0.44400732504484,0
"6",0.376761119375431,1
"7",0.422244625358466,1
"8",0.353098395974522,1
"9",0.390868044313916,1
"10",0.37921454893501,1
"11",0.410459587982816,1
"12",0.4041922025986,2
"13",0.346872021201091,2
"14",0.44517364502318,2
"15",0.403451013712846,2
"16",0.3549221851612,2
"17",0.418816381600478,2
"18",0.421574682548503,3
"19",0.45756730897184,3
"20",0.433099569803194,3
"21",0.488079169132873,3
"22",0.390933443516139,3
"23",0.446052174639755,3
"24",0.35684867055466,4
"25",0.39449051112487,4
"26",0.434313190511601,4
"27",0.413993957120732,4
"28",0.34892760510648,4
"29",0.466677230485129,4
"30",0.449872668682329,5
"31",0.430891141618333,5
"32",0.354526996663535,5
"33",0.386878402755899,5
"34",0.429425729863564,5
"35",0.369944537405403,5
"36",0.401741575826978,6
"37",0.366879087224651,6
"38",0.421388614750424,6
"39",0.375575251658784,6
"40",0.425230294501092,6
"41",0.404859852035692,6
"42",0.387102360011724,7
"43",0.40769609340225,7
"44",0.46214763790773,7
"45",0.416615268800146,7
"46",0.412054295878986,7
"47",0.43561801152164,7
"48",0.421342481480673,8
"49",0.46397260746147,8
"50",0.383291703366623,8
"51",0.429804951821845,8
"52",0.442270157183241,8
"53",0.460556507084605,8
"54",0.506177395511915,9
"55",0.448386205693592,9
"56",0.475792350648778,9
"57",0.435918363300194,9
"58",0.536447846262788,9
"59",0.411530379011606,9
"60",0.440530361458394,10
"61",0.443875704636008,10
"62",0.639540961646284,10
"63",0.453602918819857,10
"64",0.411849590418642,10
"65",0.495408998402522,10
"66",0.471061241352101,11
"67",0.395118981736322,11
"68",0.395267165256639,11
"69",0.465972752936676,11
"70",0.488671180944866,11
"71",0.434430154516919,11
"72",0.561738837500995,12
"73",0.429701016538346,12
"74",0.603351974870574,12
"75",0.444212681190833,12
"76",0.466363304141685,12
"77",0.487636716648135,12
"78",0.492847302562104,13
"79",0.437863244264153,13
"80",0.453903794009156,13
"81",0.495641126197387,13
"82",0.424247113603035,13
"83",0.618922419105812,13
"84",0.532020408676695,14
"85",0.507047959910886,14
"86",0.542775310347541,14
"87",0.462264186526178,14
"88",0.466361771078108,14
"89",0.486519394650214,14
"90",0.567783126485419,15
"91",0.493111910313459,15
"92",0.584211965745307,15
"93",0.440668182664779,15
"94",0.519143994446586,15
"95",0.499901423058269,15
"96",0.505599230537742,16
"97",0.541389625033312,16
"98",0.672167385826785,16
"99",0.508133601422732,16
"100",0.478159909282716,16
"101",0.600192548941202,16
"102",0.420108390824381,0
"103",0.470399798947797,0
"104",0.429179948011648,0
"105",0.4379468229212,0
"106",0.484263207523998,1
"107",0.396706499526329,1
"108",0.377790536513751,1
"109",0.434940410569206,1
"110",0.435036067998119,1
"111",0.381539091013786,1
"112",0.459375026242111,2
"113",0.455368951566908,2
"114",0.446563027732163,2
"115",0.429888564846894,2
"116",0.428086729592441,2
"117",0.432853680199873,2
"118",0.489814320579603,3
"119",0.486494979961343,3
"120",0.434032413156544,3
"121",0.516919055588478,3
"122",0.48310091046619,3
"123",0.404559954278693,3
"124",0.46606186869519,4
"125",0.418862830184153,4
"126",0.416634473161851,4
"127",0.433873469286386,4
"128",0.453019542970696,4
"129",0.519563221219385,4
"130",0.488764854822269,5
"131",0.501383175252655,5
"132",0.429129252598233,5
"133",0.468741766297957,5
"134",0.487846461810465,5
"135",0.413006826979645,5
"136",0.448491371188711,6
"137",0.436372761005695,6
"138",0.446340677677856,6
"139",0.435101459657363,6
"140",0.490700461169056,6
"141",0.449835204179198,6
"142",0.47100859920117,7
"143",0.452025909278494,7
"144",0.482141482743175,7
"145",0.430140868279244,7
"146",0.462737381369114,7
"147",0.472505010494036,7
"148",0.477579276019415,8
"149",0.493532567441114,8
"150",0.45530404962776,8
"151",0.474109609447086,8
"152",0.495718892216202,8
"153",0.491142357103458,8
"154",0.508407006380158,9
"155",0.408107746658679,9
"156",0.523579055518963,9
"157",0.443359714066296,9
"158",0.535144254994195,9
"159",0.438414868776822,9
"160",0.523719428145596,10
"161",0.438185190829164,10
"162",0.632838692378933,10
"163",0.459081427397613,10
"164",0.489807217726166,10
"165",0.570931648595056,10
"166",0.515852333296494,11
"167",0.460958032214817,11
"168",0.482168783822069,11
"169",0.470039401186114,11
"170",0.525583025119016,11
"171",0.480189601341843,11
"172",0.578729089556295,12
"173",0.471671934233898,12
"174",0.645722068663843,12
"175",0.489116134369444,12
"176",0.547742868934461,12
"177",0.557558573133917,12
"178",0.543007263094797,13
"179",0.485089943223399,13
"180",0.483486978542593,13
"181",0.509087843704402,13
"182",0.522921994891896,13
"183",0.633326261693944,13
"184",0.546141854398125,14
"185",0.493560812699598,14
"186",0.475504726179527,14
"187",0.530958127342559,14
"188",0.550495739551988,14
"189",0.51102788303284,14
"190",0.590173957263712,15
"191",0.481197775343919,15
"192",0.551747938245402,15
"193",0.506751758723259,15
"194",0.568505925689027,15
"195",0.501380050279975,15
"196",0.517813308255424,16
"197",0.523041500692673,16
"198",0.696924841681832,16
"199",0.524596949370688,16
"200",0.556814124393767,16
"201",0.651887501762775,16
"202",0.450255879315839,0
"203",0.427517246797235,0
"204",0.39396661678579,0
"205",0.481499560201814,1
"206",0.425404676122694,1
"207",0.403890574991061,1
"208",0.419186283012972,1
"209",0.439753800107122,1
"210",0.435075169408535,1
"211",0.408119862975467,2
"212",0.450023651481141,2
"213",0.427171677012159,2
"214",0.436374404976396,2
"215",0.424778404849185,2
"216",0.416907313768549,2
"217",0.485318454182167,3
"218",0.463452010101955,3
"219",0.431347546685995,3
"220",0.449966252308148,3
"221",0.476377206281083,3
"222",0.382521800663366,3
"223",0.4401350600975,4
"224",0.417252595267516,4
"225",0.44701010665001,4
"226",0.445314954977369,4
"227",0.440757598918503,4
"228",0.457475376162085,4
"229",0.497796932085489,5
"230",0.472739604226884,5
"231",0.396154215980564,5
"232",0.458697624598579,5
