"","TP","Abundance","Treatment","OTU","Habitat"
"1866",13,7,"Control","OTU32_Fusarium","Rhizosphere"
"1867",13,15,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1868",13,12,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1869",13,11,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1870",13,2,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1871",13,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1872",13,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1873",14,11,"Control","OTU32_Fusarium","Root"
"1874",14,12,"Control","OTU32_Fusarium","Root"
"1875",14,12,"Control","OTU32_Fusarium","Root"
"1876",14,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1877",14,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1878",14,11,"Post_flowering_drought","OTU32_Fusarium","Root"
"1879",14,19,"Post_flowering_drought","OTU32_Fusarium","Root"
"1880",14,16,"Control","OTU32_Fusarium","Root"
"1881",14,11,"Control","OTU32_Fusarium","Root"
"1882",14,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1883",14,8,"Control","OTU32_Fusarium","Root"
"1884",14,9,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1885",14,18,"Post_flowering_drought","OTU32_Fusarium","Root"
"1886",14,26,"Post_flowering_drought","OTU32_Fusarium","Root"
"1887",14,5,"Post_flowering_drought","OTU32_Fusarium","Root"
"1888",14,13,"Post_flowering_drought","OTU32_Fusarium","Root"
"1889",14,0,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1890",14,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1891",14,5,"Control","OTU32_Fusarium","Rhizosphere"
"1892",14,2,"Control","OTU32_Fusarium","Rhizosphere"
"1893",14,3,"Control","OTU32_Fusarium","Rhizosphere"
"1894",14,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1895",14,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1896",14,17,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1897",14,19,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1898",14,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1899",14,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1900",14,1,"Control","OTU32_Fusarium","Rhizosphere"
"1901",14,5,"Control","OTU32_Fusarium","Rhizosphere"
"1902",14,9,"Control","OTU32_Fusarium","Rhizosphere"
"1903",14,12,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1904",14,16,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1905",14,11,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1906",14,7,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1907",14,6,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1908",14,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1909",15,14,"Control","OTU32_Fusarium","Root"
"1910",15,5,"Control","OTU32_Fusarium","Root"
"1911",15,8,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1912",15,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1913",15,24,"Post_flowering_drought","OTU32_Fusarium","Root"
"1914",15,9,"Post_flowering_drought","OTU32_Fusarium","Root"
"1915",15,10,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1916",15,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1917",15,12,"Control","OTU32_Fusarium","Root"
"1918",15,8,"Control","OTU32_Fusarium","Root"
"1919",15,5,"Control","OTU32_Fusarium","Root"
"1920",15,10,"Control","OTU32_Fusarium","Root"
"1921",15,13,"Post_flowering_drought","OTU32_Fusarium","Root"
"1922",15,32,"Post_flowering_drought","OTU32_Fusarium","Root"
"1923",15,24,"Post_flowering_drought","OTU32_Fusarium","Root"
"1924",15,20,"Post_flowering_drought","OTU32_Fusarium","Root"
"1925",15,4,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1926",15,7,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1927",15,2,"Control","OTU32_Fusarium","Rhizosphere"
"1928",15,6,"Control","OTU32_Fusarium","Rhizosphere"
"1929",15,2,"Control","OTU32_Fusarium","Rhizosphere"
"1930",15,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1931",15,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1932",15,24,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1933",15,14,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1934",15,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1935",15,6,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1936",15,8,"Control","OTU32_Fusarium","Rhizosphere"
"1937",15,3,"Control","OTU32_Fusarium","Rhizosphere"
"1938",15,3,"Control","OTU32_Fusarium","Rhizosphere"
"1939",15,11,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1940",15,6,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1941",15,14,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1942",15,5,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1943",15,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1944",15,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1945",16,4,"Control","OTU32_Fusarium","Root"
"1946",16,8,"Control","OTU32_Fusarium","Root"
"1947",16,6,"Control","OTU32_Fusarium","Root"
"1948",16,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1949",16,9,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1950",16,9,"Post_flowering_drought","OTU32_Fusarium","Root"
"1951",16,19,"Post_flowering_drought","OTU32_Fusarium","Root"
"1952",16,18,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1953",16,8,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1954",16,12,"Control","OTU32_Fusarium","Root"
"1955",16,8,"Control","OTU32_Fusarium","Root"
"1956",16,7,"Control","OTU32_Fusarium","Root"
"1957",16,27,"Post_flowering_drought","OTU32_Fusarium","Root"
"1958",16,12,"Post_flowering_drought","OTU32_Fusarium","Root"
"1959",16,4,"Post_flowering_drought","OTU32_Fusarium","Root"
"1960",16,5,"Post_flowering_drought","OTU32_Fusarium","Root"
"1961",16,5,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1962",16,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1963",16,2,"Control","OTU32_Fusarium","Rhizosphere"
"1964",16,9,"Control","OTU32_Fusarium","Rhizosphere"
"1965",16,4,"Control","OTU32_Fusarium","Rhizosphere"
"1966",16,5,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1967",16,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1968",16,7,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1969",16,10,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1970",16,4,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1971",16,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1972",16,5,"Control","OTU32_Fusarium","Rhizosphere"
"1973",16,0,"Control","OTU32_Fusarium","Rhizosphere"
"1974",16,2,"Control","OTU32_Fusarium","Rhizosphere"
"1975",16,20,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1976",16,14,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1977",16,7,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1978",16,3,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1979",16,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1980",16,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"1981",17,2,"Control","OTU32_Fusarium","Root"
"1982",17,6,"Control","OTU32_Fusarium","Root"
"1983",17,3,"Control","OTU32_Fusarium","Root"
"1984",17,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1985",17,10,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1986",17,11,"Post_flowering_drought","OTU32_Fusarium","Root"
"1987",17,19,"Post_flowering_drought","OTU32_Fusarium","Root"
"1988",17,9,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1989",17,6,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1990",17,8,"Control","OTU32_Fusarium","Root"
"1991",17,2,"Control","OTU32_Fusarium","Root"
"1992",17,11,"Control","OTU32_Fusarium","Root"
"1993",17,7,"Post_flowering_drought","OTU32_Fusarium","Root"
"1994",17,3,"Post_flowering_drought","OTU32_Fusarium","Root"
"1995",17,14,"Post_flowering_drought","OTU32_Fusarium","Root"
"1996",17,9,"Post_flowering_drought","OTU32_Fusarium","Root"
"1997",17,3,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1998",17,1,"Pre_flowering_drought","OTU32_Fusarium","Root"
"1999",17,3,"Control","OTU32_Fusarium","Rhizosphere"
"2000",17,9,"Control","OTU32_Fusarium","Rhizosphere"
"2001",17,0,"Control","OTU32_Fusarium","Rhizosphere"
"2002",17,1,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2003",17,2,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2004",17,3,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2005",17,12,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2006",17,6,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2007",17,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2008",17,2,"Control","OTU32_Fusarium","Rhizosphere"
"2009",17,3,"Control","OTU32_Fusarium","Rhizosphere"
"2010",17,2,"Control","OTU32_Fusarium","Rhizosphere"
"2011",17,5,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2012",17,6,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2013",17,5,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2014",17,4,"Post_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2015",17,3,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
"2016",17,0,"Pre_flowering_drought","OTU32_Fusarium","Rhizosphere"
