"","Pct.fung.transcriptome","Fungi.pct","Habitat.y"
"1",0.000564640327268607,78.8660257,"Leaf"
"2",0.00132443687395365,89.14550335,"Leaf"
"3",0.000172514781437042,38.66610013,"Leaf"
"4",0.000259904467795254,46.70169294,"Leaf"
"5",0.000564633199419331,75.99687081,"Leaf"
"6",0.000575212429319071,41.66018095,"Leaf"
"7",0.000221835183105487,32.64640748,"Leaf"
"8",0.000273390693271902,38.71848193,"Leaf"
"9",0.000597145583262688,71.94745601,"Leaf"
"10",0.000390337567084275,67.80114203,"Leaf"
"11",0.00118692036867561,90.44287468,"Leaf"
"12",0.000832309784768822,77.77297536,"Leaf"
"13",0.000851261781008155,80.88256657,"Leaf"
"14",0.000505201342313277,65.19857323,"Leaf"
"15",0.000749641966901578,77.11520535,"Leaf"
"16",0.000427358890835632,61.63943812,"Leaf"
"17",0.000385663653474987,39.51850868,"Leaf"
"18",0.000682270418535257,100,"Root"
"19",0.000991532608145066,99.97588588,"Root"
"20",0.000748598815275812,99.97295324,"Root"
"21",0.000479058332979667,99.98600137,"Root"
"22",0.00109916560147102,100,"Root"
"23",0.00235933386506205,99.98853421,"Root"
"24",0.00123943259582315,99.97967562,"Root"
"25",0.00159156534969512,99.9961041,"Root"
"26",0.000755893564488941,99.91381787,"Root"
"27",0.00065924770009645,99.99603751,"Root"
"28",0.00081735777536467,100,"Root"
"29",0.001413230127118,99.99255104,"Root"
"30",0.00123975698352964,99.99107488,"Root"
"31",0.00189520551421469,99.97193705,"Root"
"32",0.00101394073970602,99.99586397,"Root"
"33",0.00146951735084144,99.98649835,"Root"
"34",0.000598618177686063,99.97286149,"Root"
"35",0.00226471285861334,99.98135571,"Root"
"36",0.00174331144008376,99.78086194,"Leaf"
"37",0.000805219473923277,86.50096368,"Leaf"
"38",0.00224599956074189,94.62422635,"Leaf"
"39",0.000490208581618607,64.88646994,"Leaf"
"40",0.000339863355956014,38.84054178,"Leaf"
"41",0.00122393230114137,82.6847579,"Leaf"
"42",0.00316365028963514,71.86785635,"Leaf"
"43",0.00022085480068498,43.8568298,"Leaf"
"44",0.000250369548317107,38.94679931,"Leaf"
"45",0.000893069131966914,79.89964204,"Leaf"
"46",0.000656143489104007,99.78523624,"Leaf"
"47",0.00181344983629177,93.2095607,"Leaf"
"48",0.000980251408428946,77.98000189,"Leaf"
"49",0.0017011222661018,68.5783711,"Leaf"
"50",0.00147900767813239,87.83995231,"Leaf"
"51",0.000858803646525058,72.40543547,"Leaf"
"52",0.000602723434000016,60.90381662,"Leaf"
"53",0.0004110762804763,48.19885684,"Leaf"
"54",0.00112434224307334,97.45524384,"Root"
"55",0.00214889492729877,96.40254275,"Root"
"56",0.0012483573084786,97.83726236,"Root"
"57",0.00109248288676771,95.5182573,"Root"
"58",0.00174281636526001,97.43740378,"Root"
"59",0.00267182004335963,97.29295291,"Root"
"60",0.00316470399018938,95.47560707,"Root"
"61",0.00234183006306815,97.10266349,"Root"
"62",0.00240511921010643,97.95327858,"Root"
"63",0.00129492237849763,91.23580997,"Root"
"64",0.000361432743976098,98.93824485,"Root"
"65",0.00169870440969651,97.78747651,"Root"
"66",0.00147692803500717,97.51658016,"Root"
"67",0.00347426306663364,99.62211452,"Root"
"68",0.00132456299265158,99.46021807,"Root"
"69",0.00239255241134828,98.37314052,"Root"
"70",0.00145644967370385,99.29763844,"Root"
"71",0.00230146577825041,96.79013852,"Root"
"72",0.00156383118258609,98.17866162,"Leaf"
"73",0.00262431133796734,96.85984604,"Leaf"
"74",0.00131298268544,92.83971105,"Leaf"
"75",0.00402023489705779,95.20393568,"Leaf"
"76",0.00116195778795182,85.82854156,"Leaf"
"77",0.000600869786584798,82.15695782,"Leaf"
"78",0.00168924743684087,99.82803095,"Root"
"79",0.00281162208890626,99.93655296,"Root"
"80",0.00123975900629672,99.98368679,"Root"
"81",0.00494538771304683,99.96274912,"Root"
"82",0.00134222738366686,99.96669046,"Root"
"83",0.00183999203700544,99.96504108,"Root"
"84",0.00283603017675562,99.13083847,"Leaf"
"85",0.00209826210646124,97.92907567,"Leaf"
"86",0.00319277748956623,96.34108163,"Leaf"
"87",0.0013794224347786,97.6570935,"Leaf"
"88",0.00107214021034548,97.35356693,"Leaf"
"89",0.00312085771070846,91.77650107,"Leaf"
"90",0.000724297025943906,92.61073421,"Leaf"
"91",0.00122930440836332,95.05036569,"Leaf"
"92",0.0024671466324769,97.04204252,"Leaf"
"93",0.00311617058475025,96.53661856,"Leaf"
"94",0.00348768422499992,98.55584209,"Leaf"
"95",0.00222301703485373,95.45690201,"Leaf"
"96",0.00592509557017556,95.81501888,"Leaf"
"97",0.00566363484891807,95.59096686,"Leaf"
"98",0.00227625097789882,94.99250948,"Leaf"
"99",0.00110466074449271,88.66245166,"Leaf"
"100",0.00115495719635372,89.01295692,"Leaf"
"101",0.00238268934917226,87.46701847,"Root"
"102",0.00138776426006846,85.96979034,"Root"
"103",0.00216002823989169,94.64493597,"Root"
"104",0.00122291826619972,88.80510441,"Root"
"105",0.00191191498443182,92.95435799,"Root"
"106",0.0176042177653648,98.00395909,"Root"
"107",0.0369813875995865,97.9137866,"Root"
"108",0.00300182180516333,97.58217955,"Root"
"109",0.00148399395082464,95.27860153,"Root"
"110",0.0020661037538378,95.07858546,"Root"
"111",0.00316844279743962,93.86052719,"Root"
"112",0.00254991005926032,96.10357173,"Root"
"113",0.00552890055883378,95.74795871,"Root"
"114",0.0163374529893807,99.0668348,"Root"
"115",0.00798385207858155,96.19057839,"Root"
"116",0.00961443164393077,90.25734217,"Root"
"117",0.00122069820214576,89.12776413,"Root"
"118",0.000691838947688347,85.31671725,"Root"
"119",0.00451487382319855,98.36787428,"Leaf"
"120",0.00404263706703975,98.40424655,"Leaf"
"121",0.00181921813205331,96.96119294,"Leaf"
"122",0.00521086065677395,95.16385722,"Leaf"
"123",0.00104148122066928,95.91836735,"Leaf"
"124",0.000997080380126362,91.17588776,"Leaf"
"125",0.00195465491279087,93.21625131,"Root"
"126",0.00198548030693931,93.0413756,"Root"
"127",0.00169448412559164,97.51798799,"Root"
"128",0.0149330936533738,98.6376856,"Root"
"129",0.000656599975428075,91.58665503,"Root"
"130",0.00228449782393926,94.92940033,"Root"
"131",0.0138399460930391,97.22995697,"Leaf"
"132",0.00457742961440991,96.23548842,"Leaf"
"133",0.00210170584448213,94.87036001,"Leaf"
"134",0.0111572133985496,95.01303009,"Leaf"
"135",0.0164749540334438,95.24958468,"Leaf"
"136",0.00190391327899381,95.29409662,"Leaf"
"137",0.00305697928249781,96.76078482,"Leaf"
"138",0.192452554219937,93.83733563,"Leaf"
"139",0.0121531902316062,97.1650109,"Leaf"
"140",0.00487036205765989,91.38099714,"Leaf"
"141",0.00870264098469756,96.65193297,"Leaf"
"142",0.0118444960266717,93.5331825,"Leaf"
"143",0.00300574607665695,92.92358348,"Leaf"
"144",0.00261306883994399,92.63828415,"Leaf"
"145",0.00346066762326976,82.95599675,"Leaf"
"146",0.00470189903173833,98.49534273,"Root"
"147",0.00421059229691053,88.59711212,"Root"
"148",0.00202550897281113,93.38928252,"Root"
"149",0.029713152515156,86.88277151,"Root"
"150",0.00329119673513427,88.98526047,"Root"
"151",0.0551925540369845,97.98751514,"Root"
"152",0.0592191319168037,97.50875193,"Root"
"153",0.00174237523733638,91.65545087,"Root"
"154",0.00201748326626262,92.03609539,"Root"
"155",0.00714108526591942,96.09862016,"Root"
"156",0.0007772929289921,87.8938912,"Root"
"157",0.0510317699439131,99.18599393,"Root"
"158",0.0189413629715809,99.97340779,"Root"
"159",0.00392094793628646,99.98216706,"Root"
"160",0.00174525881884601,99.99285638,"Root"
"161",0.0136637882422582,96.04813549,"Leaf"
"162",0.00462956514559615,91.20284597,"Leaf"
"163",0.0128177941843074,94.74758621,"Leaf"
"164",0.00410029574129026,87.12488298,"Leaf"
"165",0.00641073079670022,95.21606119,"Leaf"
"166",0.00768621366983113,97.82235376,"Leaf"
"167",0.00832440035798492,98.47721592,"Leaf"
"168",0.00487014311192368,92.23234185,"Leaf"
"169",0.00340363738330689,98.07654588,"Leaf"
