"","PC1","PC2","Habitat","TP"
"TP06Z1.1",15.8533164317619,8.13729550091716,"Rhizosphere",6
"TP06Z11.1",12.2388236462807,5.05710997823382,"Rhizosphere",6
"TP06Z12.1",13.9675913830993,4.68826321050799,"Rhizosphere",6
"TP06Z19.1",18.2165208678113,2.36735216350374,"Rhizosphere",6
"TP06Z2.1",16.7607717826127,1.90292526024185,"Rhizosphere",6
"TP06Z20.1",23.4648848647527,-3.93990549615099,"Rhizosphere",6
"TP07L1.1",-34.1036601337476,-7.87550629458914,"Leaf",7
"TP07L11.1",-34.1369277111165,-5.29861650039337,"Leaf",7
"TP07L12.1",-37.5468182250364,-13.7526272051952,"Leaf",7
"TP07L19.1",-26.7614283325161,4.88048015619953,"Leaf",7
"TP07L2.1",-37.5590569553954,-11.8719909382595,"Leaf",7
"TP07L20.1",-2.11073048565627,19.033525081807,"Root",7
"TP07R1.1",-5.13064843603789,22.7814346668212,"Root",7
"TP07R11.1",-4.07073884844452,19.2332274974795,"Root",7
"TP07R12.1",-8.95236102887144,22.0372360447095,"Root",7
"TP07R19.1",-8.44965321948393,24.1344436552041,"Root",7
"TP07R2.1",-3.52480291536369,18.4410536711691,"Root",7
"TP07R20t.1",-38.5075620641835,-16.3530501255215,"Leaf",7
"TP07S1.1",32.0594458719877,-1.24910024726802,"Soil",7
"TP07S11.1",30.4257709492394,-4.72761507856972,"Soil",7
"TP07S12.1",32.5452309098228,-1.78258520489539,"Soil",7
"TP07S19.1",28.9787966840059,-3.68550713330273,"Soil",7
"TP07S2.1",35.6779252211952,-8.59189144786108,"Soil",7
"TP07S20.1",31.3663768217293,-4.47063672562133,"Soil",7
"TP07Z1.1",14.9807204309308,7.91454748724082,"Rhizosphere",7
"TP07Z11.1",19.3497458674288,4.64669999277818,"Rhizosphere",7
"TP07Z12.1",18.3898802802166,4.01741064832303,"Rhizosphere",7
"TP07Z19.1",21.4324431382728,4.43402231300736,"Rhizosphere",7
"TP07Z2.1",22.9919582732326,0.0961001826295008,"Rhizosphere",7
"TP07Z20.1",23.0574336499496,0.320061024658867,"Rhizosphere",7
