"","Fungi","Relative_Abundance","Sampletime","Direction","Distance"
"8763","Other",1,"TP0913","P",0
"8764","Other",7,"TP1011","P",0
"8765","Other",3,"TP0913","A",1
"8766","Other",4,"TP1011","A",1
"8767","Other",2,"TP0913","B",1
"8768","Other",45,"TP1011","B",1
"8769","Other",29,"TP0913","C",1
"8770","Other",50,"TP1011","C",1
"8771","Other",3,"TP0913","A",2
"8772","Other",22,"TP1011","A",2
"8773","Other",9,"TP0913","B",2
"8774","Other",9,"TP1011","B",2
"8775","Other",9,"TP0913","C",2
"8776","Other",25,"TP1011","C",2
"8777","Other",7,"TP0913","A",4
"8778","Other",20,"TP1011","A",4
"8779","Other",0,"TP0913","B",4
"8780","Other",21,"TP1011","B",4
"8781","Other",7,"TP0913","C",4
"8782","Other",44,"TP1011","C",4
"8783","Other",3,"TP0913","A",8
"8784","Other",4,"TP1011","A",8
"8785","Other",1,"TP0913","B",8
"8786","Other",12,"TP1011","B",8
"8787","Other",1,"TP0913","C",8
"8788","Other",9,"TP1011","C",8
"8789","Other",0,"TP0913","P",0
"8790","Other",0,"TP1011","P",0
"8791","Other",0,"TP0913","A",1
"8792","Other",0,"TP1011","A",1
"8793","Other",0,"TP0913","B",1
"8794","Other",0,"TP1011","B",1
"8795","Other",0,"TP0913","C",1
"8796","Other",0,"TP1011","C",1
"8797","Other",0,"TP0913","A",2
"8798","Other",0,"TP1011","A",2
"8799","Other",0,"TP0913","B",2
"8800","Other",0,"TP1011","B",2
"8801","Other",0,"TP0913","C",2
"8802","Other",0,"TP1011","C",2
"8803","Other",0,"TP0913","A",4
"8804","Other",0,"TP1011","A",4
"8805","Other",0,"TP0913","B",4
"8806","Other",0,"TP1011","B",4
"8807","Other",0,"TP0913","C",4
"8808","Other",0,"TP1011","C",4
"8809","Other",0,"TP0913","A",8
"8810","Other",0,"TP1011","A",8
"8811","Other",0,"TP0913","B",8
"8812","Other",0,"TP1011","B",8
"8813","Other",0,"TP0913","C",8
"8814","Other",0,"TP1011","C",8
"8815","Other",1,"TP0913","P",0
"8816","Other",0,"TP1011","P",0
"8817","Other",4,"TP0913","A",1
"8818","Other",0,"TP1011","A",1
"8819","Other",1,"TP0913","B",1
"8820","Other",7,"TP1011","B",1
"8821","Other",5,"TP0913","C",1
"8822","Other",0,"TP1011","C",1
"8823","Other",0,"TP0913","A",2
"8824","Other",0,"TP1011","A",2
"8825","Other",2,"TP0913","B",2
"8826","Other",0,"TP1011","B",2
"8827","Other",0,"TP0913","C",2
"8828","Other",2,"TP1011","C",2
"8829","Other",0,"TP0913","A",4
"8830","Other",0,"TP1011","A",4
"8831","Other",0,"TP0913","B",4
"8832","Other",1,"TP1011","B",4
"8833","Other",0,"TP0913","C",4
"8834","Other",0,"TP1011","C",4
"8835","Other",2,"TP0913","A",8
"8836","Other",0,"TP1011","A",8
"8837","Other",1,"TP0913","B",8
"8838","Other",1,"TP1011","B",8
"8839","Other",0,"TP0913","C",8
"8840","Other",0,"TP1011","C",8
"8841","Other",1,"TP0913","P",0
"8842","Other",3,"TP1011","P",0
"8843","Other",32,"TP0913","A",1
"8844","Other",0,"TP1011","A",1
"8845","Other",1,"TP0913","B",1
"8846","Other",10,"TP1011","B",1
"8847","Other",2,"TP0913","C",1
"8848","Other",3,"TP1011","C",1
"8849","Other",2,"TP0913","A",2
"8850","Other",1,"TP1011","A",2
"8851","Other",1,"TP0913","B",2
"8852","Other",2,"TP1011","B",2
"8853","Other",0,"TP0913","C",2
"8854","Other",0,"TP1011","C",2
"8855","Other",2,"TP0913","A",4
"8856","Other",1,"TP1011","A",4
"8857","Other",0,"TP0913","B",4
"8858","Other",1,"TP1011","B",4
"8859","Other",0,"TP0913","C",4
"8860","Other",0,"TP1011","C",4
"8861","Other",0,"TP0913","A",8
"8862","Other",0,"TP1011","A",8
"8863","Other",0,"TP0913","B",8
"8864","Other",0,"TP1011","B",8
"8865","Other",0,"TP0913","C",8
"8866","Other",0,"TP1011","C",8
"8867","Other",0,"TP0913","P",0
"8868","Other",0,"TP1011","P",0
"8869","Other",0,"TP0913","A",1
"8870","Other",0,"TP1011","A",1
"8871","Other",0,"TP0913","B",1
"8872","Other",0,"TP1011","B",1
"8873","Other",0,"TP0913","C",1
"8874","Other",0,"TP1011","C",1
"8875","Other",0,"TP0913","A",2
"8876","Other",0,"TP1011","A",2
"8877","Other",0,"TP0913","B",2
"8878","Other",0,"TP1011","B",2
"8879","Other",0,"TP0913","C",2
"8880","Other",0,"TP1011","C",2
"8881","Other",0,"TP0913","A",4
"8882","Other",0,"TP1011","A",4
"8883","Other",0,"TP0913","B",4
"8884","Other",0,"TP1011","B",4
"8885","Other",0,"TP0913","C",4
"8886","Other",0,"TP1011","C",4
"8887","Other",0,"TP0913","A",8
"8888","Other",0,"TP1011","A",8
"8889","Other",0,"TP0913","B",8
"8890","Other",0,"TP1011","B",8
"8891","Other",0,"TP0913","C",8
"8892","Other",0,"TP1011","C",8
"8893","Other",0,"TP0913","P",0
"8894","Other",0,"TP1011","P",0
"8895","Other",0,"TP0913","A",1
"8896","Other",0,"TP1011","A",1
"8897","Other",0,"TP0913","B",1
"8898","Other",0,"TP1011","B",1
"8899","Other",0,"TP0913","C",1
"8900","Other",0,"TP1011","C",1
"8901","Other",0,"TP0913","A",2
"8902","Other",0,"TP1011","A",2
"8903","Other",0,"TP0913","B",2
"8904","Other",0,"TP1011","B",2
"8905","Other",0,"TP0913","C",2
"8906","Other",0,"TP1011","C",2
"8907","Other",3,"TP0913","A",4
"8908","Other",0,"TP1011","A",4
"8909","Other",0,"TP0913","B",4
"8910","Other",0,"TP1011","B",4
"8911","Other",0,"TP0913","C",4
"8912","Other",0,"TP1011","C",4
"8913","Other",0,"TP0913","A",8
"8914","Other",0,"TP1011","A",8
"8915","Other",0,"TP0913","B",8
"8916","Other",0,"TP1011","B",8
"8917","Other",0,"TP0913","C",8
"8918","Other",0,"TP1011","C",8
"8919","Other",0,"TP0913","P",0
"8920","Other",0,"TP1011","P",0
"8921","Other",0,"TP0913","A",1
"8922","Other",0,"TP1011","A",1
"8923","Other",0,"TP0913","B",1
"8924","Other",3,"TP1011","B",1
"8925","Other",1,"TP0913","C",1
"8926","Other",1,"TP1011","C",1
"8927","Other",0,"TP0913","A",2
"8928","Other",0,"TP1011","A",2
"8929","Other",2,"TP0913","B",2
"8930","Other",0,"TP1011","B",2
"8931","Other",0,"TP0913","C",2
"8932","Other",0,"TP1011","C",2
"8933","Other",0,"TP0913","A",4
"8934","Other",0,"TP1011","A",4
"8935","Other",0,"TP0913","B",4
"8936","Other",3,"TP1011","B",4
"8937","Other",0,"TP0913","C",4
"8938","Other",0,"TP1011","C",4
"8939","Other",0,"TP0913","A",8
"8940","Other",0,"TP1011","A",8
"8941","Other",1,"TP0913","B",8
"8942","Other",0,"TP1011","B",8
"8943","Other",0,"TP0913","C",8
"8944","Other",1,"TP1011","C",8
"8945","Other",0,"TP0913","P",0
"8946","Other",0,"TP1011","P",0
"8947","Other",0,"TP0913","A",1
"8948","Other",0,"TP1011","A",1
"8949","Other",0,"TP0913","B",1
"8950","Other",0,"TP1011","B",1
"8951","Other",0,"TP0913","C",1
"8952","Other",0,"TP1011","C",1
"8953","Other",0,"TP0913","A",2
"8954","Other",0,"TP1011","A",2
"8955","Other",0,"TP0913","B",2
"8956","Other",0,"TP1011","B",2
"8957","Other",0,"TP0913","C",2
"8958","Other",0,"TP1011","C",2
"8959","Other",0,"TP0913","A",4
"8960","Other",0,"TP1011","A",4
"8961","Other",0,"TP0913","B",4
"8962","Other",0,"TP1011","B",4
"8963","Other",0,"TP0913","C",4
"8964","Other",0,"TP1011","C",4
"8965","Other",0,"TP0913","A",8
"8966","Other",0,"TP1011","A",8
"8967","Other",0,"TP0913","B",8
"8968","Other",0,"TP1011","B",8
"8969","Other",0,"TP0913","C",8
"8970","Other",0,"TP1011","C",8
"8971","Other",0,"TP0913","P",0
"8972","Other",0,"TP1011","P",0
"8973","Other",0,"TP0913","A",1
"8974","Other",0,"TP1011","A",1
"8975","Other",0,"TP0913","B",1
"8976","Other",0,"TP1011","B",1
"8977","Other",0,"TP0913","C",1
"8978","Other",0,"TP1011","C",1
"8979","Other",0,"TP0913","A",2
"8980","Other",0,"TP1011","A",2
"8981","Other",0,"TP0913","B",2
"8982","Other",0,"TP1011","B",2
"8983","Other",0,"TP0913","C",2
"8984","Other",0,"TP1011","C",2
"8985","Other",0,"TP0913","A",4
"8986","Other",0,"TP1011","A",4
"8987","Other",0,"TP0913","B",4
"8988","Other",0,"TP1011","B",4
"8989","Other",0,"TP0913","C",4
"8990","Other",0,"TP1011","C",4
"8991","Other",0,"TP0913","A",8
"8992","Other",0,"TP1011","A",8
"8993","Other",0,"TP0913","B",8
"8994","Other",0,"TP1011","B",8
"8995","Other",0,"TP0913","C",8
"8996","Other",0,"TP1011","C",8
"8997","Other",1,"TP0913","P",0
"8998","Other",0,"TP1011","P",0
"8999","Other",1,"TP0913","A",1
"9000","Other",4,"TP1011","A",1
"9001","Other",2,"TP0913","B",1
"9002","Other",5,"TP1011","B",1
"9003","Other",3,"TP0913","C",1
"9004","Other",1,"TP1011","C",1
"9005","Other",4,"TP0913","A",2
"9006","Other",7,"TP1011","A",2
"9007","Other",2,"TP0913","B",2
"9008","Other",18,"TP1011","B",2
"9009","Other",2,"TP0913","C",2
"9010","Other",16,"TP1011","C",2
"9011","Other",3,"TP0913","A",4
"9012","Other",7,"TP1011","A",4
"9013","Other",3,"TP0913","B",4
"9014","Other",4,"TP1011","B",4
"9015","Other",10,"TP0913","C",4
"9016","Other",2,"TP1011","C",4
"9017","Other",17,"TP0913","A",8
"9018","Other",1,"TP1011","A",8
"9019","Other",7,"TP0913","B",8
"9020","Other",6,"TP1011","B",8
"9021","Other",3,"TP0913","C",8
"9022","Other",4,"TP1011","C",8
"9023","Other",0,"TP0913","P",0
"9024","Other",0,"TP1011","P",0
"9025","Other",0,"TP0913","A",1
"9026","Other",0,"TP1011","A",1
"9027","Other",0,"TP0913","B",1
"9028","Other",0,"TP1011","B",1
"9029","Other",0,"TP0913","C",1
"9030","Other",0,"TP1011","C",1
"9031","Other",0,"TP0913","A",2
"9032","Other",0,"TP1011","A",2
"9033","Other",0,"TP0913","B",2
"9034","Other",0,"TP1011","B",2
"9035","Other",0,"TP0913","C",2
"9036","Other",0,"TP1011","C",2
"9037","Other",0,"TP0913","A",4
"9038","Other",0,"TP1011","A",4
"9039","Other",0,"TP0913","B",4
"9040","Other",0,"TP1011","B",4
"9041","Other",0,"TP0913","C",4
"9042","Other",0,"TP1011","C",4
"9043","Other",0,"TP0913","A",8
"9044","Other",0,"TP1011","A",8
"9045","Other",1,"TP0913","B",8
"9046","Other",0,"TP1011","B",8
"9047","Other",0,"TP0913","C",8
"9048","Other",0,"TP1011","C",8
"9049","Other",69,"TP0913","P",0
"9050","Other",199,"TP1011","P",0
"9051","Other",103,"TP0913","A",1
"9052","Other",14,"TP1011","A",1
"9053","Other",40,"TP0913","B",1
"9054","Other",158,"TP1011","B",1
"9055","Other",52,"TP0913","C",1
"9056","Other",38,"TP1011","C",1
"9057","Other",18,"TP0913","A",2
"9058","Other",8,"TP1011","A",2
"9059","Other",90,"TP0913","B",2
"9060","Other",57,"TP1011","B",2
"9061","Other",16,"TP0913","C",2
"9062","Other",3,"TP1011","C",2
"9063","Other",118,"TP0913","A",4
"9064","Other",138,"TP1011","A",4
"9065","Other",24,"TP0913","B",4
"9066","Other",93,"TP1011","B",4
"9067","Other",77,"TP0913","C",4
"9068","Other",48,"TP1011","C",4
"9069","Other",200,"TP0913","A",8
"9070","Other",15,"TP1011","A",8
"9071","Other",381,"TP0913","B",8
"9072","Other",99,"TP1011","B",8
"9073","Other",69,"TP0913","C",8
"9074","Other",134,"TP1011","C",8
"9075","Other",0,"TP0913","P",0
"9076","Other",0,"TP1011","P",0
"9077","Other",0,"TP0913","A",1
"9078","Other",0,"TP1011","A",1
"9079","Other",0,"TP0913","B",1
"9080","Other",0,"TP1011","B",1
"9081","Other",0,"TP0913","C",1
"9082","Other",0,"TP1011","C",1
"9083","Other",0,"TP0913","A",2
"9084","Other",0,"TP1011","A",2
"9085","Other",0,"TP0913","B",2
"9086","Other",0,"TP1011","B",2
"9087","Other",0,"TP0913","C",2
"9088","Other",0,"TP1011","C",2
"9089","Other",0,"TP0913","A",4
"9090","Other",0,"TP1011","A",4
"9091","Other",0,"TP0913","B",4
"9092","Other",0,"TP1011","B",4
"9093","Other",0,"TP0913","C",4
"9094","Other",0,"TP1011","C",4
"9095","Other",0,"TP0913","A",8
"9096","Other",0,"TP1011","A",8
"9097","Other",0,"TP0913","B",8
"9098","Other",0,"TP1011","B",8
"9099","Other",0,"TP0913","C",8
"9100","Other",0,"TP1011","C",8
"9101","Other",0,"TP0913","P",0
"9102","Other",0,"TP1011","P",0
"9103","Other",0,"TP0913","A",1
"9104","Other",0,"TP1011","A",1
"9105","Other",0,"TP0913","B",1
"9106","Other",0,"TP1011","B",1
"9107","Other",0,"TP0913","C",1
"9108","Other",0,"TP1011","C",1
"9109","Other",0,"TP0913","A",2
"9110","Other",0,"TP1011","A",2
"9111","Other",0,"TP0913","B",2
"9112","Other",0,"TP1011","B",2
"9113","Other",0,"TP0913","C",2
"9114","Other",0,"TP1011","C",2
"9115","Other",0,"TP0913","A",4
"9116","Other",1,"TP1011","A",4
"9117","Other",0,"TP0913","B",4
"9118","Other",0,"TP1011","B",4
"9119","Other",0,"TP0913","C",4
"9120","Other",0,"TP1011","C",4
"9121","Other",0,"TP0913","A",8
"9122","Other",0,"TP1011","A",8
"9123","Other",0,"TP0913","B",8
"9124","Other",0,"TP1011","B",8
"9125","Other",0,"TP0913","C",8
"9126","Other",0,"TP1011","C",8
"9127","Other",0,"TP0913","P",0
"9128","Other",0,"TP1011","P",0
"9129","Other",0,"TP0913","A",1
"9130","Other",0,"TP1011","A",1
"9131","Other",0,"TP0913","B",1
"9132","Other",0,"TP1011","B",1
"9133","Other",0,"TP0913","C",1
"9134","Other",0,"TP1011","C",1
"9135","Other",0,"TP0913","A",2
"9136","Other",0,"TP1011","A",2
"9137","Other",0,"TP0913","B",2
"9138","Other",0,"TP1011","B",2
"9139","Other",0,"TP0913","C",2
"9140","Other",0,"TP1011","C",2
"9141","Other",0,"TP0913","A",4
"9142","Other",0,"TP1011","A",4
"9143","Other",0,"TP0913","B",4
"9144","Other",0,"TP1011","B",4
"9145","Other",0,"TP0913","C",4
"9146","Other",0,"TP1011","C",4
"9147","Other",0,"TP0913","A",8
"9148","Other",0,"TP1011","A",8
"9149","Other",0,"TP0913","B",8
"9150","Other",0,"TP1011","B",8
"9151","Other",0,"TP0913","C",8
"9152","Other",0,"TP1011","C",8
"9153","Other",0,"TP0913","P",0
"9154","Other",0,"TP1011","P",0
"9155","Other",0,"TP0913","A",1
"9156","Other",0,"TP1011","A",1
"9157","Other",0,"TP0913","B",1
"9158","Other",0,"TP1011","B",1
"9159","Other",0,"TP0913","C",1
"9160","Other",0,"TP1011","C",1
"9161","Other",0,"TP0913","A",2
"9162","Other",0,"TP1011","A",2
"9163","Other",0,"TP0913","B",2
"9164","Other",0,"TP1011","B",2
"9165","Other",0,"TP0913","C",2
"9166","Other",0,"TP1011","C",2
"9167","Other",0,"TP0913","A",4
"9168","Other",0,"TP1011","A",4
"9169","Other",0,"TP0913","B",4
"9170","Other",0,"TP1011","B",4
"9171","Other",0,"TP0913","C",4
"9172","Other",0,"TP1011","C",4
"9173","Other",0,"TP0913","A",8
"9174","Other",0,"TP1011","A",8
"9175","Other",0,"TP0913","B",8
"9176","Other",0,"TP1011","B",8
"9177","Other",0,"TP0913","C",8
"9178","Other",0,"TP1011","C",8
"9179","Other",0,"TP0913","P",0
"9180","Other",0,"TP1011","P",0
"9181","Other",0,"TP0913","A",1
"9182","Other",0,"TP1011","A",1
"9183","Other",0,"TP0913","B",1
"9184","Other",0,"TP1011","B",1
"9185","Other",0,"TP0913","C",1
"9186","Other",0,"TP1011","C",1
"9187","Other",0,"TP0913","A",2
"9188","Other",0,"TP1011","A",2
"9189","Other",0,"TP0913","B",2
"9190","Other",0,"TP1011","B",2
"9191","Other",0,"TP0913","C",2
"9192","Other",0,"TP1011","C",2
"9193","Other",0,"TP0913","A",4
"9194","Other",0,"TP1011","A",4
"9195","Other",0,"TP0913","B",4
"9196","Other",0,"TP1011","B",4
"9197","Other",0,"TP0913","C",4
"9198","Other",0,"TP1011","C",4
"9199","Other",0,"TP0913","A",8
"9200","Other",0,"TP1011","A",8
"9201","Other",0,"TP0913","B",8
"9202","Other",0,"TP1011","B",8
"9203","Other",0,"TP0913","C",8
"9204","Other",0,"TP1011","C",8
"9205","Other",0,"TP0913","P",0
"9206","Other",0,"TP1011","P",0
"9207","Other",0,"TP0913","A",1
"9208","Other",0,"TP1011","A",1
"9209","Other",0,"TP0913","B",1
"9210","Other",0,"TP1011","B",1
"9211","Other",0,"TP0913","C",1
"9212","Other",0,"TP1011","C",1
"9213","Other",0,"TP0913","A",2
"9214","Other",0,"TP1011","A",2
"9215","Other",0,"TP0913","B",2
"9216","Other",0,"TP1011","B",2
"9217","Other",0,"TP0913","C",2
"9218","Other",0,"TP1011","C",2
"9219","Other",0,"TP0913","A",4
"9220","Other",0,"TP1011","A",4
"9221","Other",0,"TP0913","B",4
"9222","Other",0,"TP1011","B",4
"9223","Other",0,"TP0913","C",4
"9224","Other",0,"TP1011","C",4
"9225","Other",0,"TP0913","A",8
"9226","Other",0,"TP1011","A",8
"9227","Other",0,"TP0913","B",8
"9228","Other",0,"TP1011","B",8
"9229","Other",0,"TP0913","C",8
"9230","Other",0,"TP1011","C",8
"9231","Other",0,"TP0913","P",0
"9232","Other",0,"TP1011","P",0
"9233","Other",0,"TP0913","A",1
"9234","Other",0,"TP1011","A",1
"9235","Other",0,"TP0913","B",1
"9236","Other",0,"TP1011","B",1
"9237","Other",0,"TP0913","C",1
"9238","Other",0,"TP1011","C",1
"9239","Other",0,"TP0913","A",2
"9240","Other",0,"TP1011","A",2
"9241","Other",0,"TP0913","B",2
"9242","Other",0,"TP1011","B",2
"9243","Other",0,"TP0913","C",2
"9244","Other",0,"TP1011","C",2
"9245","Other",0,"TP0913","A",4
"9246","Other",0,"TP1011","A",4
"9247","Other",0,"TP0913","B",4
"9248","Other",0,"TP1011","B",4
"9249","Other",0,"TP0913","C",4
"9250","Other",0,"TP1011","C",4
"9251","Other",0,"TP0913","A",8
"9252","Other",0,"TP1011","A",8
"9253","Other",0,"TP0913","B",8
"9254","Other",0,"TP1011","B",8
"9255","Other",0,"TP0913","C",8
"9256","Other",0,"TP1011","C",8
"9257","Other",25,"TP0913","P",0
"9258","Other",1,"TP1011","P",0
"9259","Other",15,"TP0913","A",1
"9260","Other",3,"TP1011","A",1
"9261","Other",5,"TP0913","B",1
"9262","Other",4,"TP1011","B",1
"9263","Other",11,"TP0913","C",1
"9264","Other",0,"TP1011","C",1
"9265","Other",5,"TP0913","A",2
"9266","Other",15,"TP1011","A",2
"9267","Other",25,"TP0913","B",2
"9268","Other",2,"TP1011","B",2
"9269","Other",0,"TP0913","C",2
"9270","Other",10,"TP1011","C",2
"9271","Other",40,"TP0913","A",4
"9272","Other",29,"TP1011","A",4
"9273","Other",6,"TP0913","B",4
"9274","Other",0,"TP1011","B",4
"9275","Other",8,"TP0913","C",4
"9276","Other",12,"TP1011","C",4
"9277","Other",15,"TP0913","A",8
"9278","Other",0,"TP1011","A",8
"9279","Other",12,"TP0913","B",8
"9280","Other",17,"TP1011","B",8
"9281","Other",8,"TP0913","C",8
"9282","Other",17,"TP1011","C",8
"9283","Other",0,"TP0913","P",0
"9284","Other",0,"TP1011","P",0
"9285","Other",0,"TP0913","A",1
"9286","Other",0,"TP1011","A",1
"9287","Other",0,"TP0913","B",1
"9288","Other",0,"TP1011","B",1
"9289","Other",0,"TP0913","C",1
"9290","Other",0,"TP1011","C",1
"9291","Other",0,"TP0913","A",2
"9292","Other",0,"TP1011","A",2
"9293","Other",0,"TP0913","B",2
"9294","Other",0,"TP1011","B",2
"9295","Other",0,"TP0913","C",2
"9296","Other",0,"TP1011","C",2
"9297","Other",0,"TP0913","A",4
"9298","Other",0,"TP1011","A",4
"9299","Other",1,"TP0913","B",4
"9300","Other",0,"TP1011","B",4
"9301","Other",0,"TP0913","C",4
"9302","Other",0,"TP1011","C",4
"9303","Other",0,"TP0913","A",8
"9304","Other",0,"TP1011","A",8
"9305","Other",4,"TP0913","B",8
"9306","Other",0,"TP1011","B",8
"9307","Other",0,"TP0913","C",8
"9308","Other",0,"TP1011","C",8
"9309","Other",0,"TP0913","P",0
"9310","Other",0,"TP1011","P",0
"9311","Other",0,"TP0913","A",1
"9312","Other",0,"TP1011","A",1
"9313","Other",0,"TP0913","B",1
"9314","Other",0,"TP1011","B",1
"9315","Other",0,"TP0913","C",1
"9316","Other",0,"TP1011","C",1
"9317","Other",0,"TP0913","A",2
"9318","Other",0,"TP1011","A",2
"9319","Other",0,"TP0913","B",2
"9320","Other",0,"TP1011","B",2
"9321","Other",0,"TP0913","C",2
"9322","Other",0,"TP1011","C",2
"9323","Other",0,"TP0913","A",4
"9324","Other",0,"TP1011","A",4
"9325","Other",0,"TP0913","B",4
"9326","Other",0,"TP1011","B",4
"9327","Other",0,"TP0913","C",4
"9328","Other",0,"TP1011","C",4
"9329","Other",0,"TP0913","A",8
"9330","Other",0,"TP1011","A",8
"9331","Other",0,"TP0913","B",8
"9332","Other",0,"TP1011","B",8
"9333","Other",0,"TP0913","C",8
"9334","Other",0,"TP1011","C",8
"9335","Other",0,"TP0913","P",0
"9336","Other",0,"TP1011","P",0
"9337","Other",0,"TP0913","A",1
"9338","Other",0,"TP1011","A",1
"9339","Other",0,"TP0913","B",1
"9340","Other",0,"TP1011","B",1
"9341","Other",0,"TP0913","C",1
"9342","Other",0,"TP1011","C",1
"9343","Other",0,"TP0913","A",2
"9344","Other",0,"TP1011","A",2
"9345","Other",0,"TP0913","B",2
"9346","Other",0,"TP1011","B",2
"9347","Other",0,"TP0913","C",2
"9348","Other",0,"TP1011","C",2
"9349","Other",0,"TP0913","A",4
"9350","Other",0,"TP1011","A",4
"9351","Other",0,"TP0913","B",4
"9352","Other",1,"TP1011","B",4
"9353","Other",0,"TP0913","C",4
"9354","Other",0,"TP1011","C",4
"9355","Other",0,"TP0913","A",8
"9356","Other",0,"TP1011","A",8
"9357","Other",0,"TP0913","B",8
"9358","Other",0,"TP1011","B",8
"9359","Other",0,"TP0913","C",8
"9360","Other",0,"TP1011","C",8
"9361","Other",0,"TP0913","P",0
"9362","Other",0,"TP1011","P",0
"9363","Other",0,"TP0913","A",1
"9364","Other",0,"TP1011","A",1
"9365","Other",0,"TP0913","B",1
"9366","Other",0,"TP1011","B",1
"9367","Other",0,"TP0913","C",1
"9368","Other",0,"TP1011","C",1
"9369","Other",0,"TP0913","A",2
"9370","Other",0,"TP1011","A",2
"9371","Other",0,"TP0913","B",2
"9372","Other",0,"TP1011","B",2
"9373","Other",0,"TP0913","C",2
"9374","Other",0,"TP1011","C",2
"9375","Other",0,"TP0913","A",4
"9376","Other",0,"TP1011","A",4
"9377","Other",0,"TP0913","B",4
"9378","Other",0,"TP1011","B",4
"9379","Other",0,"TP0913","C",4
"9380","Other",0,"TP1011","C",4
"9381","Other",0,"TP0913","A",8
"9382","Other",0,"TP1011","A",8
"9383","Other",0,"TP0913","B",8
"9384","Other",0,"TP1011","B",8
"9385","Other",0,"TP0913","C",8
"9386","Other",0,"TP1011","C",8
"9387","Other",0,"TP0913","P",0
"9388","Other",0,"TP1011","P",0
"9389","Other",0,"TP0913","A",1
"9390","Other",0,"TP1011","A",1
"9391","Other",0,"TP0913","B",1
"9392","Other",0,"TP1011","B",1
"9393","Other",0,"TP0913","C",1
"9394","Other",0,"TP1011","C",1
"9395","Other",0,"TP0913","A",2
"9396","Other",0,"TP1011","A",2
"9397","Other",0,"TP0913","B",2
"9398","Other",0,"TP1011","B",2
"9399","Other",0,"TP0913","C",2
"9400","Other",0,"TP1011","C",2
"9401","Other",0,"TP0913","A",4
"9402","Other",0,"TP1011","A",4
"9403","Other",0,"TP0913","B",4
"9404","Other",0,"TP1011","B",4
"9405","Other",0,"TP0913","C",4
"9406","Other",0,"TP1011","C",4
"9407","Other",0,"TP0913","A",8
"9408","Other",0,"TP1011","A",8
"9409","Other",0,"TP0913","B",8
"9410","Other",0,"TP1011","B",8
"9411","Other",0,"TP0913","C",8
"9412","Other",0,"TP1011","C",8
"9413","Other",5,"TP0913","P",0
"9414","Other",0,"TP1011","P",0
"9415","Other",0,"TP0913","A",1
"9416","Other",0,"TP1011","A",1
"9417","Other",0,"TP0913","B",1
"9418","Other",1,"TP1011","B",1
"9419","Other",0,"TP0913","C",1
"9420","Other",0,"TP1011","C",1
"9421","Other",0,"TP0913","A",2
"9422","Other",0,"TP1011","A",2
"9423","Other",0,"TP0913","B",2
"9424","Other",0,"TP1011","B",2
"9425","Other",0,"TP0913","C",2
"9426","Other",0,"TP1011","C",2
"9427","Other",0,"TP0913","A",4
"9428","Other",0,"TP1011","A",4
"9429","Other",0,"TP0913","B",4
"9430","Other",0,"TP1011","B",4
"9431","Other",0,"TP0913","C",4
"9432","Other",5,"TP1011","C",4
"9433","Other",0,"TP0913","A",8
"9434","Other",1,"TP1011","A",8
"9435","Other",0,"TP0913","B",8
"9436","Other",0,"TP1011","B",8
"9437","Other",0,"TP0913","C",8
"9438","Other",0,"TP1011","C",8
"9439","Other",17,"TP0913","P",0
"9440","Other",19,"TP1011","P",0
"9441","Other",28,"TP0913","A",1
"9442","Other",2,"TP1011","A",1
"9443","Other",14,"TP0913","B",1
"9444","Other",28,"TP1011","B",1
"9445","Other",13,"TP0913","C",1
"9446","Other",1,"TP1011","C",1
"9447","Other",9,"TP0913","A",2
"9448","Other",4,"TP1011","A",2
"9449","Other",15,"TP0913","B",2
"9450","Other",12,"TP1011","B",2
"9451","Other",4,"TP0913","C",2
"9452","Other",2,"TP1011","C",2
"9453","Other",10,"TP0913","A",4
"9454","Other",7,"TP1011","A",4
"9455","Other",7,"TP0913","B",4
"9456","Other",3,"TP1011","B",4
"9457","Other",20,"TP0913","C",4
"9458","Other",8,"TP1011","C",4
"9459","Other",55,"TP0913","A",8
"9460","Other",5,"TP1011","A",8
"9461","Other",29,"TP0913","B",8
"9462","Other",20,"TP1011","B",8
"9463","Other",8,"TP0913","C",8
"9464","Other",1,"TP1011","C",8
"9465","Other",0,"TP0913","P",0
"9466","Other",0,"TP1011","P",0
"9467","Other",0,"TP0913","A",1
"9468","Other",0,"TP1011","A",1
"9469","Other",0,"TP0913","B",1
"9470","Other",0,"TP1011","B",1
"9471","Other",0,"TP0913","C",1
"9472","Other",0,"TP1011","C",1
"9473","Other",0,"TP0913","A",2
"9474","Other",0,"TP1011","A",2
"9475","Other",0,"TP0913","B",2
"9476","Other",0,"TP1011","B",2
"9477","Other",0,"TP0913","C",2
"9478","Other",0,"TP1011","C",2
"9479","Other",0,"TP0913","A",4
"9480","Other",0,"TP1011","A",4
"9481","Other",0,"TP0913","B",4
"9482","Other",0,"TP1011","B",4
"9483","Other",0,"TP0913","C",4
"9484","Other",0,"TP1011","C",4
"9485","Other",0,"TP0913","A",8
"9486","Other",0,"TP1011","A",8
"9487","Other",0,"TP0913","B",8
"9488","Other",0,"TP1011","B",8
"9489","Other",0,"TP0913","C",8
"9490","Other",0,"TP1011","C",8
"9491","Other",0,"TP0913","P",0
"9492","Other",0,"TP1011","P",0
"9493","Other",0,"TP0913","A",1
"9494","Other",0,"TP1011","A",1
"9495","Other",1,"TP0913","B",1
"9496","Other",0,"TP1011","B",1
"9497","Other",0,"TP0913","C",1
