"","Fungi","Relative_Abundance","Sampletime","Direction","Distance"
"29117","Other",0,"TP0913","B",8
"29118","Other",0,"TP1011","B",8
"29119","Other",0,"TP0913","C",8
"29120","Other",0,"TP1011","C",8
"29121","Other",0,"TP0913","P",0
"29122","Other",0,"TP1011","P",0
"29123","Other",0,"TP0913","A",1
"29124","Other",0,"TP1011","A",1
"29125","Other",0,"TP0913","B",1
"29126","Other",0,"TP1011","B",1
"29127","Other",0,"TP0913","C",1
"29128","Other",0,"TP1011","C",1
"29129","Other",0,"TP0913","A",2
"29130","Other",0,"TP1011","A",2
"29131","Other",0,"TP0913","B",2
"29132","Other",0,"TP1011","B",2
"29133","Other",0,"TP0913","C",2
"29134","Other",0,"TP1011","C",2
"29135","Other",0,"TP0913","A",4
"29136","Other",0,"TP1011","A",4
"29137","Other",0,"TP0913","B",4
"29138","Other",0,"TP1011","B",4
"29139","Other",0,"TP0913","C",4
"29140","Other",0,"TP1011","C",4
"29141","Other",0,"TP0913","A",8
"29142","Other",0,"TP1011","A",8
"29143","Other",1,"TP0913","B",8
"29144","Other",0,"TP1011","B",8
"29145","Other",0,"TP0913","C",8
"29146","Other",0,"TP1011","C",8
"29147","Other",0,"TP0913","P",0
"29148","Other",0,"TP1011","P",0
"29149","Other",0,"TP0913","A",1
"29150","Other",0,"TP1011","A",1
"29151","Other",0,"TP0913","B",1
"29152","Other",0,"TP1011","B",1
"29153","Other",0,"TP0913","C",1
"29154","Other",0,"TP1011","C",1
"29155","Other",0,"TP0913","A",2
"29156","Other",0,"TP1011","A",2
"29157","Other",0,"TP0913","B",2
"29158","Other",2,"TP1011","B",2
"29159","Other",0,"TP0913","C",2
"29160","Other",0,"TP1011","C",2
"29161","Other",0,"TP0913","A",4
"29162","Other",0,"TP1011","A",4
"29163","Other",0,"TP0913","B",4
"29164","Other",0,"TP1011","B",4
"29165","Other",0,"TP0913","C",4
"29166","Other",0,"TP1011","C",4
"29167","Other",0,"TP0913","A",8
"29168","Other",0,"TP1011","A",8
"29169","Other",0,"TP0913","B",8
"29170","Other",0,"TP1011","B",8
"29171","Other",0,"TP0913","C",8
"29172","Other",0,"TP1011","C",8
"29173","Other",0,"TP0913","P",0
"29174","Other",0,"TP1011","P",0
"29175","Other",0,"TP0913","A",1
"29176","Other",0,"TP1011","A",1
"29177","Other",0,"TP0913","B",1
"29178","Other",0,"TP1011","B",1
"29179","Other",0,"TP0913","C",1
"29180","Other",0,"TP1011","C",1
"29181","Other",0,"TP0913","A",2
"29182","Other",0,"TP1011","A",2
"29183","Other",0,"TP0913","B",2
"29184","Other",0,"TP1011","B",2
"29185","Other",0,"TP0913","C",2
"29186","Other",0,"TP1011","C",2
"29187","Other",0,"TP0913","A",4
"29188","Other",0,"TP1011","A",4
"29189","Other",0,"TP0913","B",4
"29190","Other",0,"TP1011","B",4
"29191","Other",0,"TP0913","C",4
"29192","Other",0,"TP1011","C",4
"29193","Other",0,"TP0913","A",8
"29194","Other",0,"TP1011","A",8
"29195","Other",0,"TP0913","B",8
"29196","Other",0,"TP1011","B",8
"29197","Other",0,"TP0913","C",8
"29198","Other",0,"TP1011","C",8
"29199","Other",0,"TP0913","P",0
"29200","Other",7,"TP1011","P",0
"29201","Other",0,"TP0913","A",1
"29202","Other",0,"TP1011","A",1
"29203","Other",0,"TP0913","B",1
"29204","Other",18,"TP1011","B",1
"29205","Other",0,"TP0913","C",1
"29206","Other",0,"TP1011","C",1
"29207","Other",1,"TP0913","A",2
"29208","Other",1,"TP1011","A",2
"29209","Other",0,"TP0913","B",2
"29210","Other",4,"TP1011","B",2
"29211","Other",0,"TP0913","C",2
"29212","Other",1,"TP1011","C",2
"29213","Other",0,"TP0913","A",4
"29214","Other",0,"TP1011","A",4
"29215","Other",0,"TP0913","B",4
"29216","Other",5,"TP1011","B",4
"29217","Other",0,"TP0913","C",4
"29218","Other",9,"TP1011","C",4
"29219","Other",0,"TP0913","A",8
"29220","Other",0,"TP1011","A",8
"29221","Other",0,"TP0913","B",8
"29222","Other",3,"TP1011","B",8
"29223","Other",0,"TP0913","C",8
"29224","Other",2,"TP1011","C",8
"29225","Other",0,"TP0913","P",0
"29226","Other",0,"TP1011","P",0
"29227","Other",0,"TP0913","A",1
"29228","Other",0,"TP1011","A",1
"29229","Other",0,"TP0913","B",1
"29230","Other",0,"TP1011","B",1
"29231","Other",0,"TP0913","C",1
"29232","Other",0,"TP1011","C",1
"29233","Other",0,"TP0913","A",2
"29234","Other",0,"TP1011","A",2
"29235","Other",0,"TP0913","B",2
"29236","Other",0,"TP1011","B",2
"29237","Other",0,"TP0913","C",2
"29238","Other",0,"TP1011","C",2
"29239","Other",0,"TP0913","A",4
"29240","Other",0,"TP1011","A",4
"29241","Other",0,"TP0913","B",4
"29242","Other",0,"TP1011","B",4
"29243","Other",0,"TP0913","C",4
"29244","Other",0,"TP1011","C",4
"29245","Other",0,"TP0913","A",8
"29246","Other",0,"TP1011","A",8
"29247","Other",0,"TP0913","B",8
"29248","Other",0,"TP1011","B",8
"29249","Other",0,"TP0913","C",8
"29250","Other",0,"TP1011","C",8
"29251","Other",0,"TP0913","P",0
"29252","Other",0,"TP1011","P",0
"29253","Other",0,"TP0913","A",1
"29254","Other",0,"TP1011","A",1
"29255","Other",3,"TP0913","B",1
"29256","Other",0,"TP1011","B",1
"29257","Other",0,"TP0913","C",1
"29258","Other",0,"TP1011","C",1
"29259","Other",0,"TP0913","A",2
"29260","Other",0,"TP1011","A",2
"29261","Other",0,"TP0913","B",2
"29262","Other",0,"TP1011","B",2
"29263","Other",0,"TP0913","C",2
"29264","Other",0,"TP1011","C",2
"29265","Other",0,"TP0913","A",4
"29266","Other",0,"TP1011","A",4
"29267","Other",0,"TP0913","B",4
"29268","Other",0,"TP1011","B",4
"29269","Other",0,"TP0913","C",4
"29270","Other",0,"TP1011","C",4
"29271","Other",0,"TP0913","A",8
"29272","Other",0,"TP1011","A",8
"29273","Other",0,"TP0913","B",8
"29274","Other",0,"TP1011","B",8
"29275","Other",0,"TP0913","C",8
"29276","Other",0,"TP1011","C",8
"29277","Other",0,"TP0913","P",0
"29278","Other",0,"TP1011","P",0
"29279","Other",0,"TP0913","A",1
"29280","Other",0,"TP1011","A",1
"29281","Other",0,"TP0913","B",1
"29282","Other",0,"TP1011","B",1
"29283","Other",0,"TP0913","C",1
"29284","Other",0,"TP1011","C",1
"29285","Other",0,"TP0913","A",2
"29286","Other",0,"TP1011","A",2
"29287","Other",0,"TP0913","B",2
"29288","Other",0,"TP1011","B",2
"29289","Other",0,"TP0913","C",2
"29290","Other",0,"TP1011","C",2
"29291","Other",0,"TP0913","A",4
"29292","Other",0,"TP1011","A",4
"29293","Other",0,"TP0913","B",4
"29294","Other",0,"TP1011","B",4
"29295","Other",0,"TP0913","C",4
"29296","Other",0,"TP1011","C",4
"29297","Other",0,"TP0913","A",8
"29298","Other",0,"TP1011","A",8
"29299","Other",0,"TP0913","B",8
"29300","Other",0,"TP1011","B",8
"29301","Other",0,"TP0913","C",8
"29302","Other",0,"TP1011","C",8
"29303","Other",0,"TP0913","P",0
"29304","Other",0,"TP1011","P",0
"29305","Other",1,"TP0913","A",1
"29306","Other",2,"TP1011","A",1
"29307","Other",0,"TP0913","B",1
"29308","Other",0,"TP1011","B",1
"29309","Other",0,"TP0913","C",1
"29310","Other",0,"TP1011","C",1
"29311","Other",0,"TP0913","A",2
"29312","Other",0,"TP1011","A",2
"29313","Other",3,"TP0913","B",2
"29314","Other",2,"TP1011","B",2
"29315","Other",1,"TP0913","C",2
"29316","Other",0,"TP1011","C",2
"29317","Other",7,"TP0913","A",4
"29318","Other",27,"TP1011","A",4
"29319","Other",0,"TP0913","B",4
"29320","Other",0,"TP1011","B",4
"29321","Other",3,"TP0913","C",4
"29322","Other",1,"TP1011","C",4
"29323","Other",1,"TP0913","A",8
"29324","Other",2,"TP1011","A",8
"29325","Other",0,"TP0913","B",8
"29326","Other",0,"TP1011","B",8
"29327","Other",0,"TP0913","C",8
"29328","Other",0,"TP1011","C",8
"29329","Other",0,"TP0913","P",0
"29330","Other",0,"TP1011","P",0
"29331","Other",0,"TP0913","A",1
"29332","Other",0,"TP1011","A",1
"29333","Other",0,"TP0913","B",1
"29334","Other",0,"TP1011","B",1
"29335","Other",0,"TP0913","C",1
"29336","Other",0,"TP1011","C",1
"29337","Other",0,"TP0913","A",2
"29338","Other",0,"TP1011","A",2
"29339","Other",0,"TP0913","B",2
"29340","Other",0,"TP1011","B",2
"29341","Other",0,"TP0913","C",2
"29342","Other",0,"TP1011","C",2
"29343","Other",0,"TP0913","A",4
"29344","Other",0,"TP1011","A",4
"29345","Other",0,"TP0913","B",4
"29346","Other",0,"TP1011","B",4
"29347","Other",0,"TP0913","C",4
"29348","Other",0,"TP1011","C",4
"29349","Other",0,"TP0913","A",8
"29350","Other",0,"TP1011","A",8
"29351","Other",0,"TP0913","B",8
"29352","Other",0,"TP1011","B",8
"29353","Other",0,"TP0913","C",8
"29354","Other",0,"TP1011","C",8
"29355","Other",5,"TP0913","P",0
"29356","Other",0,"TP1011","P",0
"29357","Other",1,"TP0913","A",1
"29358","Other",0,"TP1011","A",1
"29359","Other",0,"TP0913","B",1
"29360","Other",0,"TP1011","B",1
"29361","Other",0,"TP0913","C",1
"29362","Other",0,"TP1011","C",1
"29363","Other",0,"TP0913","A",2
"29364","Other",0,"TP1011","A",2
"29365","Other",1,"TP0913","B",2
"29366","Other",0,"TP1011","B",2
"29367","Other",0,"TP0913","C",2
"29368","Other",0,"TP1011","C",2
"29369","Other",0,"TP0913","A",4
"29370","Other",1,"TP1011","A",4
"29371","Other",11,"TP0913","B",4
"29372","Other",0,"TP1011","B",4
"29373","Other",2,"TP0913","C",4
"29374","Other",0,"TP1011","C",4
"29375","Other",2,"TP0913","A",8
"29376","Other",0,"TP1011","A",8
"29377","Other",1,"TP0913","B",8
"29378","Other",3,"TP1011","B",8
"29379","Other",1,"TP0913","C",8
"29380","Other",1,"TP1011","C",8
"29381","Other",0,"TP0913","P",0
"29382","Other",0,"TP1011","P",0
"29383","Other",0,"TP0913","A",1
"29384","Other",0,"TP1011","A",1
"29385","Other",0,"TP0913","B",1
"29386","Other",0,"TP1011","B",1
"29387","Other",0,"TP0913","C",1
"29388","Other",0,"TP1011","C",1
"29389","Other",0,"TP0913","A",2
"29390","Other",0,"TP1011","A",2
"29391","Other",0,"TP0913","B",2
"29392","Other",0,"TP1011","B",2
"29393","Other",0,"TP0913","C",2
"29394","Other",0,"TP1011","C",2
"29395","Other",0,"TP0913","A",4
"29396","Other",0,"TP1011","A",4
"29397","Other",0,"TP0913","B",4
"29398","Other",0,"TP1011","B",4
"29399","Other",0,"TP0913","C",4
"29400","Other",0,"TP1011","C",4
"29401","Other",0,"TP0913","A",8
"29402","Other",0,"TP1011","A",8
"29403","Other",0,"TP0913","B",8
"29404","Other",0,"TP1011","B",8
"29405","Other",0,"TP0913","C",8
"29406","Other",0,"TP1011","C",8
"29407","Other",0,"TP0913","P",0
"29408","Other",0,"TP1011","P",0
"29409","Other",0,"TP0913","A",1
"29410","Other",0,"TP1011","A",1
"29411","Other",0,"TP0913","B",1
"29412","Other",0,"TP1011","B",1
"29413","Other",0,"TP0913","C",1
"29414","Other",0,"TP1011","C",1
"29415","Other",0,"TP0913","A",2
"29416","Other",0,"TP1011","A",2
"29417","Other",0,"TP0913","B",2
"29418","Other",0,"TP1011","B",2
"29419","Other",0,"TP0913","C",2
"29420","Other",0,"TP1011","C",2
"29421","Other",0,"TP0913","A",4
"29422","Other",0,"TP1011","A",4
"29423","Other",0,"TP0913","B",4
"29424","Other",0,"TP1011","B",4
"29425","Other",0,"TP0913","C",4
"29426","Other",0,"TP1011","C",4
"29427","Other",0,"TP0913","A",8
"29428","Other",0,"TP1011","A",8
"29429","Other",0,"TP0913","B",8
"29430","Other",0,"TP1011","B",8
"29431","Other",0,"TP0913","C",8
"29432","Other",0,"TP1011","C",8
"29433","Other",0,"TP0913","P",0
"29434","Other",0,"TP1011","P",0
"29435","Other",0,"TP0913","A",1
"29436","Other",0,"TP1011","A",1
"29437","Other",0,"TP0913","B",1
"29438","Other",0,"TP1011","B",1
"29439","Other",0,"TP0913","C",1
"29440","Other",0,"TP1011","C",1
"29441","Other",0,"TP0913","A",2
"29442","Other",0,"TP1011","A",2
"29443","Other",0,"TP0913","B",2
"29444","Other",0,"TP1011","B",2
"29445","Other",0,"TP0913","C",2
"29446","Other",0,"TP1011","C",2
"29447","Other",0,"TP0913","A",4
"29448","Other",0,"TP1011","A",4
"29449","Other",0,"TP0913","B",4
"29450","Other",0,"TP1011","B",4
"29451","Other",0,"TP0913","C",4
"29452","Other",0,"TP1011","C",4
"29453","Other",0,"TP0913","A",8
"29454","Other",0,"TP1011","A",8
"29455","Other",0,"TP0913","B",8
"29456","Other",0,"TP1011","B",8
"29457","Other",0,"TP0913","C",8
"29458","Other",0,"TP1011","C",8
"29459","Other",0,"TP0913","P",0
"29460","Other",0,"TP1011","P",0
"29461","Other",0,"TP0913","A",1
"29462","Other",0,"TP1011","A",1
"29463","Other",0,"TP0913","B",1
"29464","Other",0,"TP1011","B",1
"29465","Other",0,"TP0913","C",1
"29466","Other",0,"TP1011","C",1
"29467","Other",0,"TP0913","A",2
"29468","Other",0,"TP1011","A",2
"29469","Other",0,"TP0913","B",2
"29470","Other",0,"TP1011","B",2
"29471","Other",0,"TP0913","C",2
"29472","Other",0,"TP1011","C",2
"29473","Other",0,"TP0913","A",4
"29474","Other",2,"TP1011","A",4
"29475","Other",0,"TP0913","B",4
"29476","Other",3,"TP1011","B",4
"29477","Other",0,"TP0913","C",4
"29478","Other",0,"TP1011","C",4
"29479","Other",0,"TP0913","A",8
"29480","Other",0,"TP1011","A",8
"29481","Other",6,"TP0913","B",8
"29482","Other",0,"TP1011","B",8
"29483","Other",0,"TP0913","C",8
"29484","Other",0,"TP1011","C",8
"29485","Other",0,"TP0913","P",0
"29486","Other",0,"TP1011","P",0
"29487","Other",0,"TP0913","A",1
"29488","Other",0,"TP1011","A",1
"29489","Other",0,"TP0913","B",1
"29490","Other",0,"TP1011","B",1
"29491","Other",0,"TP0913","C",1
"29492","Other",0,"TP1011","C",1
"29493","Other",0,"TP0913","A",2
"29494","Other",0,"TP1011","A",2
"29495","Other",0,"TP0913","B",2
"29496","Other",0,"TP1011","B",2
"29497","Other",0,"TP0913","C",2
"29498","Other",0,"TP1011","C",2
"29499","Other",0,"TP0913","A",4
"29500","Other",0,"TP1011","A",4
"29501","Other",0,"TP0913","B",4
"29502","Other",0,"TP1011","B",4
"29503","Other",0,"TP0913","C",4
"29504","Other",0,"TP1011","C",4
"29505","Other",0,"TP0913","A",8
"29506","Other",0,"TP1011","A",8
"29507","Other",0,"TP0913","B",8
"29508","Other",0,"TP1011","B",8
"29509","Other",0,"TP0913","C",8
"29510","Other",0,"TP1011","C",8
"29511","Other",0,"TP0913","P",0
"29512","Other",0,"TP1011","P",0
"29513","Other",0,"TP0913","A",1
"29514","Other",0,"TP1011","A",1
"29515","Other",0,"TP0913","B",1
"29516","Other",3,"TP1011","B",1
"29517","Other",0,"TP0913","C",1
"29518","Other",0,"TP1011","C",1
"29519","Other",0,"TP0913","A",2
"29520","Other",0,"TP1011","A",2
"29521","Other",0,"TP0913","B",2
"29522","Other",0,"TP1011","B",2
"29523","Other",0,"TP0913","C",2
"29524","Other",1,"TP1011","C",2
"29525","Other",0,"TP0913","A",4
"29526","Other",10,"TP1011","A",4
"29527","Other",0,"TP0913","B",4
"29528","Other",0,"TP1011","B",4
"29529","Other",0,"TP0913","C",4
"29530","Other",1,"TP1011","C",4
"29531","Other",0,"TP0913","A",8
"29532","Other",5,"TP1011","A",8
"29533","Other",0,"TP0913","B",8
"29534","Other",0,"TP1011","B",8
"29535","Other",0,"TP0913","C",8
"29536","Other",2,"TP1011","C",8
"29537","Other",0,"TP0913","P",0
"29538","Other",0,"TP1011","P",0
"29539","Other",0,"TP0913","A",1
"29540","Other",0,"TP1011","A",1
"29541","Other",0,"TP0913","B",1
"29542","Other",0,"TP1011","B",1
"29543","Other",0,"TP0913","C",1
"29544","Other",0,"TP1011","C",1
"29545","Other",0,"TP0913","A",2
"29546","Other",0,"TP1011","A",2
"29547","Other",0,"TP0913","B",2
"29548","Other",0,"TP1011","B",2
"29549","Other",0,"TP0913","C",2
"29550","Other",0,"TP1011","C",2
"29551","Other",0,"TP0913","A",4
"29552","Other",0,"TP1011","A",4
"29553","Other",0,"TP0913","B",4
"29554","Other",0,"TP1011","B",4
"29555","Other",0,"TP0913","C",4
"29556","Other",0,"TP1011","C",4
"29557","Other",0,"TP0913","A",8
"29558","Other",0,"TP1011","A",8
"29559","Other",0,"TP0913","B",8
"29560","Other",0,"TP1011","B",8
"29561","Other",0,"TP0913","C",8
"29562","Other",0,"TP1011","C",8
"29563","Other",0,"TP0913","P",0
"29564","Other",0,"TP1011","P",0
"29565","Other",0,"TP0913","A",1
"29566","Other",0,"TP1011","A",1
"29567","Other",0,"TP0913","B",1
"29568","Other",0,"TP1011","B",1
"29569","Other",0,"TP0913","C",1
"29570","Other",0,"TP1011","C",1
"29571","Other",0,"TP0913","A",2
"29572","Other",0,"TP1011","A",2
"29573","Other",0,"TP0913","B",2
"29574","Other",0,"TP1011","B",2
"29575","Other",0,"TP0913","C",2
"29576","Other",0,"TP1011","C",2
"29577","Other",0,"TP0913","A",4
"29578","Other",0,"TP1011","A",4
"29579","Other",0,"TP0913","B",4
"29580","Other",0,"TP1011","B",4
"29581","Other",0,"TP0913","C",4
"29582","Other",0,"TP1011","C",4
"29583","Other",0,"TP0913","A",8
"29584","Other",0,"TP1011","A",8
"29585","Other",0,"TP0913","B",8
"29586","Other",0,"TP1011","B",8
"29587","Other",0,"TP0913","C",8
"29588","Other",0,"TP1011","C",8
"29589","Other",0,"TP0913","P",0
"29590","Other",0,"TP1011","P",0
"29591","Other",0,"TP0913","A",1
"29592","Other",0,"TP1011","A",1
"29593","Other",0,"TP0913","B",1
"29594","Other",0,"TP1011","B",1
"29595","Other",0,"TP0913","C",1
"29596","Other",0,"TP1011","C",1
"29597","Other",0,"TP0913","A",2
"29598","Other",0,"TP1011","A",2
"29599","Other",0,"TP0913","B",2
"29600","Other",0,"TP1011","B",2
"29601","Other",0,"TP0913","C",2
"29602","Other",0,"TP1011","C",2
"29603","Other",0,"TP0913","A",4
"29604","Other",0,"TP1011","A",4
"29605","Other",0,"TP0913","B",4
"29606","Other",0,"TP1011","B",4
"29607","Other",0,"TP0913","C",4
"29608","Other",0,"TP1011","C",4
"29609","Other",0,"TP0913","A",8
"29610","Other",0,"TP1011","A",8
"29611","Other",0,"TP0913","B",8
"29612","Other",0,"TP1011","B",8
"29613","Other",0,"TP0913","C",8
"29614","Other",0,"TP1011","C",8
"29615","Other",0,"TP0913","P",0
"29616","Other",0,"TP1011","P",0
"29617","Other",0,"TP0913","A",1
"29618","Other",0,"TP1011","A",1
"29619","Other",0,"TP0913","B",1
"29620","Other",0,"TP1011","B",1
"29621","Other",0,"TP0913","C",1
"29622","Other",0,"TP1011","C",1
"29623","Other",0,"TP0913","A",2
"29624","Other",0,"TP1011","A",2
"29625","Other",0,"TP0913","B",2
"29626","Other",0,"TP1011","B",2
"29627","Other",0,"TP0913","C",2
"29628","Other",0,"TP1011","C",2
"29629","Other",0,"TP0913","A",4
"29630","Other",0,"TP1011","A",4
"29631","Other",0,"TP0913","B",4
"29632","Other",0,"TP1011","B",4
"29633","Other",0,"TP0913","C",4
"29634","Other",0,"TP1011","C",4
"29635","Other",0,"TP0913","A",8
"29636","Other",0,"TP1011","A",8
"29637","Other",0,"TP0913","B",8
"29638","Other",0,"TP1011","B",8
"29639","Other",0,"TP0913","C",8
"29640","Other",0,"TP1011","C",8
"29641","Other",0,"TP0913","P",0
"29642","Other",0,"TP1011","P",0
"29643","Other",0,"TP0913","A",1
"29644","Other",0,"TP1011","A",1
"29645","Other",0,"TP0913","B",1
"29646","Other",0,"TP1011","B",1
"29647","Other",0,"TP0913","C",1
"29648","Other",0,"TP1011","C",1
"29649","Other",0,"TP0913","A",2
"29650","Other",0,"TP1011","A",2
"29651","Other",0,"TP0913","B",2
"29652","Other",0,"TP1011","B",2
"29653","Other",0,"TP0913","C",2
"29654","Other",0,"TP1011","C",2
"29655","Other",0,"TP0913","A",4
"29656","Other",1,"TP1011","A",4
"29657","Other",0,"TP0913","B",4
"29658","Other",0,"TP1011","B",4
"29659","Other",0,"TP0913","C",4
"29660","Other",4,"TP1011","C",4
"29661","Other",0,"TP0913","A",8
"29662","Other",0,"TP1011","A",8
"29663","Other",0,"TP0913","B",8
"29664","Other",0,"TP1011","B",8
"29665","Other",3,"TP0913","C",8
"29666","Other",2,"TP1011","C",8
"29667","Other",2,"TP0913","P",0
"29668","Other",0,"TP1011","P",0
"29669","Other",0,"TP0913","A",1
"29670","Other",0,"TP1011","A",1
"29671","Other",2,"TP0913","B",1
"29672","Other",2,"TP1011","B",1
"29673","Other",1,"TP0913","C",1
"29674","Other",0,"TP1011","C",1
"29675","Other",0,"TP0913","A",2
"29676","Other",0,"TP1011","A",2
"29677","Other",0,"TP0913","B",2
"29678","Other",0,"TP1011","B",2
"29679","Other",0,"TP0913","C",2
"29680","Other",0,"TP1011","C",2
"29681","Other",0,"TP0913","A",4
"29682","Other",3,"TP1011","A",4
"29683","Other",8,"TP0913","B",4
"29684","Other",1,"TP1011","B",4
"29685","Other",0,"TP0913","C",4
"29686","Other",0,"TP1011","C",4
"29687","Other",6,"TP0913","A",8
"29688","Other",1,"TP1011","A",8
"29689","Other",4,"TP0913","B",8
"29690","Other",0,"TP1011","B",8
"29691","Other",1,"TP0913","C",8
"29692","Other",6,"TP1011","C",8
"29693","Other",0,"TP0913","P",0
"29694","Other",0,"TP1011","P",0
"29695","Other",0,"TP0913","A",1
"29696","Other",0,"TP1011","A",1
"29697","Other",0,"TP0913","B",1
"29698","Other",0,"TP1011","B",1
"29699","Other",0,"TP0913","C",1
"29700","Other",0,"TP1011","C",1
"29701","Other",0,"TP0913","A",2
"29702","Other",0,"TP1011","A",2
"29703","Other",0,"TP0913","B",2
"29704","Other",0,"TP1011","B",2
"29705","Other",0,"TP0913","C",2
"29706","Other",0,"TP1011","C",2
"29707","Other",2,"TP0913","A",4
"29708","Other",0,"TP1011","A",4
"29709","Other",0,"TP0913","B",4
"29710","Other",0,"TP1011","B",4
"29711","Other",0,"TP0913","C",4
"29712","Other",0,"TP1011","C",4
"29713","Other",0,"TP0913","A",8
"29714","Other",0,"TP1011","A",8
"29715","Other",0,"TP0913","B",8
"29716","Other",0,"TP1011","B",8
"29717","Other",0,"TP0913","C",8
"29718","Other",0,"TP1011","C",8
"29719","Other",0,"TP0913","P",0
"29720","Other",0,"TP1011","P",0
"29721","Other",0,"TP0913","A",1
"29722","Other",0,"TP1011","A",1
"29723","Other",0,"TP0913","B",1
"29724","Other",0,"TP1011","B",1
"29725","Other",0,"TP0913","C",1
"29726","Other",0,"TP1011","C",1
"29727","Other",0,"TP0913","A",2
"29728","Other",0,"TP1011","A",2
"29729","Other",0,"TP0913","B",2
"29730","Other",0,"TP1011","B",2
"29731","Other",0,"TP0913","C",2
"29732","Other",0,"TP1011","C",2
"29733","Other",0,"TP0913","A",4
"29734","Other",0,"TP1011","A",4
"29735","Other",0,"TP0913","B",4
"29736","Other",0,"TP1011","B",4
"29737","Other",0,"TP0913","C",4
"29738","Other",0,"TP1011","C",4
"29739","Other",0,"TP0913","A",8
"29740","Other",0,"TP1011","A",8
"29741","Other",0,"TP0913","B",8
"29742","Other",0,"TP1011","B",8
"29743","Other",0,"TP0913","C",8
"29744","Other",0,"TP1011","C",8
"29745","Other",0,"TP0913","P",0
"29746","Other",0,"TP1011","P",0
"29747","Other",0,"TP0913","A",1
"29748","Other",0,"TP1011","A",1
"29749","Other",0,"TP0913","B",1
"29750","Other",0,"TP1011","B",1
"29751","Other",0,"TP0913","C",1
"29752","Other",0,"TP1011","C",1
"29753","Other",0,"TP0913","A",2
"29754","Other",0,"TP1011","A",2
"29755","Other",0,"TP0913","B",2
"29756","Other",0,"TP1011","B",2
"29757","Other",0,"TP0913","C",2
"29758","Other",0,"TP1011","C",2
"29759","Other",0,"TP0913","A",4
"29760","Other",0,"TP1011","A",4
"29761","Other",0,"TP0913","B",4
"29762","Other",0,"TP1011","B",4
"29763","Other",0,"TP0913","C",4
"29764","Other",0,"TP1011","C",4
"29765","Other",0,"TP0913","A",8
"29766","Other",0,"TP1011","A",8
"29767","Other",0,"TP0913","B",8
"29768","Other",0,"TP1011","B",8
"29769","Other",0,"TP0913","C",8
"29770","Other",0,"TP1011","C",8
"29771","Other",0,"TP0913","P",0
"29772","Other",0,"TP1011","P",0
"29773","Other",0,"TP0913","A",1
"29774","Other",0,"TP1011","A",1
"29775","Other",0,"TP0913","B",1
"29776","Other",0,"TP1011","B",1
"29777","Other",0,"TP0913","C",1
"29778","Other",0,"TP1011","C",1
"29779","Other",0,"TP0913","A",2
"29780","Other",0,"TP1011","A",2
"29781","Other",0,"TP0913","B",2
"29782","Other",0,"TP1011","B",2
"29783","Other",0,"TP0913","C",2
"29784","Other",0,"TP1011","C",2
"29785","Other",0,"TP0913","A",4
"29786","Other",0,"TP1011","A",4
"29787","Other",0,"TP0913","B",4
"29788","Other",0,"TP1011","B",4
"29789","Other",0,"TP0913","C",4
"29790","Other",0,"TP1011","C",4
"29791","Other",0,"TP0913","A",8
"29792","Other",0,"TP1011","A",8
"29793","Other",0,"TP0913","B",8
"29794","Other",0,"TP1011","B",8
"29795","Other",0,"TP0913","C",8
"29796","Other",0,"TP1011","C",8
"29797","Other",0,"TP0913","P",0
"29798","Other",0,"TP1011","P",0
"29799","Other",0,"TP0913","A",1
"29800","Other",0,"TP1011","A",1
"29801","Other",0,"TP0913","B",1
"29802","Other",0,"TP1011","B",1
"29803","Other",0,"TP0913","C",1
"29804","Other",0,"TP1011","C",1
"29805","Other",0,"TP0913","A",2
"29806","Other",0,"TP1011","A",2
"29807","Other",0,"TP0913","B",2
"29808","Other",0,"TP1011","B",2
"29809","Other",0,"TP0913","C",2
"29810","Other",0,"TP1011","C",2
"29811","Other",0,"TP0913","A",4
"29812","Other",0,"TP1011","A",4
"29813","Other",0,"TP0913","B",4
"29814","Other",0,"TP1011","B",4
"29815","Other",0,"TP0913","C",4
"29816","Other",0,"TP1011","C",4
"29817","Other",0,"TP0913","A",8
"29818","Other",0,"TP1011","A",8
"29819","Other",0,"TP0913","B",8
"29820","Other",0,"TP1011","B",8
"29821","Other",0,"TP0913","C",8
"29822","Other",0,"TP1011","C",8
"29823","Other",0,"TP0913","P",0
"29824","Other",0,"TP1011","P",0
"29825","Other",0,"TP0913","A",1
"29826","Other",0,"TP1011","A",1
"29827","Other",0,"TP0913","B",1
"29828","Other",0,"TP1011","B",1
"29829","Other",0,"TP0913","C",1
"29830","Other",0,"TP1011","C",1
"29831","Other",0,"TP0913","A",2
"29832","Other",0,"TP1011","A",2
"29833","Other",0,"TP0913","B",2
"29834","Other",0,"TP1011","B",2
"29835","Other",0,"TP0913","C",2
"29836","Other",0,"TP1011","C",2
"29837","Other",0,"TP0913","A",4
"29838","Other",0,"TP1011","A",4
"29839","Other",0,"TP0913","B",4
"29840","Other",0,"TP1011","B",4
"29841","Other",0,"TP0913","C",4
"29842","Other",0,"TP1011","C",4
"29843","Other",0,"TP0913","A",8
"29844","Other",0,"TP1011","A",8
"29845","Other",0,"TP0913","B",8
"29846","Other",0,"TP1011","B",8
"29847","Other",0,"TP0913","C",8
"29848","Other",0,"TP1011","C",8
"29849","Other",0,"TP0913","P",0
"29850","Other",0,"TP1011","P",0
"29851","Other",0,"TP0913","A",1
