"","Fungi","Relative_Abundance","Habitat","TP","Treatment","Cultivar"
"25","Arbuscular_mycorrhiza",0.0148797287148864,"Soil",6,"CON","BTx642"
"26","Arbuscular_mycorrhiza",0.000838574423480084,"Leaf",7,"CON","BTx642"
"27","Arbuscular_mycorrhiza",0.0130626252671088,"Rhizosphere",7,"CON","BTx642"
"28","Arbuscular_mycorrhiza",0.00705357121115249,"Root",7,"CON","BTx642"
"29","Arbuscular_mycorrhiza",0.01500975575169,"Soil",7,"CON","BTx642"
"30","Arbuscular_mycorrhiza",0.000470726684318917,"Leaf",8,"CON","BTx642"
"31","Arbuscular_mycorrhiza",0.0147093294399165,"Rhizosphere",8,"CON","BTx642"
"32","Arbuscular_mycorrhiza",0.00858097979769497,"Root",8,"CON","BTx642"
"33","Arbuscular_mycorrhiza",0.0190643989756374,"Soil",8,"CON","BTx642"
"34","Arbuscular_mycorrhiza",9.92900759569081e-05,"Leaf",9,"CON","BTx642"
"35","Arbuscular_mycorrhiza",0.0218319608255144,"Rhizosphere",9,"CON","BTx642"
"36","Arbuscular_mycorrhiza",0.012378730696726,"Root",9,"CON","BTx642"
"37","Arbuscular_mycorrhiza",0.0226972867278566,"Soil",9,"CON","BTx642"
"38","Arbuscular_mycorrhiza",0.000155961054296727,"Leaf",10,"CON","BTx642"
"39","Arbuscular_mycorrhiza",0.02303611529582,"Rhizosphere",10,"CON","BTx642"
"40","Arbuscular_mycorrhiza",0.00923680678612422,"Root",10,"CON","BTx642"
"41","Arbuscular_mycorrhiza",0.031396655054894,"Soil",10,"CON","BTx642"
"42","Arbuscular_mycorrhiza",0.000205984594113304,"Leaf",11,"CON","BTx642"
"43","Arbuscular_mycorrhiza",0.0152669455050045,"Rhizosphere",11,"CON","BTx642"
"44","Arbuscular_mycorrhiza",0.0145045087136046,"Root",11,"CON","BTx642"
"45","Arbuscular_mycorrhiza",0.0234097511669049,"Soil",11,"CON","BTx642"
"46","Arbuscular_mycorrhiza",4.44755773485885e-05,"Leaf",12,"CON","BTx642"
"47","Arbuscular_mycorrhiza",0.00771293414499132,"Rhizosphere",12,"CON","BTx642"
"48","Arbuscular_mycorrhiza",0.0167105130482596,"Root",12,"CON","BTx642"
"49","Arbuscular_mycorrhiza",0.0270753306064115,"Soil",12,"CON","BTx642"
"50","Arbuscular_mycorrhiza",5.3792773795336e-05,"Leaf",13,"CON","BTx642"
"51","Arbuscular_mycorrhiza",0.00885478724574405,"Rhizosphere",13,"CON","BTx642"
"52","Arbuscular_mycorrhiza",0.0184427810021099,"Root",13,"CON","BTx642"
"53","Arbuscular_mycorrhiza",0.0318288435381085,"Soil",13,"CON","BTx642"
"54","Arbuscular_mycorrhiza",1.78697474111203e-05,"Leaf",14,"CON","BTx642"
"55","Arbuscular_mycorrhiza",0.00901360911770734,"Rhizosphere",14,"CON","BTx642"
"56","Arbuscular_mycorrhiza",0.0168953756344777,"Root",14,"CON","BTx642"
"57","Arbuscular_mycorrhiza",0.027873214633353,"Soil",14,"CON","BTx642"
"58","Arbuscular_mycorrhiza",6.35681166739217e-05,"Leaf",15,"CON","BTx642"
"59","Arbuscular_mycorrhiza",0.0119648366853532,"Rhizosphere",15,"CON","BTx642"
"60","Arbuscular_mycorrhiza",0.0239686201579333,"Root",15,"CON","BTx642"
"61","Arbuscular_mycorrhiza",0.0263519112855114,"Soil",15,"CON","BTx642"
"62","Arbuscular_mycorrhiza",3.22417227320737e-05,"Leaf",16,"CON","BTx642"
"63","Arbuscular_mycorrhiza",0.0100546360041948,"Rhizosphere",16,"CON","BTx642"
"64","Arbuscular_mycorrhiza",0.00777977324610964,"Root",16,"CON","BTx642"
"65","Arbuscular_mycorrhiza",0.0279047147423026,"Soil",16,"CON","BTx642"
"66","Arbuscular_mycorrhiza",0,"Leaf",17,"CON","BTx642"
"67","Arbuscular_mycorrhiza",0.00699711945272192,"Rhizosphere",17,"CON","BTx642"
"68","Arbuscular_mycorrhiza",0.0194364728343583,"Root",17,"CON","BTx642"
"69","Arbuscular_mycorrhiza",0.0287526734146961,"Soil",17,"CON","BTx642"
"70","Arbuscular_mycorrhiza",0.000143612024261123,"Soil",0,"POST","BTx642"
"71","Arbuscular_mycorrhiza",0.000833860974388298,"Leaf",8,"POST","BTx642"
"72","Arbuscular_mycorrhiza",0.014314311329013,"Rhizosphere",8,"POST","BTx642"
"73","Arbuscular_mycorrhiza",0.0102118254550018,"Root",8,"POST","BTx642"
"74","Arbuscular_mycorrhiza",0.0333998859569235,"Soil",8,"POST","BTx642"
"75","Arbuscular_mycorrhiza",4.1750167000668e-06,"Leaf",9,"POST","BTx642"
"76","Arbuscular_mycorrhiza",0.0171317938207604,"Rhizosphere",9,"POST","BTx642"
"77","Arbuscular_mycorrhiza",0.00825603065861848,"Root",9,"POST","BTx642"
"78","Arbuscular_mycorrhiza",0.0379666643897664,"Soil",9,"POST","BTx642"
"79","Arbuscular_mycorrhiza",9.80363322647373e-06,"Leaf",10,"POST","BTx642"
"80","Arbuscular_mycorrhiza",0.0154646868724876,"Rhizosphere",10,"POST","BTx642"
"81","Arbuscular_mycorrhiza",0.00598137087033327,"Root",10,"POST","BTx642"
"82","Arbuscular_mycorrhiza",0.0426809798381249,"Soil",10,"POST","BTx642"
"83","Arbuscular_mycorrhiza",0.000228834168978357,"Leaf",11,"POST","BTx642"
"84","Arbuscular_mycorrhiza",0.0107618510971149,"Rhizosphere",11,"POST","BTx642"
"85","Arbuscular_mycorrhiza",0.00621967693591327,"Root",11,"POST","BTx642"
"86","Arbuscular_mycorrhiza",0.0194834221709349,"Soil",11,"POST","BTx642"
"87","Arbuscular_mycorrhiza",3.65430294171387e-05,"Leaf",12,"POST","BTx642"
"88","Arbuscular_mycorrhiza",0.00897712007720361,"Rhizosphere",12,"POST","BTx642"
"89","Arbuscular_mycorrhiza",0.00630314226943468,"Root",12,"POST","BTx642"
"90","Arbuscular_mycorrhiza",0.0236130997287064,"Soil",12,"POST","BTx642"
"91","Arbuscular_mycorrhiza",0.000584923660180988,"Leaf",13,"POST","BTx642"
"92","Arbuscular_mycorrhiza",0.00908461053887386,"Rhizosphere",13,"POST","BTx642"
"93","Arbuscular_mycorrhiza",0.00474470260807401,"Root",13,"POST","BTx642"
"94","Arbuscular_mycorrhiza",0.0244098413417841,"Soil",13,"POST","BTx642"
"95","Arbuscular_mycorrhiza",7.10578840975273e-05,"Leaf",14,"POST","BTx642"
"96","Arbuscular_mycorrhiza",0.00865688614741573,"Rhizosphere",14,"POST","BTx642"
"97","Arbuscular_mycorrhiza",0.00585918011898657,"Root",14,"POST","BTx642"
"98","Arbuscular_mycorrhiza",0.0322542787164754,"Soil",14,"POST","BTx642"
"99","Arbuscular_mycorrhiza",6.14601960191707e-05,"Leaf",15,"POST","BTx642"
"100","Arbuscular_mycorrhiza",0.0136135239991465,"Rhizosphere",15,"POST","BTx642"
"101","Arbuscular_mycorrhiza",0.00644218982047328,"Root",15,"POST","BTx642"
"102","Arbuscular_mycorrhiza",0.0340132152622921,"Soil",15,"POST","BTx642"
"103","Arbuscular_mycorrhiza",6.33249827249956e-05,"Leaf",16,"POST","BTx642"
"104","Arbuscular_mycorrhiza",0.0112147361159158,"Rhizosphere",16,"POST","BTx642"
"105","Arbuscular_mycorrhiza",0.003823788246335,"Root",16,"POST","BTx642"
"106","Arbuscular_mycorrhiza",0.0325260012383696,"Soil",16,"POST","BTx642"
"107","Arbuscular_mycorrhiza",2.73705146569106e-05,"Leaf",17,"POST","BTx642"
"108","Arbuscular_mycorrhiza",0.00539380990075525,"Rhizosphere",17,"POST","BTx642"
"109","Arbuscular_mycorrhiza",0.00332572084373509,"Root",17,"POST","BTx642"
"110","Arbuscular_mycorrhiza",0.0192116548212811,"Soil",17,"POST","BTx642"
"111","Arbuscular_mycorrhiza",9.50697164567174e-05,"Soil",0,"PRE","BTx642"
"112","Arbuscular_mycorrhiza",0.00379869786894248,"Leaf",3,"PRE","BTx642"
"113","Arbuscular_mycorrhiza",0.0186479857582077,"Rhizosphere",3,"PRE","BTx642"
"114","Arbuscular_mycorrhiza",0.0277712444367421,"Root",3,"PRE","BTx642"
"115","Arbuscular_mycorrhiza",0.0378961761648465,"Soil",3,"PRE","BTx642"
"116","Arbuscular_mycorrhiza",0.00239071301803533,"Leaf",4,"PRE","BTx642"
"117","Arbuscular_mycorrhiza",0.00354301493952547,"Rhizosphere",4,"PRE","BTx642"
"118","Arbuscular_mycorrhiza",0.00682608371348182,"Root",4,"PRE","BTx642"
"119","Arbuscular_mycorrhiza",0.0383094496393229,"Soil",4,"PRE","BTx642"
"120","Arbuscular_mycorrhiza",0.00483516865945807,"Leaf",5,"PRE","BTx642"
"121","Arbuscular_mycorrhiza",0.00211032033841615,"Rhizosphere",5,"PRE","BTx642"
"122","Arbuscular_mycorrhiza",0.0021969656573416,"Root",5,"PRE","BTx642"
"123","Arbuscular_mycorrhiza",0.0253553397048912,"Soil",5,"PRE","BTx642"
"124","Arbuscular_mycorrhiza",0.00791306662157259,"Leaf",6,"PRE","BTx642"
"125","Arbuscular_mycorrhiza",0.00197833998452989,"Rhizosphere",6,"PRE","BTx642"
"126","Arbuscular_mycorrhiza",0.00195895929608022,"Root",6,"PRE","BTx642"
"127","Arbuscular_mycorrhiza",0.0186154507726627,"Soil",6,"PRE","BTx642"
"128","Arbuscular_mycorrhiza",0.0040272614622057,"Leaf",7,"PRE","BTx642"
"129","Arbuscular_mycorrhiza",0.000672648877336917,"Rhizosphere",7,"PRE","BTx642"
"130","Arbuscular_mycorrhiza",0.00264270600394925,"Root",7,"PRE","BTx642"
"131","Arbuscular_mycorrhiza",0.0220638015279691,"Soil",7,"PRE","BTx642"
"132","Arbuscular_mycorrhiza",0.0018245344497577,"Leaf",8,"PRE","BTx642"
"133","Arbuscular_mycorrhiza",0.00183380693780184,"Rhizosphere",8,"PRE","BTx642"
"134","Arbuscular_mycorrhiza",0.0040161322956244,"Root",8,"PRE","BTx642"
"135","Arbuscular_mycorrhiza",0.0226207938199171,"Soil",8,"PRE","BTx642"
"136","Arbuscular_mycorrhiza",0,"Leaf",9,"PRE","BTx642"
"137","Arbuscular_mycorrhiza",0.00524750997553434,"Rhizosphere",9,"PRE","BTx642"
"138","Arbuscular_mycorrhiza",0.00265727283767445,"Root",9,"PRE","BTx642"
"139","Arbuscular_mycorrhiza",0.0169702029153839,"Soil",9,"PRE","BTx642"
"140","Arbuscular_mycorrhiza",0,"Leaf",10,"PRE","BTx642"
"141","Arbuscular_mycorrhiza",0.00533531088636992,"Rhizosphere",10,"PRE","BTx642"
"142","Arbuscular_mycorrhiza",0.00121319256637115,"Root",10,"PRE","BTx642"
"143","Arbuscular_mycorrhiza",0.00795217791366206,"Soil",10,"PRE","BTx642"
"144","Arbuscular_mycorrhiza",0.00235617784711291,"Leaf",11,"PRE","BTx642"
"145","Arbuscular_mycorrhiza",0.0044256972938905,"Rhizosphere",11,"PRE","BTx642"
"146","Arbuscular_mycorrhiza",0.00210373823917094,"Root",11,"PRE","BTx642"
"147","Arbuscular_mycorrhiza",0.0167819502616182,"Soil",11,"PRE","BTx642"
"148","Arbuscular_mycorrhiza",0.000248715206380129,"Leaf",12,"PRE","BTx642"
"149","Arbuscular_mycorrhiza",0.00691256308571561,"Rhizosphere",12,"PRE","BTx642"
"150","Arbuscular_mycorrhiza",0.00597517786851214,"Root",12,"PRE","BTx642"
"151","Arbuscular_mycorrhiza",0.0149471185619561,"Soil",12,"PRE","BTx642"
"152","Arbuscular_mycorrhiza",0.000217201751159359,"Leaf",13,"PRE","BTx642"
"153","Arbuscular_mycorrhiza",0.0124084654717318,"Rhizosphere",13,"PRE","BTx642"
"154","Arbuscular_mycorrhiza",0.00831796388655473,"Root",13,"PRE","BTx642"
"155","Arbuscular_mycorrhiza",0.0167942354903608,"Soil",13,"PRE","BTx642"
"156","Arbuscular_mycorrhiza",0.000138037576558285,"Leaf",14,"PRE","BTx642"
"157","Arbuscular_mycorrhiza",0.00915534650058304,"Rhizosphere",14,"PRE","BTx642"
"158","Arbuscular_mycorrhiza",0.0109009952184207,"Root",14,"PRE","BTx642"
"159","Arbuscular_mycorrhiza",0.030330913369783,"Soil",14,"PRE","BTx642"
"160","Arbuscular_mycorrhiza",0.000213561379427397,"Leaf",15,"PRE","BTx642"
"161","Arbuscular_mycorrhiza",0.0168674681830495,"Rhizosphere",15,"PRE","BTx642"
"162","Arbuscular_mycorrhiza",0.0131702188311597,"Root",15,"PRE","BTx642"
"163","Arbuscular_mycorrhiza",0.0295436827612831,"Soil",15,"PRE","BTx642"
"164","Arbuscular_mycorrhiza",7.87203224384407e-06,"Leaf",16,"PRE","BTx642"
"165","Arbuscular_mycorrhiza",0.00996356358858596,"Rhizosphere",16,"PRE","BTx642"
"166","Arbuscular_mycorrhiza",0.00943323164256944,"Root",16,"PRE","BTx642"
"167","Arbuscular_mycorrhiza",0.0190249970382414,"Soil",16,"PRE","BTx642"
"168","Arbuscular_mycorrhiza",1.41836728904623e-06,"Leaf",17,"PRE","BTx642"
"169","Arbuscular_mycorrhiza",0.00703603552303164,"Rhizosphere",17,"PRE","BTx642"
"170","Arbuscular_mycorrhiza",0.0118214299681453,"Root",17,"PRE","BTx642"
"171","Arbuscular_mycorrhiza",0.0186400378794091,"Soil",17,"PRE","BTx642"
"172","Arbuscular_mycorrhiza",0.000182746877319356,"Soil",0,"CON","RTx430"
"173","Arbuscular_mycorrhiza",0.00258555969762866,"Leaf",1,"CON","RTx430"
"174","Arbuscular_mycorrhiza",0.00110475283698932,"Rhizosphere",1,"CON","RTx430"
"175","Arbuscular_mycorrhiza",0.00572663661809354,"Root",1,"CON","RTx430"
"176","Arbuscular_mycorrhiza",0.000760764944792914,"Soil",1,"CON","RTx430"
"177","Arbuscular_mycorrhiza",0.000605510142294883,"Leaf",2,"CON","RTx430"
"178","Arbuscular_mycorrhiza",0.0215032263884001,"Rhizosphere",2,"CON","RTx430"
"179","Arbuscular_mycorrhiza",0.0857178313734454,"Root",2,"CON","RTx430"
"180","Arbuscular_mycorrhiza",0.00509403290567093,"Soil",2,"CON","RTx430"
"181","Arbuscular_mycorrhiza",0.00973095656264432,"Leaf",3,"CON","RTx430"
"182","Arbuscular_mycorrhiza",0.0194595968316981,"Rhizosphere",3,"CON","RTx430"
"183","Arbuscular_mycorrhiza",0.0169716991823242,"Root",3,"CON","RTx430"
"184","Arbuscular_mycorrhiza",0.0198741201473627,"Soil",3,"CON","RTx430"
"185","Arbuscular_mycorrhiza",0.00160064025610244,"Leaf",4,"CON","RTx430"
"186","Arbuscular_mycorrhiza",0.0203546026076741,"Rhizosphere",4,"CON","RTx430"
"187","Arbuscular_mycorrhiza",0.0133390753172798,"Root",4,"CON","RTx430"
"188","Arbuscular_mycorrhiza",0.0582316471931894,"Soil",4,"CON","RTx430"
"189","Arbuscular_mycorrhiza",0.000999200639488409,"Leaf",5,"CON","RTx430"
"190","Arbuscular_mycorrhiza",0.0265700446969263,"Rhizosphere",5,"CON","RTx430"
"191","Arbuscular_mycorrhiza",0.0114568924722402,"Root",5,"CON","RTx430"
"192","Arbuscular_mycorrhiza",0.0324621290155313,"Soil",5,"CON","RTx430"
"193","Arbuscular_mycorrhiza",0.0036986911527635,"Leaf",6,"CON","RTx430"
"194","Arbuscular_mycorrhiza",0.0124759265796424,"Rhizosphere",6,"CON","RTx430"
"195","Arbuscular_mycorrhiza",0.00857441006281347,"Root",6,"CON","RTx430"
"196","Arbuscular_mycorrhiza",0.0218586709926874,"Soil",6,"CON","RTx430"
"197","Arbuscular_mycorrhiza",0.000165741277865252,"Leaf",7,"CON","RTx430"
"198","Arbuscular_mycorrhiza",0.0154287247525654,"Rhizosphere",7,"CON","RTx430"
"199","Arbuscular_mycorrhiza",0.00683656592058211,"Root",7,"CON","RTx430"
"200","Arbuscular_mycorrhiza",0.0382750546409085,"Soil",7,"CON","RTx430"
"201","Arbuscular_mycorrhiza",0,"Leaf",8,"CON","RTx430"
"202","Arbuscular_mycorrhiza",0.0166111507987922,"Rhizosphere",8,"CON","RTx430"
"203","Arbuscular_mycorrhiza",0.00646122042845644,"Root",8,"CON","RTx430"
"204","Arbuscular_mycorrhiza",0.0352661395508288,"Soil",8,"CON","RTx430"
"205","Arbuscular_mycorrhiza",0,"Leaf",9,"CON","RTx430"
"206","Arbuscular_mycorrhiza",0.0186481057334855,"Rhizosphere",9,"CON","RTx430"
"207","Arbuscular_mycorrhiza",0.00843731646795125,"Root",9,"CON","RTx430"
"208","Arbuscular_mycorrhiza",0.0384962270668893,"Soil",9,"CON","RTx430"
"209","Arbuscular_mycorrhiza",0.000268603622796723,"Leaf",10,"CON","RTx430"
"210","Arbuscular_mycorrhiza",0.0322783624333072,"Rhizosphere",10,"CON","RTx430"
"211","Arbuscular_mycorrhiza",0.00822749751534719,"Root",10,"CON","RTx430"
"212","Arbuscular_mycorrhiza",0.0351068891029769,"Soil",10,"CON","RTx430"
"213","Arbuscular_mycorrhiza",0.000227267939357397,"Leaf",11,"CON","RTx430"
"214","Arbuscular_mycorrhiza",0.0165383426359009,"Rhizosphere",11,"CON","RTx430"
"215","Arbuscular_mycorrhiza",0.0143857786202381,"Root",11,"CON","RTx430"
"216","Arbuscular_mycorrhiza",0.0212352613009002,"Soil",11,"CON","RTx430"
"217","Arbuscular_mycorrhiza",3.82184999955707e-05,"Leaf",12,"CON","RTx430"
"218","Arbuscular_mycorrhiza",0.00829809456496949,"Rhizosphere",12,"CON","RTx430"
"219","Arbuscular_mycorrhiza",0.0140727553233144,"Root",12,"CON","RTx430"
"220","Arbuscular_mycorrhiza",0.0302245038906715,"Soil",12,"CON","RTx430"
"221","Arbuscular_mycorrhiza",3.5751781209884e-05,"Leaf",13,"CON","RTx430"
"222","Arbuscular_mycorrhiza",0.00856477030384124,"Rhizosphere",13,"CON","RTx430"
"223","Arbuscular_mycorrhiza",0.0163950606803069,"Root",13,"CON","RTx430"
"224","Arbuscular_mycorrhiza",0.0192848398080934,"Soil",13,"CON","RTx430"
"225","Arbuscular_mycorrhiza",0.000101333733481749,"Leaf",14,"CON","RTx430"
"226","Arbuscular_mycorrhiza",0.00570544456051752,"Rhizosphere",14,"CON","RTx430"
"227","Arbuscular_mycorrhiza",0.0167653023731642,"Root",14,"CON","RTx430"
"228","Arbuscular_mycorrhiza",0.0302631145208907,"Soil",14,"CON","RTx430"
"229","Arbuscular_mycorrhiza",0.000815990550802388,"Leaf",15,"CON","RTx430"
"230","Arbuscular_mycorrhiza",0.0132738264682351,"Rhizosphere",15,"CON","RTx430"
"231","Arbuscular_mycorrhiza",0.0238073176220044,"Root",15,"CON","RTx430"
"232","Arbuscular_mycorrhiza",0.0367129149418446,"Soil",15,"CON","RTx430"
"233","Arbuscular_mycorrhiza",8.75816540618826e-05,"Leaf",16,"CON","RTx430"
"234","Arbuscular_mycorrhiza",0.0129358346567828,"Rhizosphere",16,"CON","RTx430"
"235","Arbuscular_mycorrhiza",0.0146999884263465,"Root",16,"CON","RTx430"
"236","Arbuscular_mycorrhiza",0.0355534449004491,"Soil",16,"CON","RTx430"
"237","Arbuscular_mycorrhiza",2.12242862647833e-05,"Leaf",17,"CON","RTx430"
"238","Arbuscular_mycorrhiza",0.00492469072649645,"Rhizosphere",17,"CON","RTx430"
"239","Arbuscular_mycorrhiza",0.0205743811004266,"Root",17,"CON","RTx430"
"240","Arbuscular_mycorrhiza",0.0243717403907668,"Soil",17,"CON","RTx430"
"241","Arbuscular_mycorrhiza",4.52799794395982e-05,"Soil",0,"POST","RTx430"
"242","Arbuscular_mycorrhiza",0,"Leaf",8,"POST","RTx430"
"243","Arbuscular_mycorrhiza",0.0236563276018299,"Rhizosphere",8,"POST","RTx430"
"244","Arbuscular_mycorrhiza",0.00730551263484328,"Root",8,"POST","RTx430"
"245","Arbuscular_mycorrhiza",0.047934811353114,"Soil",8,"POST","RTx430"
"246","Arbuscular_mycorrhiza",0,"Leaf",9,"POST","RTx430"
"247","Arbuscular_mycorrhiza",0.021873599856057,"Rhizosphere",9,"POST","RTx430"
"248","Arbuscular_mycorrhiza",0.00989274248205718,"Root",9,"POST","RTx430"
"249","Arbuscular_mycorrhiza",0.0406999725141164,"Soil",9,"POST","RTx430"
"250","Arbuscular_mycorrhiza",0.000255751631806607,"Leaf",10,"POST","RTx430"
"251","Arbuscular_mycorrhiza",0.0221199394668062,"Rhizosphere",10,"POST","RTx430"
"252","Arbuscular_mycorrhiza",0.00469430549910127,"Root",10,"POST","RTx430"
"253","Arbuscular_mycorrhiza",0.0231770105524661,"Soil",10,"POST","RTx430"
"254","Arbuscular_mycorrhiza",0.002337030387654,"Leaf",11,"POST","RTx430"
"255","Arbuscular_mycorrhiza",0.00968455951595539,"Rhizosphere",11,"POST","RTx430"
"256","Arbuscular_mycorrhiza",0.00416335702352244,"Root",11,"POST","RTx430"
"257","Arbuscular_mycorrhiza",0.0204376134971997,"Soil",11,"POST","RTx430"
"258","Arbuscular_mycorrhiza",0.000146046319733942,"Leaf",12,"POST","RTx430"
"259","Arbuscular_mycorrhiza",0.00717865108240439,"Rhizosphere",12,"POST","RTx430"
"260","Arbuscular_mycorrhiza",0.00264136756541611,"Root",12,"POST","RTx430"
"261","Arbuscular_mycorrhiza",0.0221145663801241,"Soil",12,"POST","RTx430"
"262","Arbuscular_mycorrhiza",0.000102381056880045,"Leaf",13,"POST","RTx430"
"263","Arbuscular_mycorrhiza",0.0107363174916625,"Rhizosphere",13,"POST","RTx430"
"264","Arbuscular_mycorrhiza",0.00221417482461869,"Root",13,"POST","RTx430"
"265","Arbuscular_mycorrhiza",0.0202605455294095,"Soil",13,"POST","RTx430"
"266","Arbuscular_mycorrhiza",6.01154457202591e-05,"Leaf",14,"POST","RTx430"
"267","Arbuscular_mycorrhiza",0.00793302000326307,"Rhizosphere",14,"POST","RTx430"
"268","Arbuscular_mycorrhiza",0.00222193283638246,"Root",14,"POST","RTx430"
"269","Arbuscular_mycorrhiza",0.0157470571103444,"Soil",14,"POST","RTx430"
"270","Arbuscular_mycorrhiza",4.51735636130019e-05,"Leaf",15,"POST","RTx430"
"271","Arbuscular_mycorrhiza",0.0099718401731925,"Rhizosphere",15,"POST","RTx430"
"272","Arbuscular_mycorrhiza",0.00204228240371327,"Root",15,"POST","RTx430"
"273","Arbuscular_mycorrhiza",0.0321622075005801,"Soil",15,"POST","RTx430"
"274","Arbuscular_mycorrhiza",1.65053270943197e-05,"Leaf",16,"POST","RTx430"
"275","Arbuscular_mycorrhiza",0.0136062312949489,"Rhizosphere",16,"POST","RTx430"
"276","Arbuscular_mycorrhiza",0.00174092447579218,"Root",16,"POST","RTx430"
"277","Arbuscular_mycorrhiza",0.0313614164677631,"Soil",16,"POST","RTx430"
"278","Arbuscular_mycorrhiza",3.97189487188653e-06,"Leaf",17,"POST","RTx430"
"279","Arbuscular_mycorrhiza",0.00594366279668374,"Rhizosphere",17,"POST","RTx430"
"280","Arbuscular_mycorrhiza",0.00136008489970508,"Root",17,"POST","RTx430"
"281","Arbuscular_mycorrhiza",0.0182824575952401,"Soil",17,"POST","RTx430"
"282","Arbuscular_mycorrhiza",0.000594317638129148,"Soil",0,"PRE","RTx430"
"283","Arbuscular_mycorrhiza",0.00582920273252782,"Leaf",3,"PRE","RTx430"
"284","Arbuscular_mycorrhiza",0.0115799971640302,"Rhizosphere",3,"PRE","RTx430"
"285","Arbuscular_mycorrhiza",0.0221799890211939,"Root",3,"PRE","RTx430"
"286","Arbuscular_mycorrhiza",0.0226243833321216,"Soil",3,"PRE","RTx430"
"287","Arbuscular_mycorrhiza",0.00450635135146626,"Leaf",4,"PRE","RTx430"
"288","Arbuscular_mycorrhiza",0.00241935354160754,"Rhizosphere",4,"PRE","RTx430"
"289","Arbuscular_mycorrhiza",0.00223785927739595,"Root",4,"PRE","RTx430"
"290","Arbuscular_mycorrhiza",0.0480745534242059,"Soil",4,"PRE","RTx430"
"291","Arbuscular_mycorrhiza",0.00480420904315291,"Leaf",5,"PRE","RTx430"
"292","Arbuscular_mycorrhiza",0.025903907982134,"Rhizosphere",5,"PRE","RTx430"
"293","Arbuscular_mycorrhiza",0.0023292566682249,"Root",5,"PRE","RTx430"
"294","Arbuscular_mycorrhiza",0.0562448712079168,"Soil",5,"PRE","RTx430"
"295","Arbuscular_mycorrhiza",0.00885508712153236,"Leaf",6,"PRE","RTx430"
"296","Arbuscular_mycorrhiza",0.00457273233010062,"Rhizosphere",6,"PRE","RTx430"
"297","Arbuscular_mycorrhiza",0.00262318593384514,"Root",6,"PRE","RTx430"
"298","Arbuscular_mycorrhiza",0.0143095855514587,"Soil",6,"PRE","RTx430"
"299","Arbuscular_mycorrhiza",0.0036923024988865,"Leaf",7,"PRE","RTx430"
"300","Arbuscular_mycorrhiza",0.00296942525793711,"Rhizosphere",7,"PRE","RTx430"
"301","Arbuscular_mycorrhiza",0.00281841868825719,"Root",7,"PRE","RTx430"
"302","Arbuscular_mycorrhiza",0.0259978619165323,"Soil",7,"PRE","RTx430"
"303","Arbuscular_mycorrhiza",4.48209403433284e-05,"Leaf",8,"PRE","RTx430"
"304","Arbuscular_mycorrhiza",0.00309614092479143,"Rhizosphere",8,"PRE","RTx430"
"305","Arbuscular_mycorrhiza",0.0020888400393547,"Root",8,"PRE","RTx430"
"306","Arbuscular_mycorrhiza",0.0457397339496333,"Soil",8,"PRE","RTx430"
"307","Arbuscular_mycorrhiza",0.000108318890814558,"Leaf",9,"PRE","RTx430"
