"","TP","J","Treatment1","Habitat"
"517",10,0.747608007444307,"Post_flowering_drought","Rhizosphere"
"518",10,0.792149130013405,"Post_flowering_drought","Rhizosphere"
"519",10,0.747671828184842,"Post_flowering_drought","Rhizosphere"
"520",10,0.728148619171991,"Post_flowering_drought","Rhizosphere"
"521",10,0.762354888551493,"Pre_flowering_drought","Rhizosphere"
"522",10,0.658868029009704,"Pre_flowering_drought","Rhizosphere"
"523",11,0.672578371192923,"Control","Leaf"
"524",11,0.678931711420303,"Control","Leaf"
"525",11,0.733218350039978,"Post_flowering_drought","Leaf"
"526",11,0.593854990789774,"Post_flowering_drought","Leaf"
"527",11,0.638845406646233,"Pre_flowering_drought","Leaf"
"528",11,0.702806876195916,"Pre_flowering_drought","Leaf"
"529",11,0.67733983601705,"Control","Leaf"
"530",11,0.679982286709298,"Control","Leaf"
"531",11,0.654392732447376,"Pre_flowering_drought","Leaf"
"532",11,0.620261272299933,"Pre_flowering_drought","Leaf"
"533",11,0.643534058085857,"Post_flowering_drought","Leaf"
"534",11,0.641555142707557,"Post_flowering_drought","Leaf"
"535",11,0.550527947323017,"Pre_flowering_drought","Leaf"
"536",11,0.576650347317787,"Pre_flowering_drought","Leaf"
"537",11,0.678852028950938,"Control","Leaf"
"538",11,0.62526049285252,"Control","Leaf"
"539",11,0.659343135611586,"Post_flowering_drought","Leaf"
"540",11,0.56122437871511,"Post_flowering_drought","Leaf"
"550",11,0.740343017191535,"Control","Root"
"551",11,0.656155182480633,"Control","Root"
"552",11,0.72541774460905,"Post_flowering_drought","Root"
"553",11,0.707000477866685,"Control","Root"
"554",11,0.782880093376438,"Control","Root"
"555",11,0.642747985425961,"Pre_flowering_drought","Root"
"556",11,0.548615966875946,"Pre_flowering_drought","Root"
"557",11,0.64726755622951,"Post_flowering_drought","Root"
"558",11,0.745605331546352,"Post_flowering_drought","Root"
"559",11,0.547384987030654,"Pre_flowering_drought","Root"
"560",11,0.696126216806135,"Pre_flowering_drought","Root"
"561",11,0.645184786982877,"Control","Root"
"562",11,0.800209814489003,"Control","Root"
"563",11,0.652776434330811,"Post_flowering_drought","Root"
"564",11,0.681923120120063,"Post_flowering_drought","Root"
"565",11,0.687685051121318,"Post_flowering_drought","Root"
"566",11,0.647992960088558,"Pre_flowering_drought","Root"
"567",11,0.628454494481262,"Pre_flowering_drought","Root"
"568",11,0.872061426556335,"Control","Soil"
"569",11,0.858831043028469,"Control","Soil"
"570",11,0.617136400810977,"Control","Soil"
"571",11,0.709057029500485,"Pre_flowering_drought","Soil"
"572",11,0.894156757335468,"Pre_flowering_drought","Soil"
"573",11,0.896269058812715,"Post_flowering_drought","Soil"
"574",11,0.883250855302285,"Post_flowering_drought","Soil"
"575",11,0.830555690406871,"Pre_flowering_drought","Soil"
"576",11,0.855278651375337,"Pre_flowering_drought","Soil"
"577",11,0.923969550832667,"Control","Soil"
"578",11,0.873291431437628,"Control","Soil"
"579",11,0.857036841870838,"Control","Soil"
"580",11,0.906216410481858,"Post_flowering_drought","Soil"
"581",11,0.869199211694971,"Post_flowering_drought","Soil"
"582",11,0.850297585763822,"Post_flowering_drought","Soil"
"583",11,0.771115703960737,"Post_flowering_drought","Soil"
"584",11,0.851120952446465,"Pre_flowering_drought","Soil"
"585",11,0.847444613954546,"Pre_flowering_drought","Soil"
"586",11,0.770293949175044,"Control","Rhizosphere"
"587",11,0.691984833641046,"Control","Rhizosphere"
"588",11,0.734859171372672,"Control","Rhizosphere"
"589",11,0.753568380191315,"Pre_flowering_drought","Rhizosphere"
"590",11,0.635577008383234,"Pre_flowering_drought","Rhizosphere"
"591",11,0.785072873385021,"Post_flowering_drought","Rhizosphere"
"592",11,0.783516574922854,"Post_flowering_drought","Rhizosphere"
"593",11,0.630017940778331,"Pre_flowering_drought","Rhizosphere"
"594",11,0.746727541119444,"Pre_flowering_drought","Rhizosphere"
"595",11,0.791289002199339,"Control","Rhizosphere"
"596",11,0.716228303378167,"Control","Rhizosphere"
"597",11,0.801472853707018,"Control","Rhizosphere"
"598",11,0.733645304596504,"Post_flowering_drought","Rhizosphere"
"599",11,0.767678838145014,"Post_flowering_drought","Rhizosphere"
"600",11,0.754553819654213,"Post_flowering_drought","Rhizosphere"
"601",11,0.767272336554323,"Post_flowering_drought","Rhizosphere"
"602",11,0.755679833627714,"Pre_flowering_drought","Rhizosphere"
"603",11,0.673044390361758,"Pre_flowering_drought","Rhizosphere"
"604",12,0.664873302044321,"Control","Leaf"
"605",12,0.616785051482991,"Control","Leaf"
"606",12,0.575500041187274,"Post_flowering_drought","Leaf"
"607",12,0.504699315207413,"Post_flowering_drought","Leaf"
"608",12,0.703891499957936,"Pre_flowering_drought","Leaf"
"609",12,0.61602561197028,"Pre_flowering_drought","Leaf"
"610",12,0.631568337698193,"Control","Leaf"
"611",12,0.61718397075397,"Control","Leaf"
"612",12,0.555563820925353,"Pre_flowering_drought","Leaf"
"613",12,0.640198407173231,"Pre_flowering_drought","Leaf"
"614",12,0.637494997122903,"Post_flowering_drought","Leaf"
"615",12,0.509043169009143,"Post_flowering_drought","Leaf"
"616",12,0.62531022147643,"Pre_flowering_drought","Leaf"
"617",12,0.601199378605822,"Pre_flowering_drought","Leaf"
"618",12,0.611251499200636,"Control","Leaf"
"619",12,0.671861053038809,"Control","Leaf"
"620",12,0.660327314846529,"Post_flowering_drought","Leaf"
"621",12,0.54785753266564,"Post_flowering_drought","Leaf"
"622",12,0.819348540080865,"Control","Root"
"623",12,0.6813262024348,"Control","Root"
"624",12,0.744880614996449,"Control","Root"
"625",12,0.661688156665404,"Pre_flowering_drought","Root"
"626",12,0.699309290580038,"Pre_flowering_drought","Root"
"627",12,0.603932404972462,"Post_flowering_drought","Root"
"628",12,0.744624972800309,"Post_flowering_drought","Root"
"629",12,0.683013840954004,"Pre_flowering_drought","Root"
"630",12,0.685696057662181,"Pre_flowering_drought","Root"
"631",12,0.611788577281452,"Control","Root"
"632",12,0.757137239164672,"Control","Root"
"633",12,0.701893431948375,"Control","Root"
"634",12,0.672752029537793,"Post_flowering_drought","Root"
"635",12,0.707304004049683,"Post_flowering_drought","Root"
"636",12,0.676811556992236,"Post_flowering_drought","Root"
"637",12,0.741137677901399,"Post_flowering_drought","Root"
"638",12,0.65510680574232,"Pre_flowering_drought","Root"
"639",12,0.701138628790252,"Pre_flowering_drought","Root"
"640",12,0.769502328408256,"Control","Soil"
"641",12,0.889799073281483,"Control","Soil"
"642",12,0.898404554119573,"Control","Soil"
"643",12,0.837855425192531,"Pre_flowering_drought","Soil"
"644",12,0.874064128007594,"Pre_flowering_drought","Soil"
"645",12,0.823430379283208,"Post_flowering_drought","Soil"
"646",12,0.819293748213385,"Post_flowering_drought","Soil"
"647",12,0.911177311802358,"Pre_flowering_drought","Soil"
"648",12,0.804078122448967,"Pre_flowering_drought","Soil"
"649",12,0.930600095318347,"Control","Soil"
"650",12,0.876660937970283,"Control","Soil"
"651",12,0.856848017244065,"Control","Soil"
"652",12,0.862295409427643,"Post_flowering_drought","Soil"
"653",12,0.775256241108183,"Post_flowering_drought","Soil"
"654",12,0.812885390112544,"Post_flowering_drought","Soil"
"655",12,0.810666413249011,"Post_flowering_drought","Soil"
"656",12,0.903458137794571,"Pre_flowering_drought","Soil"
"657",12,0.912192798394966,"Pre_flowering_drought","Soil"
"658",12,0.681515121523481,"Control","Rhizosphere"
"659",12,0.66560390053219,"Control","Rhizosphere"
"660",12,0.673903311441566,"Control","Rhizosphere"
"661",12,0.722346353926155,"Pre_flowering_drought","Rhizosphere"
"662",12,0.750781581218732,"Pre_flowering_drought","Rhizosphere"
"663",12,0.814882095408357,"Post_flowering_drought","Rhizosphere"
"664",12,0.81850611767564,"Post_flowering_drought","Rhizosphere"
"665",12,0.661040178620571,"Pre_flowering_drought","Rhizosphere"
"666",12,0.738119437410415,"Pre_flowering_drought","Rhizosphere"
"667",12,0.779475718842043,"Control","Rhizosphere"
"668",12,0.648966459898891,"Control","Rhizosphere"
"669",12,0.808644034819486,"Control","Rhizosphere"
"670",12,0.78625509875714,"Post_flowering_drought","Rhizosphere"
"671",12,0.776387403108638,"Post_flowering_drought","Rhizosphere"
"672",12,0.76386642363097,"Post_flowering_drought","Rhizosphere"
"673",12,0.812420103447949,"Post_flowering_drought","Rhizosphere"
"674",12,0.717136343376564,"Pre_flowering_drought","Rhizosphere"
"675",12,0.733109909653539,"Pre_flowering_drought","Rhizosphere"
"676",13,0.588261261806041,"Control","Leaf"
"677",13,0.612976821510079,"Control","Leaf"
"678",13,0.445551074789958,"Post_flowering_drought","Leaf"
"679",13,0.548733505991112,"Post_flowering_drought","Leaf"
"680",13,0.569010157522815,"Pre_flowering_drought","Leaf"
"681",13,0.58436193409763,"Pre_flowering_drought","Leaf"
"682",13,0.626570053601023,"Control","Leaf"
"683",13,0.595579319864164,"Control","Leaf"
"684",13,0.614991692379242,"Pre_flowering_drought","Leaf"
"685",13,0.677640418154301,"Pre_flowering_drought","Leaf"
"686",13,0.518934060231091,"Post_flowering_drought","Leaf"
"687",13,0.486603750321624,"Post_flowering_drought","Leaf"
"688",13,0.640599144196669,"Pre_flowering_drought","Leaf"
"689",13,0.602918651923236,"Pre_flowering_drought","Leaf"
"690",13,0.672969994891353,"Control","Leaf"
"691",13,0.575242092815809,"Control","Leaf"
"692",13,0.607410222793735,"Post_flowering_drought","Leaf"
"693",13,0.647292097760355,"Post_flowering_drought","Leaf"
"694",13,0.678038047686489,"Control","Root"
"695",13,0.624865610009472,"Control","Root"
"696",13,0.76216124645198,"Control","Root"
"697",13,0.661211003875176,"Pre_flowering_drought","Root"
"698",13,0.651309110462518,"Pre_flowering_drought","Root"
"699",13,0.498990967804435,"Post_flowering_drought","Root"
"700",13,0.631071578735775,"Post_flowering_drought","Root"
"701",13,0.656755793877688,"Pre_flowering_drought","Root"
"702",13,0.675667107758464,"Pre_flowering_drought","Root"
"703",13,0.605269210808271,"Control","Root"
"704",13,0.767977431726342,"Control","Root"
"705",13,0.661641682302422,"Control","Root"
"706",13,0.559302832899841,"Post_flowering_drought","Root"
"707",13,0.584183738913399,"Post_flowering_drought","Root"
"708",13,0.638265068973986,"Post_flowering_drought","Root"
"709",13,0.538510866615075,"Post_flowering_drought","Root"
"710",13,0.718149008262675,"Pre_flowering_drought","Root"
"711",13,0.670087338034703,"Pre_flowering_drought","Root"
"712",13,0.736263915429774,"Control","Soil"
"713",13,0.827642302412314,"Control","Soil"
"714",13,0.548768068883804,"Control","Soil"
"715",13,0.864375865134777,"Pre_flowering_drought","Soil"
"716",13,0.81901309514608,"Pre_flowering_drought","Soil"
"717",13,0.860794784054763,"Post_flowering_drought","Soil"
"718",13,0.829703175171284,"Post_flowering_drought","Soil"
"719",13,0.918304862668914,"Pre_flowering_drought","Soil"
"720",13,0.820420927557798,"Pre_flowering_drought","Soil"
"721",13,0.855955067248041,"Control","Soil"
"722",13,0.89823962303697,"Control","Soil"
"723",13,0.735941955848421,"Control","Soil"
"724",13,0.895133728224152,"Post_flowering_drought","Soil"
"725",13,0.754264644789953,"Post_flowering_drought","Soil"
"726",13,0.873420280615139,"Post_flowering_drought","Soil"
"727",13,0.838430832857491,"Post_flowering_drought","Soil"
"728",13,0.91737732595392,"Pre_flowering_drought","Soil"
"729",13,0.889804459699144,"Pre_flowering_drought","Soil"
"730",13,0.61969829412709,"Control","Rhizosphere"
"731",13,0.563955093859425,"Control","Rhizosphere"
"732",13,0.576857127198928,"Control","Rhizosphere"
"733",13,0.759923532600659,"Pre_flowering_drought","Rhizosphere"
"734",13,0.747313605567854,"Pre_flowering_drought","Rhizosphere"
"735",13,0.792814721575089,"Post_flowering_drought","Rhizosphere"
"736",13,0.753504783822362,"Post_flowering_drought","Rhizosphere"
"737",13,0.739722166095786,"Pre_flowering_drought","Rhizosphere"
"738",13,0.732407942558588,"Pre_flowering_drought","Rhizosphere"
"739",13,0.640116437250862,"Control","Rhizosphere"
"740",13,0.572005810097038,"Control","Rhizosphere"
"741",13,0.612927971814648,"Control","Rhizosphere"
"742",13,0.72635839165768,"Post_flowering_drought","Rhizosphere"
"743",13,0.792114664047507,"Post_flowering_drought","Rhizosphere"
"744",13,0.780557434070463,"Post_flowering_drought","Rhizosphere"
"745",13,0.729643008002738,"Post_flowering_drought","Rhizosphere"
"746",13,0.695041590413389,"Pre_flowering_drought","Rhizosphere"
"747",13,0.684688742784253,"Pre_flowering_drought","Rhizosphere"
"748",14,0.606774466444957,"Control","Leaf"
"749",14,0.570606069351044,"Control","Leaf"
"750",14,0.48458741409052,"Post_flowering_drought","Leaf"
"751",14,0.510998875915452,"Post_flowering_drought","Leaf"
"752",14,0.667496736964696,"Pre_flowering_drought","Leaf"
"753",14,0.652930946244331,"Pre_flowering_drought","Leaf"
"754",14,0.637384283323494,"Control","Leaf"
"755",14,0.652156047670105,"Control","Leaf"
"756",14,0.610495804652297,"Pre_flowering_drought","Leaf"
"757",14,0.645058221966155,"Pre_flowering_drought","Leaf"
"758",14,0.553100405488032,"Post_flowering_drought","Leaf"
"759",14,0.598217826509208,"Post_flowering_drought","Leaf"
"760",14,0.606178948442564,"Pre_flowering_drought","Leaf"
"761",14,0.565042617536846,"Pre_flowering_drought","Leaf"
"762",14,0.622751287239965,"Control","Leaf"
"763",14,0.65668939543106,"Control","Leaf"
"764",14,0.605500689547204,"Post_flowering_drought","Leaf"
"765",14,0.624151514112067,"Post_flowering_drought","Leaf"
"766",14,0.782820354084242,"Control","Root"
"767",14,0.692138954905264,"Control","Root"
"768",14,0.790753798756238,"Control","Root"
"769",14,0.633764757964904,"Pre_flowering_drought","Root"
"770",14,0.737222112042335,"Pre_flowering_drought","Root"
"771",14,0.584496767399094,"Post_flowering_drought","Root"
"772",14,0.674997732336579,"Post_flowering_drought","Root"
"773",14,0.729448856619064,"Control","Root"
"774",14,0.668407989927383,"Control","Root"
"775",14,0.746467087810922,"Pre_flowering_drought","Root"
"776",14,0.68238695369816,"Control","Root"
"777",14,0.65400776095062,"Pre_flowering_drought","Root"
"778",14,0.643078000774608,"Post_flowering_drought","Root"
"779",14,0.737092331669183,"Post_flowering_drought","Root"
"780",14,0.687550058981232,"Post_flowering_drought","Root"
"781",14,0.65255284643884,"Post_flowering_drought","Root"
"782",14,0.724344252959479,"Pre_flowering_drought","Root"
"783",14,0.768601758816354,"Pre_flowering_drought","Root"
"784",14,0.812016635926815,"Control","Soil"
"785",14,0.783478886762399,"Control","Soil"
"786",14,0.883924518351127,"Control","Soil"
"787",14,0.872366697169771,"Pre_flowering_drought","Soil"
"788",14,0.891296530951693,"Pre_flowering_drought","Soil"
"789",14,0.87413076690227,"Post_flowering_drought","Soil"
"790",14,0.849202966556427,"Post_flowering_drought","Soil"
"791",14,0.888505017745722,"Pre_flowering_drought","Soil"
"792",14,0.884698918031571,"Pre_flowering_drought","Soil"
"793",14,0.798666239274534,"Control","Soil"
"794",14,0.907991012009213,"Control","Soil"
"795",14,0.646536468513363,"Control","Soil"
"796",14,0.901493050987775,"Post_flowering_drought","Soil"
"797",14,0.568562770694838,"Post_flowering_drought","Soil"
"798",14,0.79462915075348,"Post_flowering_drought","Soil"
"799",14,0.878331269724372,"Post_flowering_drought","Soil"
"800",14,0.822735429092103,"Pre_flowering_drought","Soil"
"801",14,0.812139455937649,"Pre_flowering_drought","Soil"
"802",14,0.598465523452148,"Control","Rhizosphere"
"803",14,0.653686206516036,"Control","Rhizosphere"
"804",14,0.589739135964312,"Control","Rhizosphere"
"805",14,0.605517791066833,"Pre_flowering_drought","Rhizosphere"
"806",14,0.639431916217398,"Pre_flowering_drought","Rhizosphere"
"807",14,0.786813699562375,"Post_flowering_drought","Rhizosphere"
"808",14,0.737385132229563,"Post_flowering_drought","Rhizosphere"
"809",14,0.800448605536842,"Pre_flowering_drought","Rhizosphere"
"810",14,0.676361119123939,"Pre_flowering_drought","Rhizosphere"
"811",14,0.521562482244599,"Control","Rhizosphere"
"812",14,0.657829034428779,"Control","Rhizosphere"
"813",14,0.694422320319042,"Control","Rhizosphere"
"814",14,0.712774410231785,"Post_flowering_drought","Rhizosphere"
"815",14,0.816446179762973,"Post_flowering_drought","Rhizosphere"
"816",14,0.780432008903218,"Post_flowering_drought","Rhizosphere"
"817",14,0.760524366148177,"Post_flowering_drought","Rhizosphere"
"818",14,0.749208253117008,"Pre_flowering_drought","Rhizosphere"
"819",14,0.699187973303361,"Pre_flowering_drought","Rhizosphere"
"820",15,0.599475813208002,"Control","Leaf"
"821",15,0.612889040146478,"Control","Leaf"
"822",15,0.405994288654009,"Post_flowering_drought","Leaf"
"823",15,0.486584071773381,"Post_flowering_drought","Leaf"
"824",15,0.545531700043835,"Pre_flowering_drought","Leaf"
"825",15,0.625530441256032,"Pre_flowering_drought","Leaf"
"826",15,0.612179346875266,"Control","Leaf"
"827",15,0.593947494776046,"Control","Leaf"
"828",15,0.587937390981279,"Pre_flowering_drought","Leaf"
"829",15,0.668289053496323,"Pre_flowering_drought","Leaf"
"830",15,0.515850076612151,"Post_flowering_drought","Leaf"
"831",15,0.463291319483715,"Post_flowering_drought","Leaf"
"832",15,0.661081961699675,"Pre_flowering_drought","Leaf"
"833",15,0.58968541614469,"Pre_flowering_drought","Leaf"
"834",15,0.591652782860234,"Control","Leaf"
"835",15,0.594060514891139,"Control","Leaf"
"836",15,0.575554783343733,"Post_flowering_drought","Leaf"
"837",15,0.625481351741361,"Post_flowering_drought","Leaf"
"838",15,0.682266000992423,"Control","Root"
"839",15,0.782093915703834,"Control","Root"
"840",15,0.776341602233273,"Pre_flowering_drought","Root"
"841",15,0.667769492898549,"Pre_flowering_drought","Root"
"842",15,0.578569266787172,"Post_flowering_drought","Root"
"843",15,0.672303733713337,"Post_flowering_drought","Root"
"844",15,0.762376598712677,"Pre_flowering_drought","Root"
"845",15,0.719510222090039,"Pre_flowering_drought","Root"
"846",15,0.606380574688336,"Control","Root"
"847",15,0.787664370736155,"Control","Root"
"848",15,0.664597565393304,"Control","Root"
"849",15,0.765027488342145,"Control","Root"
"850",15,0.607905167401117,"Post_flowering_drought","Root"
"851",15,0.639274773711076,"Post_flowering_drought","Root"
"852",15,0.714129883039367,"Post_flowering_drought","Root"
"853",15,0.544559789511363,"Post_flowering_drought","Root"
"854",15,0.724377756288117,"Pre_flowering_drought","Root"
"855",15,0.626557827443576,"Pre_flowering_drought","Root"
"856",15,0.790442147496273,"Control","Soil"
"857",15,0.870871103403824,"Control","Soil"
"858",15,0.843733999995294,"Control","Soil"
"859",15,0.884698648253678,"Pre_flowering_drought","Soil"
"860",15,0.878590792634753,"Pre_flowering_drought","Soil"
"861",15,0.843491072716562,"Post_flowering_drought","Soil"
"862",15,0.866543576063495,"Post_flowering_drought","Soil"
"863",15,0.869663243467608,"Pre_flowering_drought","Soil"
"864",15,0.849180369793407,"Pre_flowering_drought","Soil"
"865",15,0.859203223146557,"Control","Soil"
"866",15,0.828971135621188,"Control","Soil"
"867",15,0.843551818096607,"Control","Soil"
"868",15,0.87244301080981,"Post_flowering_drought","Soil"
"869",15,0.861798329770544,"Post_flowering_drought","Soil"
"870",15,0.855193994487822,"Post_flowering_drought","Soil"
"871",15,0.876047736615857,"Post_flowering_drought","Soil"
"872",15,0.894834226266857,"Pre_flowering_drought","Soil"
"873",15,0.905510002182027,"Pre_flowering_drought","Soil"
"874",15,0.607685706342814,"Control","Rhizosphere"
"875",15,0.431434394973964,"Control","Rhizosphere"
"876",15,0.522331630954529,"Control","Rhizosphere"
"877",15,0.692310526623712,"Pre_flowering_drought","Rhizosphere"
"878",15,0.628562627094534,"Pre_flowering_drought","Rhizosphere"
"879",15,0.718419923055331,"Post_flowering_drought","Rhizosphere"
"880",15,0.784804054350819,"Post_flowering_drought","Rhizosphere"
"881",15,0.703301228700862,"Pre_flowering_drought","Rhizosphere"
"882",15,0.688369044391309,"Pre_flowering_drought","Rhizosphere"
"883",15,0.692778030210036,"Control","Rhizosphere"
"884",15,0.537935593541,"Control","Rhizosphere"
"885",15,0.72439636143517,"Control","Rhizosphere"
"886",15,0.738239945685492,"Post_flowering_drought","Rhizosphere"
"887",15,0.747219566833586,"Post_flowering_drought","Rhizosphere"
"888",15,0.65638113045367,"Post_flowering_drought","Rhizosphere"
"889",15,0.650865849008151,"Post_flowering_drought","Rhizosphere"
"890",15,0.674628361253406,"Pre_flowering_drought","Rhizosphere"
"891",15,0.696173304785832,"Pre_flowering_drought","Rhizosphere"
"892",16,0.565707940560257,"Control","Leaf"
"893",16,0.545615369819525,"Control","Leaf"
"894",16,0.427563192117212,"Post_flowering_drought","Leaf"
"895",16,0.608337638624471,"Post_flowering_drought","Leaf"
"896",16,0.626813696288419,"Pre_flowering_drought","Leaf"
"897",16,0.618277278682054,"Pre_flowering_drought","Leaf"
"898",16,0.488001921809666,"Control","Leaf"
"899",16,0.571776016657294,"Control","Leaf"
"900",16,0.653502257721473,"Pre_flowering_drought","Leaf"
"901",16,0.541652892760279,"Pre_flowering_drought","Leaf"
"902",16,0.50333091984576,"Post_flowering_drought","Leaf"
"903",16,0.522271098986025,"Post_flowering_drought","Leaf"
"904",16,0.669213448864554,"Pre_flowering_drought","Leaf"
"905",16,0.603744029172414,"Pre_flowering_drought","Leaf"
"906",16,0.603460409432418,"Control","Leaf"
"907",16,0.608158103706544,"Control","Leaf"
"908",16,0.566819962716936,"Post_flowering_drought","Leaf"
"909",16,0.474045771680659,"Post_flowering_drought","Leaf"
"910",16,0.735321287548436,"Control","Root"
"911",16,0.648597697653088,"Control","Root"
"912",16,0.764343371827981,"Control","Root"
"913",16,0.811468646127861,"Pre_flowering_drought","Root"
"914",16,0.750740903166322,"Pre_flowering_drought","Root"
"915",16,0.693931891727747,"Post_flowering_drought","Root"
"916",16,0.72833372869566,"Post_flowering_drought","Root"
"917",16,0.751817625526138,"Pre_flowering_drought","Root"
"918",16,0.726821389644133,"Pre_flowering_drought","Root"
"919",16,0.66465218352062,"Control","Root"
"920",16,0.607800333891262,"Control","Root"
"921",16,0.781899051388545,"Control","Root"
"922",16,0.676704204147818,"Post_flowering_drought","Root"
"923",16,0.63205845124148,"Post_flowering_drought","Root"
"924",16,0.624753013800669,"Post_flowering_drought","Root"
"925",16,0.559005832502909,"Post_flowering_drought","Root"
"926",16,0.743628108186463,"Pre_flowering_drought","Root"
"927",16,0.724015694724223,"Pre_flowering_drought","Root"
"928",16,0.771126645460705,"Control","Soil"
"929",16,0.851498436094723,"Control","Soil"
"930",16,0.800739274071293,"Control","Soil"
"931",16,0.874703123538002,"Pre_flowering_drought","Soil"
"932",16,0.8623761921996,"Pre_flowering_drought","Soil"
"933",16,0.873951659484404,"Post_flowering_drought","Soil"
"934",16,0.877383684024485,"Post_flowering_drought","Soil"
"935",16,0.740026828548415,"Pre_flowering_drought","Soil"
"936",16,0.888484166072461,"Pre_flowering_drought","Soil"
"937",16,0.866664408175325,"Control","Soil"
"938",16,0.828530604411214,"Control","Soil"
"939",16,0.865141837403805,"Control","Soil"
"940",16,0.93414709949912,"Post_flowering_drought","Soil"
"941",16,0.825533219367547,"Post_flowering_drought","Soil"
"942",16,0.808350552920941,"Post_flowering_drought","Soil"
"943",16,0.847114475508395,"Post_flowering_drought","Soil"
"944",16,0.904571966154456,"Pre_flowering_drought","Soil"
"945",16,0.865261859057939,"Pre_flowering_drought","Soil"
"946",16,0.631339269671651,"Control","Rhizosphere"
"947",16,0.664895014602943,"Control","Rhizosphere"
"948",16,0.658852359611892,"Control","Rhizosphere"
"949",16,0.571681106318038,"Pre_flowering_drought","Rhizosphere"
"950",16,0.646489626126103,"Pre_flowering_drought","Rhizosphere"
"951",16,0.786490785928554,"Post_flowering_drought","Rhizosphere"
"952",16,0.811793790949619,"Post_flowering_drought","Rhizosphere"
"953",16,0.684542552017679,"Pre_flowering_drought","Rhizosphere"
"954",16,0.683868007627831,"Pre_flowering_drought","Rhizosphere"
"955",16,0.642051509734982,"Control","Rhizosphere"
"956",16,0.479832820602834,"Control","Rhizosphere"
"957",16,0.661092594439722,"Control","Rhizosphere"
"958",16,0.705652228403323,"Post_flowering_drought","Rhizosphere"
"959",16,0.732367589000852,"Post_flowering_drought","Rhizosphere"
"960",16,0.832413118480306,"Post_flowering_drought","Rhizosphere"
"961",16,0.806371509759311,"Post_flowering_drought","Rhizosphere"
"962",16,0.790223631456857,"Pre_flowering_drought","Rhizosphere"
"963",16,0.567504071436083,"Pre_flowering_drought","Rhizosphere"
"964",17,0.504889401232522,"Control","Leaf"
"965",17,0.473207569419029,"Control","Leaf"
"966",17,0.426312721344282,"Post_flowering_drought","Leaf"
"967",17,0.455776966469294,"Post_flowering_drought","Leaf"
"968",17,0.46032413928074,"Pre_flowering_drought","Leaf"
"969",17,0.552038225355959,"Pre_flowering_drought","Leaf"
"970",17,0.601853416648158,"Control","Leaf"
"971",17,0.515107773628435,"Control","Leaf"
"972",17,0.56760908005774,"Pre_flowering_drought","Leaf"
"973",17,0.621736646531858,"Pre_flowering_drought","Leaf"
"974",17,0.54774220279395,"Post_flowering_drought","Leaf"
"975",17,0.458340797760045,"Post_flowering_drought","Leaf"
"976",17,0.583735163282326,"Pre_flowering_drought","Leaf"
"977",17,0.501759928324521,"Pre_flowering_drought","Leaf"
"978",17,0.521059638627924,"Control","Leaf"
"979",17,0.558281560278327,"Control","Leaf"
"980",17,0.505963557537904,"Post_flowering_drought","Leaf"
"981",17,0.411208423971717,"Post_flowering_drought","Leaf"
"982",17,0.731365508897044,"Control","Root"
"983",17,0.621824469693233,"Control","Root"
"984",17,0.825078324844952,"Control","Root"
"985",17,0.806133015915475,"Pre_flowering_drought","Root"
"986",17,0.74203343592471,"Pre_flowering_drought","Root"
"987",17,0.695332888612549,"Post_flowering_drought","Root"
"988",17,0.668476592396263,"Post_flowering_drought","Root"
"989",17,0.75663886151605,"Pre_flowering_drought","Root"
"990",17,0.7946600854437,"Pre_flowering_drought","Root"
"991",17,0.64939612544774,"Control","Root"
"992",17,0.708509532464105,"Control","Root"
"993",17,0.821077991470341,"Control","Root"
"994",17,0.594050772952491,"Post_flowering_drought","Root"
"995",17,0.649136673343276,"Post_flowering_drought","Root"
"996",17,0.71149708443637,"Post_flowering_drought","Root"
"997",17,0.675701660355116,"Post_flowering_drought","Root"
"998",17,0.755874925125155,"Pre_flowering_drought","Root"
"999",17,0.727857822217175,"Pre_flowering_drought","Root"
"1000",17,0.83210218438107,"Control","Soil"
"1001",17,0.820539341816821,"Control","Soil"
"1002",17,0.497193112650363,"Control","Soil"
"1003",17,0.793967911918699,"Pre_flowering_drought","Soil"
"1004",17,0.806288652750331,"Pre_flowering_drought","Soil"
"1005",17,0.842696440412423,"Post_flowering_drought","Soil"
"1006",17,0.818967713264435,"Post_flowering_drought","Soil"
"1007",17,0.855548633351331,"Pre_flowering_drought","Soil"
"1008",17,0.85319189626013,"Pre_flowering_drought","Soil"
"1009",17,0.831012070249547,"Control","Soil"
"1010",17,0.881484159121978,"Control","Soil"
"1011",17,0.542226905264519,"Control","Soil"
"1012",17,0.849698648128939,"Post_flowering_drought","Soil"
"1013",17,0.447154779896512,"Post_flowering_drought","Soil"
"1014",17,0.746083499038254,"Post_flowering_drought","Soil"
"1015",17,0.756065879453859,"Post_flowering_drought","Soil"
"1016",17,0.827790648582164,"Pre_flowering_drought","Soil"
"1017",17,0.81915376634985,"Pre_flowering_drought","Soil"
"1018",17,0.438552983054672,"Control","Rhizosphere"
"1019",17,0.500921474918071,"Control","Rhizosphere"
"1020",17,0.495856167371313,"Control","Rhizosphere"
"1021",17,0.551237648554011,"Pre_flowering_drought","Rhizosphere"
"1022",17,0.677554199124163,"Pre_flowering_drought","Rhizosphere"
"1023",17,0.773458272337155,"Post_flowering_drought","Rhizosphere"
