"","TP","J","Treatment1","Habitat"
"1024",17,0.750298292212883,"Post_flowering_drought","Rhizosphere"
"1025",17,0.717396868656477,"Pre_flowering_drought","Rhizosphere"
"1026",17,0.699922585680826,"Pre_flowering_drought","Rhizosphere"
"1027",17,0.593531391089754,"Control","Rhizosphere"
"1028",17,0.598081277639864,"Control","Rhizosphere"
"1029",17,0.61302085106738,"Control","Rhizosphere"
"1030",17,0.731552440759039,"Post_flowering_drought","Rhizosphere"
"1031",17,0.644913154941723,"Post_flowering_drought","Rhizosphere"
"1032",17,0.615525445573917,"Post_flowering_drought","Rhizosphere"
"1033",17,0.642550341840208,"Post_flowering_drought","Rhizosphere"
"1034",17,0.725842928186407,"Pre_flowering_drought","Rhizosphere"
"1035",17,0.63452440235309,"Pre_flowering_drought","Rhizosphere"
