"","Fungi","Relative_Abundance","Habitat","TP","Treatment","Cultivar"
"379","Basidiomycota",0.114832447392445,"Soil",9,"CON","BTx642"
"380","Basidiomycota",0.425316312284101,"Leaf",10,"CON","BTx642"
"381","Basidiomycota",0.0342055819701208,"Rhizosphere",10,"CON","BTx642"
"382","Basidiomycota",0.0175199071168853,"Root",10,"CON","BTx642"
"383","Basidiomycota",0.159378963216938,"Soil",10,"CON","BTx642"
"384","Basidiomycota",0.425052101804763,"Leaf",11,"CON","BTx642"
"385","Basidiomycota",0.0368756646827213,"Rhizosphere",11,"CON","BTx642"
"386","Basidiomycota",0.0284410980856143,"Root",11,"CON","BTx642"
"387","Basidiomycota",0.0599116343748628,"Soil",11,"CON","BTx642"
"388","Basidiomycota",0.411385723251954,"Leaf",12,"CON","BTx642"
"389","Basidiomycota",0.0460226853205613,"Rhizosphere",12,"CON","BTx642"
"390","Basidiomycota",0.0725793051208189,"Root",12,"CON","BTx642"
"391","Basidiomycota",0.166082025286598,"Soil",12,"CON","BTx642"
"392","Basidiomycota",0.346594307150041,"Leaf",13,"CON","BTx642"
"393","Basidiomycota",0.0778484581939105,"Rhizosphere",13,"CON","BTx642"
"394","Basidiomycota",0.174711814120355,"Root",13,"CON","BTx642"
"395","Basidiomycota",0.0881719954959156,"Soil",13,"CON","BTx642"
"396","Basidiomycota",0.298115621365654,"Leaf",14,"CON","BTx642"
"397","Basidiomycota",0.0699041821927819,"Rhizosphere",14,"CON","BTx642"
"398","Basidiomycota",0.122602048484822,"Root",14,"CON","BTx642"
"399","Basidiomycota",0.145672041192334,"Soil",14,"CON","BTx642"
"400","Basidiomycota",0.253043092348694,"Leaf",15,"CON","BTx642"
"401","Basidiomycota",0.0966297774966193,"Rhizosphere",15,"CON","BTx642"
"402","Basidiomycota",0.0969135104893557,"Root",15,"CON","BTx642"
"403","Basidiomycota",0.183631809230828,"Soil",15,"CON","BTx642"
"404","Basidiomycota",0.23102539252503,"Leaf",16,"CON","BTx642"
"405","Basidiomycota",0.0719986537621342,"Rhizosphere",16,"CON","BTx642"
"406","Basidiomycota",0.0753890595538462,"Root",16,"CON","BTx642"
"407","Basidiomycota",0.0885040529924234,"Soil",16,"CON","BTx642"
"408","Basidiomycota",0.176795191605118,"Leaf",17,"CON","BTx642"
"409","Basidiomycota",0.0518925415017075,"Rhizosphere",17,"CON","BTx642"
"410","Basidiomycota",0.0796707800223147,"Root",17,"CON","BTx642"
"411","Basidiomycota",0.0752304819711008,"Soil",17,"CON","BTx642"
"412","Basidiomycota",0.0664266619477582,"Soil",0,"POST","BTx642"
"413","Basidiomycota",0.355305104701006,"Leaf",8,"POST","BTx642"
"414","Basidiomycota",0.0246349096511494,"Rhizosphere",8,"POST","BTx642"
"415","Basidiomycota",0.0138722268938066,"Root",8,"POST","BTx642"
"416","Basidiomycota",0.102889672647483,"Soil",8,"POST","BTx642"
"417","Basidiomycota",0.318673151708704,"Leaf",9,"POST","BTx642"
"418","Basidiomycota",0.0757128621116671,"Rhizosphere",9,"POST","BTx642"
"419","Basidiomycota",0.0229034765915753,"Root",9,"POST","BTx642"
"420","Basidiomycota",0.157544603164637,"Soil",9,"POST","BTx642"
"421","Basidiomycota",0.314597696362883,"Leaf",10,"POST","BTx642"
"422","Basidiomycota",0.034033082395596,"Rhizosphere",10,"POST","BTx642"
"423","Basidiomycota",0.0178053516655552,"Root",10,"POST","BTx642"
"424","Basidiomycota",0.102681181246747,"Soil",10,"POST","BTx642"
"425","Basidiomycota",0.308268571437129,"Leaf",11,"POST","BTx642"
"426","Basidiomycota",0.0491075146620539,"Rhizosphere",11,"POST","BTx642"
"427","Basidiomycota",0.0245809047728381,"Root",11,"POST","BTx642"
"428","Basidiomycota",0.0680579803487466,"Soil",11,"POST","BTx642"
"429","Basidiomycota",0.295262774626398,"Leaf",12,"POST","BTx642"
"430","Basidiomycota",0.037875850074335,"Rhizosphere",12,"POST","BTx642"
"431","Basidiomycota",0.0259626036802175,"Root",12,"POST","BTx642"
"432","Basidiomycota",0.101579594993198,"Soil",12,"POST","BTx642"
"433","Basidiomycota",0.255800600832968,"Leaf",13,"POST","BTx642"
"434","Basidiomycota",0.0388018872021978,"Rhizosphere",13,"POST","BTx642"
"435","Basidiomycota",0.00827462678320034,"Root",13,"POST","BTx642"
"436","Basidiomycota",0.0949591398573429,"Soil",13,"POST","BTx642"
"437","Basidiomycota",0.232770511324134,"Leaf",14,"POST","BTx642"
"438","Basidiomycota",0.0446443359947527,"Rhizosphere",14,"POST","BTx642"
"439","Basidiomycota",0.0144655275341005,"Root",14,"POST","BTx642"
"440","Basidiomycota",0.182482270484927,"Soil",14,"POST","BTx642"
"441","Basidiomycota",0.176817308828863,"Leaf",15,"POST","BTx642"
"442","Basidiomycota",0.0579674874702095,"Rhizosphere",15,"POST","BTx642"
"443","Basidiomycota",0.025135094123981,"Root",15,"POST","BTx642"
"444","Basidiomycota",0.0694217062576845,"Soil",15,"POST","BTx642"
"445","Basidiomycota",0.159566414197084,"Leaf",16,"POST","BTx642"
"446","Basidiomycota",0.0444799960200474,"Rhizosphere",16,"POST","BTx642"
"447","Basidiomycota",0.0141751790630029,"Root",16,"POST","BTx642"
"448","Basidiomycota",0.104275461160173,"Soil",16,"POST","BTx642"
"449","Basidiomycota",0.159326955157397,"Leaf",17,"POST","BTx642"
"450","Basidiomycota",0.05698456779792,"Rhizosphere",17,"POST","BTx642"
"451","Basidiomycota",0.0110848644296976,"Root",17,"POST","BTx642"
"452","Basidiomycota",0.0568278960129847,"Soil",17,"POST","BTx642"
"453","Basidiomycota",0.0765482410873943,"Soil",0,"PRE","BTx642"
"454","Basidiomycota",0.1271439300484,"Leaf",3,"PRE","BTx642"
"455","Basidiomycota",0.13618653177733,"Rhizosphere",3,"PRE","BTx642"
"456","Basidiomycota",0.0192684342294869,"Root",3,"PRE","BTx642"
"457","Basidiomycota",0.104628751262889,"Soil",3,"PRE","BTx642"
"458","Basidiomycota",0.30652640116994,"Leaf",4,"PRE","BTx642"
"459","Basidiomycota",0.0380410447751641,"Rhizosphere",4,"PRE","BTx642"
"460","Basidiomycota",0.0117787189205138,"Root",4,"PRE","BTx642"
"461","Basidiomycota",0.143476012085506,"Soil",4,"PRE","BTx642"
"462","Basidiomycota",0.150757644383741,"Leaf",5,"PRE","BTx642"
"463","Basidiomycota",0.0185762538080791,"Rhizosphere",5,"PRE","BTx642"
"464","Basidiomycota",0.00439980604064687,"Root",5,"PRE","BTx642"
"465","Basidiomycota",0.0987932497743215,"Soil",5,"PRE","BTx642"
"466","Basidiomycota",0.164067282965909,"Leaf",6,"PRE","BTx642"
"467","Basidiomycota",0.0190486535964949,"Rhizosphere",6,"PRE","BTx642"
"468","Basidiomycota",0.00714116327142899,"Root",6,"PRE","BTx642"
"469","Basidiomycota",0.0404374642888699,"Soil",6,"PRE","BTx642"
"470","Basidiomycota",0.0864642429074151,"Leaf",7,"PRE","BTx642"
"471","Basidiomycota",0.0310483144345633,"Rhizosphere",7,"PRE","BTx642"
"472","Basidiomycota",0.00527405904562188,"Root",7,"PRE","BTx642"
"473","Basidiomycota",0.0693568630510182,"Soil",7,"PRE","BTx642"
"474","Basidiomycota",0.152879229707194,"Leaf",8,"PRE","BTx642"
"475","Basidiomycota",0.0319372762241127,"Rhizosphere",8,"PRE","BTx642"
"476","Basidiomycota",0.0116297327089966,"Root",8,"PRE","BTx642"
"477","Basidiomycota",0.0892696559200575,"Soil",8,"PRE","BTx642"
"478","Basidiomycota",0.593686714633459,"Leaf",9,"PRE","BTx642"
"479","Basidiomycota",0.0316661111416431,"Rhizosphere",9,"PRE","BTx642"
"480","Basidiomycota",0.00347294251131871,"Root",9,"PRE","BTx642"
"481","Basidiomycota",0.141991932316666,"Soil",9,"PRE","BTx642"
"482","Basidiomycota",0.586396567645526,"Leaf",10,"PRE","BTx642"
"483","Basidiomycota",0.0664638641299487,"Rhizosphere",10,"PRE","BTx642"
"484","Basidiomycota",0.00557971887777691,"Root",10,"PRE","BTx642"
"485","Basidiomycota",0.0842134242591026,"Soil",10,"PRE","BTx642"
"486","Basidiomycota",0.246813397746468,"Leaf",11,"PRE","BTx642"
"487","Basidiomycota",0.0145451609913821,"Rhizosphere",11,"PRE","BTx642"
"488","Basidiomycota",0.00515743905473653,"Root",11,"PRE","BTx642"
"489","Basidiomycota",0.0292489507803939,"Soil",11,"PRE","BTx642"
"490","Basidiomycota",0.32722252604381,"Leaf",12,"PRE","BTx642"
"491","Basidiomycota",0.05221417960674,"Rhizosphere",12,"PRE","BTx642"
"492","Basidiomycota",0.0115847727886422,"Root",12,"PRE","BTx642"
"493","Basidiomycota",0.0592500370774899,"Soil",12,"PRE","BTx642"
"494","Basidiomycota",0.350449950376627,"Leaf",13,"PRE","BTx642"
"495","Basidiomycota",0.046401940595854,"Rhizosphere",13,"PRE","BTx642"
"496","Basidiomycota",0.0133822875557089,"Root",13,"PRE","BTx642"
"497","Basidiomycota",0.0587598613300683,"Soil",13,"PRE","BTx642"
"498","Basidiomycota",0.372084317150386,"Leaf",14,"PRE","BTx642"
"499","Basidiomycota",0.0619661697334717,"Rhizosphere",14,"PRE","BTx642"
"500","Basidiomycota",0.0376097421473494,"Root",14,"PRE","BTx642"
"501","Basidiomycota",0.0687487401654392,"Soil",14,"PRE","BTx642"
"502","Basidiomycota",0.349955392928897,"Leaf",15,"PRE","BTx642"
"503","Basidiomycota",0.0533601162299822,"Rhizosphere",15,"PRE","BTx642"
"504","Basidiomycota",0.0220990492407558,"Root",15,"PRE","BTx642"
"505","Basidiomycota",0.138027156855675,"Soil",15,"PRE","BTx642"
"506","Basidiomycota",0.335056079680297,"Leaf",16,"PRE","BTx642"
"507","Basidiomycota",0.0483802373769543,"Rhizosphere",16,"PRE","BTx642"
"508","Basidiomycota",0.0369401576669188,"Root",16,"PRE","BTx642"
"509","Basidiomycota",0.0395362588891051,"Soil",16,"PRE","BTx642"
"510","Basidiomycota",0.266025160965567,"Leaf",17,"PRE","BTx642"
"511","Basidiomycota",0.0461596990427904,"Rhizosphere",17,"PRE","BTx642"
"512","Basidiomycota",0.0658685724819304,"Root",17,"PRE","BTx642"
"513","Basidiomycota",0.11105293173858,"Soil",17,"PRE","BTx642"
"514","Basidiomycota",0.100822266138384,"Soil",0,"CON","RTx430"
"515","Basidiomycota",0.0273505573156599,"Leaf",1,"CON","RTx430"
"516","Basidiomycota",0.0460081520748496,"Rhizosphere",1,"CON","RTx430"
"517","Basidiomycota",0.0326518453573942,"Root",1,"CON","RTx430"
"518","Basidiomycota",0.0909760433266869,"Soil",1,"CON","RTx430"
"519","Basidiomycota",0.0873174447341356,"Leaf",2,"CON","RTx430"
"520","Basidiomycota",0.10146487298511,"Rhizosphere",2,"CON","RTx430"
"521","Basidiomycota",0.0762480848604261,"Root",2,"CON","RTx430"
"522","Basidiomycota",0.0847301299774466,"Soil",2,"CON","RTx430"
"523","Basidiomycota",0.108008381533158,"Leaf",3,"CON","RTx430"
"524","Basidiomycota",0.0710567170143416,"Rhizosphere",3,"CON","RTx430"
"525","Basidiomycota",0.0169837528799585,"Root",3,"CON","RTx430"
"526","Basidiomycota",0.0962752676014597,"Soil",3,"CON","RTx430"
"527","Basidiomycota",0.253971442993395,"Leaf",4,"CON","RTx430"
"528","Basidiomycota",0.0510388858872957,"Rhizosphere",4,"CON","RTx430"
"529","Basidiomycota",0.0205671953068128,"Root",4,"CON","RTx430"
"530","Basidiomycota",0.107323197936808,"Soil",4,"CON","RTx430"
"531","Basidiomycota",0.410282695281545,"Leaf",5,"CON","RTx430"
"532","Basidiomycota",0.0397390435337049,"Rhizosphere",5,"CON","RTx430"
"533","Basidiomycota",0.0241918968160366,"Root",5,"CON","RTx430"
"534","Basidiomycota",0.111327542720951,"Soil",5,"CON","RTx430"
"535","Basidiomycota",0.429514422586388,"Leaf",6,"CON","RTx430"
"536","Basidiomycota",0.0447801852116806,"Rhizosphere",6,"CON","RTx430"
"537","Basidiomycota",0.014990846007813,"Root",6,"CON","RTx430"
"538","Basidiomycota",0.0797301057804368,"Soil",6,"CON","RTx430"
"539","Basidiomycota",0.681745943762509,"Leaf",7,"CON","RTx430"
"540","Basidiomycota",0.0393130441082728,"Rhizosphere",7,"CON","RTx430"
"541","Basidiomycota",0.0206043395491816,"Root",7,"CON","RTx430"
"542","Basidiomycota",0.0880362178663842,"Soil",7,"CON","RTx430"
"543","Basidiomycota",0.410915624606312,"Leaf",8,"CON","RTx430"
"544","Basidiomycota",0.0605037732878233,"Rhizosphere",8,"CON","RTx430"
"545","Basidiomycota",0.0638872820173989,"Root",8,"CON","RTx430"
"546","Basidiomycota",0.144029710982585,"Soil",8,"CON","RTx430"
"547","Basidiomycota",0.349774136720951,"Leaf",9,"CON","RTx430"
"548","Basidiomycota",0.0862544179419334,"Rhizosphere",9,"CON","RTx430"
"549","Basidiomycota",0.0459130381711401,"Root",9,"CON","RTx430"
"550","Basidiomycota",0.102844094798349,"Soil",9,"CON","RTx430"
"551","Basidiomycota",0.327052605479084,"Leaf",10,"CON","RTx430"
"552","Basidiomycota",0.0339975346735694,"Rhizosphere",10,"CON","RTx430"
"553","Basidiomycota",0.043516339257425,"Root",10,"CON","RTx430"
"554","Basidiomycota",0.213289205328197,"Soil",10,"CON","RTx430"
"555","Basidiomycota",0.400025293289169,"Leaf",11,"CON","RTx430"
"556","Basidiomycota",0.0783468853103939,"Rhizosphere",11,"CON","RTx430"
"557","Basidiomycota",0.0784105144415342,"Root",11,"CON","RTx430"
"558","Basidiomycota",0.108718775083497,"Soil",11,"CON","RTx430"
"559","Basidiomycota",0.399391924501592,"Leaf",12,"CON","RTx430"
"560","Basidiomycota",0.0657205770340528,"Rhizosphere",12,"CON","RTx430"
"561","Basidiomycota",0.0976139933017804,"Root",12,"CON","RTx430"
"562","Basidiomycota",0.0715341152568144,"Soil",12,"CON","RTx430"
"563","Basidiomycota",0.352497104328444,"Leaf",13,"CON","RTx430"
"564","Basidiomycota",0.0951258977229247,"Rhizosphere",13,"CON","RTx430"
"565","Basidiomycota",0.0987326805742051,"Root",13,"CON","RTx430"
"566","Basidiomycota",0.0656342800365511,"Soil",13,"CON","RTx430"
"567","Basidiomycota",0.30110490532877,"Leaf",14,"CON","RTx430"
"568","Basidiomycota",0.0693153935584065,"Rhizosphere",14,"CON","RTx430"
"569","Basidiomycota",0.150069728705198,"Root",14,"CON","RTx430"
"570","Basidiomycota",0.097059656583463,"Soil",14,"CON","RTx430"
"571","Basidiomycota",0.276293900660309,"Leaf",15,"CON","RTx430"
"572","Basidiomycota",0.151135746580344,"Rhizosphere",15,"CON","RTx430"
"573","Basidiomycota",0.211520302235548,"Root",15,"CON","RTx430"
"574","Basidiomycota",0.160791452808153,"Soil",15,"CON","RTx430"
"575","Basidiomycota",0.252712595184385,"Leaf",16,"CON","RTx430"
"576","Basidiomycota",0.146204802134309,"Rhizosphere",16,"CON","RTx430"
"577","Basidiomycota",0.194078789685593,"Root",16,"CON","RTx430"
"578","Basidiomycota",0.111034393662209,"Soil",16,"CON","RTx430"
"579","Basidiomycota",0.207308773455955,"Leaf",17,"CON","RTx430"
"580","Basidiomycota",0.0640132285609949,"Rhizosphere",17,"CON","RTx430"
"581","Basidiomycota",0.185685479000105,"Root",17,"CON","RTx430"
"582","Basidiomycota",0.112985443334723,"Soil",17,"CON","RTx430"
"583","Basidiomycota",0.102569338412372,"Soil",0,"POST","RTx430"
"584","Basidiomycota",0.61260179990717,"Leaf",8,"POST","RTx430"
"585","Basidiomycota",0.0318491660436036,"Rhizosphere",8,"POST","RTx430"
"586","Basidiomycota",0.0199529519826989,"Root",8,"POST","RTx430"
"587","Basidiomycota",0.113625224633848,"Soil",8,"POST","RTx430"
"588","Basidiomycota",0.26385595825815,"Leaf",9,"POST","RTx430"
"589","Basidiomycota",0.0794684564619667,"Rhizosphere",9,"POST","RTx430"
"590","Basidiomycota",0.0267294249920904,"Root",9,"POST","RTx430"
"591","Basidiomycota",0.100022262999919,"Soil",9,"POST","RTx430"
"592","Basidiomycota",0.315445717065174,"Leaf",10,"POST","RTx430"
"593","Basidiomycota",0.028397553647158,"Rhizosphere",10,"POST","RTx430"
"594","Basidiomycota",0.00951798611160526,"Root",10,"POST","RTx430"
"595","Basidiomycota",0.0966377494309258,"Soil",10,"POST","RTx430"
"596","Basidiomycota",0.207584501405077,"Leaf",11,"POST","RTx430"
"597","Basidiomycota",0.0391744129467208,"Rhizosphere",11,"POST","RTx430"
"598","Basidiomycota",0.0335671319412287,"Root",11,"POST","RTx430"
"599","Basidiomycota",0.125022217645626,"Soil",11,"POST","RTx430"
"600","Basidiomycota",0.229171371475059,"Leaf",12,"POST","RTx430"
"601","Basidiomycota",0.0284095823874008,"Rhizosphere",12,"POST","RTx430"
"602","Basidiomycota",0.017082948149154,"Root",12,"POST","RTx430"
"603","Basidiomycota",0.0902652939525653,"Soil",12,"POST","RTx430"
"604","Basidiomycota",0.20179809145978,"Leaf",13,"POST","RTx430"
"605","Basidiomycota",0.0425568356683756,"Rhizosphere",13,"POST","RTx430"
"606","Basidiomycota",0.0209082253479423,"Root",13,"POST","RTx430"
"607","Basidiomycota",0.0929698717883837,"Soil",13,"POST","RTx430"
"608","Basidiomycota",0.189699259546254,"Leaf",14,"POST","RTx430"
"609","Basidiomycota",0.0368483362138391,"Rhizosphere",14,"POST","RTx430"
"610","Basidiomycota",0.0180911023622836,"Root",14,"POST","RTx430"
"611","Basidiomycota",0.107778125464843,"Soil",14,"POST","RTx430"
"612","Basidiomycota",0.1596522702128,"Leaf",15,"POST","RTx430"
"613","Basidiomycota",0.0630384348886229,"Rhizosphere",15,"POST","RTx430"
"614","Basidiomycota",0.0162933838453702,"Root",15,"POST","RTx430"
"615","Basidiomycota",0.121177917723382,"Soil",15,"POST","RTx430"
"616","Basidiomycota",0.0918887774413812,"Leaf",16,"POST","RTx430"
"617","Basidiomycota",0.054195588528767,"Rhizosphere",16,"POST","RTx430"
"618","Basidiomycota",0.00787891007365175,"Root",16,"POST","RTx430"
"619","Basidiomycota",0.0740052943402905,"Soil",16,"POST","RTx430"
"620","Basidiomycota",0.0811845981890365,"Leaf",17,"POST","RTx430"
"621","Basidiomycota",0.0245464392033891,"Rhizosphere",17,"POST","RTx430"
"622","Basidiomycota",0.0184477222299225,"Root",17,"POST","RTx430"
"623","Basidiomycota",0.0390103820833895,"Soil",17,"POST","RTx430"
"624","Basidiomycota",0.0827099087995072,"Soil",0,"PRE","RTx430"
"625","Basidiomycota",0.0489834115993411,"Leaf",3,"PRE","RTx430"
"626","Basidiomycota",0.0836265867435388,"Rhizosphere",3,"PRE","RTx430"
"627","Basidiomycota",0.0226925113586238,"Root",3,"PRE","RTx430"
"628","Basidiomycota",0.0768259264553116,"Soil",3,"PRE","RTx430"
"629","Basidiomycota",0.0587649582938821,"Leaf",4,"PRE","RTx430"
"630","Basidiomycota",0.0176766583102491,"Rhizosphere",4,"PRE","RTx430"
"631","Basidiomycota",0.00532064477153638,"Root",4,"PRE","RTx430"
"632","Basidiomycota",0.0833203650650462,"Soil",4,"PRE","RTx430"
"633","Basidiomycota",0.0506599791775353,"Leaf",5,"PRE","RTx430"
"634","Basidiomycota",0.0918883316399686,"Rhizosphere",5,"PRE","RTx430"
"635","Basidiomycota",0.00413237145766028,"Root",5,"PRE","RTx430"
"636","Basidiomycota",0.0695630935833568,"Soil",5,"PRE","RTx430"
"637","Basidiomycota",0.124675391558413,"Leaf",6,"PRE","RTx430"
"638","Basidiomycota",0.0109932173777717,"Rhizosphere",6,"PRE","RTx430"
"639","Basidiomycota",0.00851671586370829,"Root",6,"PRE","RTx430"
"640","Basidiomycota",0.0454480873166442,"Soil",6,"PRE","RTx430"
"641","Basidiomycota",0.0945273201105299,"Leaf",7,"PRE","RTx430"
"642","Basidiomycota",0.0175693910711537,"Rhizosphere",7,"PRE","RTx430"
"643","Basidiomycota",0.00453692252029924,"Root",7,"PRE","RTx430"
"644","Basidiomycota",0.0630643822434384,"Soil",7,"PRE","RTx430"
"645","Basidiomycota",0.189115111844897,"Leaf",8,"PRE","RTx430"
"646","Basidiomycota",0.0247681337655261,"Rhizosphere",8,"PRE","RTx430"
"647","Basidiomycota",0.00609377184123715,"Root",8,"PRE","RTx430"
"648","Basidiomycota",0.0914300403091109,"Soil",8,"PRE","RTx430"
"649","Basidiomycota",0.60024381626002,"Leaf",9,"PRE","RTx430"
"650","Basidiomycota",0.0693994724953436,"Rhizosphere",9,"PRE","RTx430"
"651","Basidiomycota",0.0213740610568943,"Root",9,"PRE","RTx430"
"652","Basidiomycota",0.041470750019374,"Soil",9,"PRE","RTx430"
"653","Basidiomycota",0.51738101291222,"Leaf",10,"PRE","RTx430"
"654","Basidiomycota",0.0401588655270082,"Rhizosphere",10,"PRE","RTx430"
"655","Basidiomycota",0.00393919180117169,"Root",10,"PRE","RTx430"
"656","Basidiomycota",0.121239475834535,"Soil",10,"PRE","RTx430"
"657","Basidiomycota",0.300485443484687,"Leaf",11,"PRE","RTx430"
"658","Basidiomycota",0.0250343487356743,"Rhizosphere",11,"PRE","RTx430"
"659","Basidiomycota",0.00371681401100678,"Root",11,"PRE","RTx430"
"660","Basidiomycota",0.234573728242288,"Soil",11,"PRE","RTx430"
"661","Basidiomycota",0.344297507688172,"Leaf",12,"PRE","RTx430"
"662","Basidiomycota",0.0240824209538878,"Rhizosphere",12,"PRE","RTx430"
"663","Basidiomycota",0.00872071639505113,"Root",12,"PRE","RTx430"
"664","Basidiomycota",0.0635421948021757,"Soil",12,"PRE","RTx430"
"665","Basidiomycota",0.297622441025414,"Leaf",13,"PRE","RTx430"
"666","Basidiomycota",0.051946885800411,"Rhizosphere",13,"PRE","RTx430"
"667","Basidiomycota",0.0228505902270166,"Root",13,"PRE","RTx430"
"668","Basidiomycota",0.0755704133011486,"Soil",13,"PRE","RTx430"
"669","Basidiomycota",0.295877041388344,"Leaf",14,"PRE","RTx430"
"670","Basidiomycota",0.0491178074811849,"Rhizosphere",14,"PRE","RTx430"
"671","Basidiomycota",0.0107555256262785,"Root",14,"PRE","RTx430"
"672","Basidiomycota",0.0928792494927715,"Soil",14,"PRE","RTx430"
"673","Basidiomycota",0.298912944430487,"Leaf",15,"PRE","RTx430"
"674","Basidiomycota",0.0584631816967263,"Rhizosphere",15,"PRE","RTx430"
"675","Basidiomycota",0.0325992764649055,"Root",15,"PRE","RTx430"
"676","Basidiomycota",0.139077064112702,"Soil",15,"PRE","RTx430"
"677","Basidiomycota",0.289712122483351,"Leaf",16,"PRE","RTx430"
"678","Basidiomycota",0.0541059077806888,"Rhizosphere",16,"PRE","RTx430"
"679","Basidiomycota",0.0456566628420064,"Root",16,"PRE","RTx430"
"680","Basidiomycota",0.0837186314710974,"Soil",16,"PRE","RTx430"
"681","Basidiomycota",0.145582117849451,"Leaf",17,"PRE","RTx430"
"682","Basidiomycota",0.0721698095499157,"Rhizosphere",17,"PRE","RTx430"
"683","Basidiomycota",0.0885272381846552,"Root",17,"PRE","RTx430"
"684","Basidiomycota",0.0596227394490336,"Soil",17,"PRE","RTx430"
"685","Chytridiomycota",0.0251034149604488,"Soil",0,"CON","BTx642"
"686","Chytridiomycota",0.00114315017283624,"Leaf",1,"CON","BTx642"
"687","Chytridiomycota",0.0092691547015621,"Rhizosphere",1,"CON","BTx642"
"688","Chytridiomycota",0.00049681454205389,"Root",1,"CON","BTx642"
"689","Chytridiomycota",0.0231396312646243,"Soil",1,"CON","BTx642"
"690","Chytridiomycota",0.00202868135711787,"Leaf",2,"CON","BTx642"
"691","Chytridiomycota",0.00853113050485341,"Rhizosphere",2,"CON","BTx642"
"692","Chytridiomycota",0.00340820338708167,"Root",2,"CON","BTx642"
"693","Chytridiomycota",0.0110273833410707,"Soil",2,"CON","BTx642"
"694","Chytridiomycota",0.00021912525199404,"Leaf",3,"CON","BTx642"
"695","Chytridiomycota",0.00606325971018196,"Rhizosphere",3,"CON","BTx642"
"696","Chytridiomycota",0.000545218515543546,"Root",3,"CON","BTx642"
"697","Chytridiomycota",0.0113930914256085,"Soil",3,"CON","BTx642"
"698","Chytridiomycota",0.00147134081372877,"Leaf",4,"CON","BTx642"
"699","Chytridiomycota",0.00717612219799184,"Rhizosphere",4,"CON","BTx642"
"700","Chytridiomycota",0.00133064109344973,"Root",4,"CON","BTx642"
"701","Chytridiomycota",0.0168397102947421,"Soil",4,"CON","BTx642"
"702","Chytridiomycota",0.00513227738309629,"Leaf",5,"CON","BTx642"
"703","Chytridiomycota",0.0144041125674646,"Rhizosphere",5,"CON","BTx642"
"704","Chytridiomycota",0.000225131746394087,"Root",5,"CON","BTx642"
"705","Chytridiomycota",0.0146476891042376,"Soil",5,"CON","BTx642"
"706","Chytridiomycota",0.00683526514356026,"Leaf",6,"CON","BTx642"
"707","Chytridiomycota",0.00584053984741225,"Rhizosphere",6,"CON","BTx642"
"708","Chytridiomycota",7.15346969833773e-05,"Root",6,"CON","BTx642"
"709","Chytridiomycota",0.0132016225136118,"Soil",6,"CON","BTx642"
"710","Chytridiomycota",0.00229592243770331,"Leaf",7,"CON","BTx642"
"711","Chytridiomycota",0.00775532710994918,"Rhizosphere",7,"CON","BTx642"
"712","Chytridiomycota",0.000245402609203975,"Root",7,"CON","BTx642"
"713","Chytridiomycota",0.0123284459253002,"Soil",7,"CON","BTx642"
"714","Chytridiomycota",0,"Leaf",8,"CON","BTx642"
"715","Chytridiomycota",0.00435956280443492,"Rhizosphere",8,"CON","BTx642"
"716","Chytridiomycota",9.49538558825863e-05,"Root",8,"CON","BTx642"
"717","Chytridiomycota",0.0163366808248637,"Soil",8,"CON","BTx642"
"718","Chytridiomycota",0,"Leaf",9,"CON","BTx642"
"719","Chytridiomycota",0.00660835618609942,"Rhizosphere",9,"CON","BTx642"
"720","Chytridiomycota",0.000392947185873678,"Root",9,"CON","BTx642"
"721","Chytridiomycota",0.0126806140168896,"Soil",9,"CON","BTx642"
"722","Chytridiomycota",6.68404518414544e-05,"Leaf",10,"CON","BTx642"
"723","Chytridiomycota",0.00492577122894529,"Rhizosphere",10,"CON","BTx642"
"724","Chytridiomycota",0.000120707579391232,"Root",10,"CON","BTx642"
"725","Chytridiomycota",0.0156237001171537,"Soil",10,"CON","BTx642"
"726","Chytridiomycota",8.8412699462414e-05,"Leaf",11,"CON","BTx642"
"727","Chytridiomycota",0.00346177221016347,"Rhizosphere",11,"CON","BTx642"
"728","Chytridiomycota",8.28315611658365e-05,"Root",11,"CON","BTx642"
"729","Chytridiomycota",0.00754084677755968,"Soil",11,"CON","BTx642"
"730","Chytridiomycota",1.07170798100933e-05,"Leaf",12,"CON","BTx642"
"731","Chytridiomycota",0.00198752394954484,"Rhizosphere",12,"CON","BTx642"
"732","Chytridiomycota",0.00031759244890949,"Root",12,"CON","BTx642"
"733","Chytridiomycota",0.00848603924823943,"Soil",12,"CON","BTx642"
"734","Chytridiomycota",1.58438273265126e-05,"Leaf",13,"CON","BTx642"
"735","Chytridiomycota",0.00131652000881634,"Rhizosphere",13,"CON","BTx642"
"736","Chytridiomycota",0.000122338240788522,"Root",13,"CON","BTx642"
"737","Chytridiomycota",0.00762086448637443,"Soil",13,"CON","BTx642"
"738","Chytridiomycota",2.72788030061241e-05,"Leaf",14,"CON","BTx642"
"739","Chytridiomycota",0.000781160997988226,"Rhizosphere",14,"CON","BTx642"
"740","Chytridiomycota",2.16197518052493e-05,"Root",14,"CON","BTx642"
"741","Chytridiomycota",0.00442822324998638,"Soil",14,"CON","BTx642"
"742","Chytridiomycota",1.33077823911423e-05,"Leaf",15,"CON","BTx642"
"743","Chytridiomycota",0.000756094335284838,"Rhizosphere",15,"CON","BTx642"
