"","fung.dist","gd"
"1",0.383666194633735,63.2455532033676
"2",0.398909821560213,52
"3",0.515327092383346,41.182520563948
"4",0.456819614375947,31.2409987036266
"5",0.419818040984529,23.3238075793812
"6",0.448251932578325,20
"7",0.449518843536643,40
"8",0.473565350616189,41.7612260356422
"9",0.400571805091653,46.6476151587624
"10",0.377653109110456,12
"11",0.385831776842901,53.8144961882948
"12",0.384057721561111,62.4819974072532
"13",0.40385847765511,72.1110255092798
"14",0.416172794146704,24
"15",0.381446884560562,36
"16",0.506027651550937,48
"17",0.476594760028892,60
"18",0.355445311863425,12
"19",0.567106005126328,24
"20",0.49280164496946,36
"21",0.426066107819011,48
"22",0.512118934251174,60
"23",0.485859330454063,63.2455532033676
"24",0.503821169807255,52
"25",0.345053253429866,41.182520563948
"26",0.350002314633479,52
"27",0.346075020462828,31.2409987036266
"28",0.396576722762169,23.3238075793812
"29",0.410927830295893,20
"30",0.525767965847246,41.182520563948
"31",0.462812628004294,31.2409987036266
"32",0.563936938707748,23.3238075793812
"33",0.519395589596343,20
"34",0.558072688508019,12
"35",0.497373377083081,24
"36",0.410622880750146,36
"37",0.499129138193944,48
"38",0.507069771381558,52
"39",0.503042249207805,41.182520563948
"40",0.378986954379359,31.2409987036266
"41",0.368303723257855,41.182520563948
"42",0.322151619000241,23.3238075793812
"43",0.397650336816101,20
"44",0.388102531076996,23.3238075793812
"45",0.49034840060982,31.2409987036266
"46",0.448241482544402,23.3238075793812
"47",0.538841974769286,20
"48",0.48058278349778,23.3238075793812
"49",0.296145057222129,12
"50",0.425885832915836,24
"51",0.519851304304061,36
"52",0.314631417339951,41.182520563948
"53",0.255011357336083,31.2409987036266
"54",0.532104750144371,23.3238075793812
"55",0.483397298289483,31.2409987036266
"56",0.540580642749683,20
"57",0.460131874299124,23.3238075793812
"58",0.553370979671842,31.2409987036266
"59",0.517821389091848,23.3238075793812
"60",0.430631283139301,20
"61",0.270925493650456,23.3238075793812
"62",0.334786068177945,31.2409987036266
"63",0.492048639587121,12
"64",0.448956302237525,24
"65",0.200535964612316,31.2409987036266
"66",0.268970453339466,23.3238075793812
"67",0.433943849961011,20
"68",0.398120442816061,23.3238075793812
"69",0.434768768614014,23.3238075793812
"70",0.394423791457645,31.2409987036266
"71",0.511821028141781,41.182520563948
"72",0.493106626273443,20
"73",0.424147947799204,23.3238075793812
"74",0.260674903543139,31.2409987036266
"75",0.298275929034466,41.182520563948
"76",0.399904654973966,12
"77",0.477331920156789,23.3238075793812
"78",0.453612536631609,20
"79",0.339298226721663,23.3238075793812
"80",0.430636109407968,20
"81",0.339099662038895,31.2409987036266
"82",0.348785958248991,41.182520563948
"83",0.344950135211023,52
"84",0.416439622137681,23.3238075793812
"85",0.331916268826756,31.2409987036266
"86",0.511500361819382,41.182520563948
"87",0.48362915686592,52
"88",0.483706371132556,20
"89",0.513047678186906,23.3238075793812
"90",0.398692768250884,31.2409987036266
"91",0.484070274074171,23.3238075793812
"92",0.369727063083397,41.182520563948
"93",0.388115218782601,52
"94",0.395133624143625,63.2455532033676
"95",0.309013773434512,31.2409987036266
"96",0.376647063308575,41.182520563948
"97",0.502469587785575,52
"98",0.54720485511447,63.2455532033676
"99",0.251987017898414,12
"100",0.423173939069409,24
"101",0.382587809386909,41.7612260356422
"102",0.458005034569355,36
"103",0.367563949999122,48
"104",0.518953962158337,60
"105",0.467240641448826,46.6476151587624
"106",0.426710481233296,53.8144961882948
"107",0.317618913035735,62.4819974072532
"108",0.284277951875218,72.1110255092798
"109",0.44926324107511,12
"110",0.38254734766374,40
"111",0.50029268331225,24
"112",0.407594427588424,36
"113",0.523888427798912,48
"114",0.531849425919113,41.7612260356422
"115",0.442226017242225,46.6476151587624
"116",0.266384770735016,53.8144961882948
"117",0.280901673740094,62.4819974072532
"118",0.326596681842203,41.7612260356422
"119",0.340320566198072,12
"120",0.34537377016811,24
"121",0.367304341964836,36
"122",0.412949550930117,40
"123",0.402518976239891,41.7612260356422
"124",0.498010872883396,46.6476151587624
"125",0.448995694532632,53.8144961882948
"126",0.356666711759893,46.6476151587624
"127",0.360770664604579,53.8144961882948
"128",0.419707867006595,62.4819974072532
"129",0.420180832597066,12
"130",0.371617437698156,24
"131",0.463102471599052,36
"132",0.337502217120466,48
"133",0.354835709314695,12
"134",0.266966364468974,24
"135",0.350591907966767,41.7612260356422
"136",0.339732908236432,40
"137",0.515680194897016,41.7612260356422
"138",0.516160135680744,46.6476151587624
"139",0.365754851576166,12
"140",0.357173424339971,46.6476151587624
"141",0.327610052782029,41.7612260356422
"142",0.475810808172358,40
"143",0.418792182777691,41.7612260356422
"144",0.287382814850089,53.8144961882948
"145",0.366133995217685,46.6476151587624
"146",0.533404128028646,41.7612260356422
"147",0.560259971608893,40
"148",0.30277069784911,12
"149",0.522946914525395,24
"150",0.529840181298073,36
"151",0.464932451143186,12
"152",0.446833061465282,24
"153",0.387542450595628,12
