"","fung.dist","gd"
"1",0.376702161745367,12
"2",0.50195655727525,24
"3",0.4117970299196,36
"4",0.485051791250982,48
"5",0.488084823311065,60
"6",0.417513129049478,63.2455532033676
"7",0.436969092867464,52
"8",0.347934634575669,41.182520563948
"9",0.442187600841098,63.2455532033676
"10",0.356466580030986,52
"11",0.430343485478889,31.2409987036266
"12",0.432084871196395,23.3238075793812
"13",0.507410873892731,20
"14",0.452422237315208,41.182520563948
"15",0.48971784460853,31.2409987036266
"16",0.449802034371579,23.3238075793812
"17",0.404759067486543,20
"18",0.480262008415083,12
"19",0.497088392624782,24
"20",0.554243041635302,36
"21",0.466376047871246,48
"22",0.506152460863923,52
"23",0.47947663000233,41.182520563948
"24",0.389665659352122,31.2409987036266
"25",0.332758263961779,52
"26",0.372766884615113,41.182520563948
"27",0.353340701924519,23.3238075793812
"28",0.404462812931358,20
"29",0.489359405953189,23.3238075793812
"30",0.445554264835368,31.2409987036266
"31",0.466684011912635,23.3238075793812
"32",0.48187062951973,20
"33",0.460455240698067,23.3238075793812
"34",0.334973821667425,12
"35",0.535344759772553,24
"36",0.475342060242284,36
"37",0.338307852253569,41.182520563948
"38",0.361709511906101,31.2409987036266
"39",0.512844280447665,23.3238075793812
"40",0.427665046665383,41.182520563948
"41",0.485507086104835,31.2409987036266
"42",0.522556547003662,20
"43",0.548147924977579,23.3238075793812
"44",0.513990669667654,31.2409987036266
"45",0.410323938751797,23.3238075793812
"46",0.496770904097836,20
"47",0.337633782735237,23.3238075793812
"48",0.38016553009522,31.2409987036266
"49",0.473481093609073,12
"50",0.430805925972084,24
"51",0.29502108016942,31.2409987036266
"52",0.358004723950951,23.3238075793812
"53",0.41337622817786,20
"54",0.511139690670728,31.2409987036266
"55",0.380269641041901,23.3238075793812
"56",0.517697261145364,23.3238075793812
"57",0.456422264367249,31.2409987036266
"58",0.514260655214335,41.182520563948
"59",0.401829673262415,20
"60",0.426676147676299,23.3238075793812
"61",0.342526927837038,31.2409987036266
"62",0.342373349406207,41.182520563948
"63",0.297427081164114,12
"64",0.532405219326822,23.3238075793812
"65",0.488612068609515,20
"66",0.448159458191893,23.3238075793812
"67",0.605055620758544,23.3238075793812
"68",0.548509686716411,20
"69",0.54382499659525,31.2409987036266
"70",0.394271380675974,41.182520563948
"71",0.290558828805167,52
"72",0.230171791819645,23.3238075793812
"73",0.263460823564876,31.2409987036266
"74",0.514942249412193,41.182520563948
"75",0.466215897454818,52
"76",0.457078458030068,20
"77",0.462510253071213,23.3238075793812
"78",0.429230809577158,31.2409987036266
"79",0.465984000350227,20
"80",0.511084342388738,23.3238075793812
"81",0.459622282602611,41.182520563948
"82",0.342068790333194,52
"83",0.2551067528325,63.2455532033676
"84",0.265009021166756,31.2409987036266
"85",0.293559676326029,41.182520563948
"86",0.505783081972319,52
"87",0.359008145369241,63.2455532033676
"88",0.347804448582211,12
"89",0.453061234431185,24
"90",0.503275360092764,40
"91",0.419189588115653,41.7612260356422
"92",0.526319091029265,36
"93",0.501982552362897,48
"94",0.547887754028192,60
"95",0.447526881072138,46.6476151587624
"96",0.508021171416873,53.8144961882948
"97",0.337512735707442,62.4819974072532
"98",0.357458186776128,72.1110255092798
"99",0.468133167754483,12
"100",0.462633796265452,41.7612260356422
"101",0.387136430727388,40
"102",0.507504171603881,24
"103",0.477317053125806,36
"104",0.486600429719079,48
"105",0.399287279306597,41.7612260356422
"106",0.399932784559488,46.6476151587624
"107",0.294455763902577,53.8144961882948
"108",0.360511945503857,62.4819974072532
"109",0.446377958869281,46.6476151587624
"110",0.352565220345075,41.7612260356422
"111",0.41522639714315,12
"112",0.364608706749083,24
"113",0.480992534123244,36
"114",0.410519450806985,40
"115",0.396655318685831,41.7612260356422
"116",0.481322874776292,46.6476151587624
"117",0.344332707246059,53.8144961882948
"118",0.393126482417992,12
"119",0.376581265403933,53.8144961882948
"120",0.503354072292209,62.4819974072532
"121",0.502332316686242,72.1110255092798
"122",0.485608100397343,24
"123",0.506177174560109,36
"124",0.464417599807051,48
"125",0.501664325343448,60
"126",0.38248223221729,46.6476151587624
"127",0.484800140734246,53.8144961882948
"128",0.545181730825591,62.4819974072532
"129",0.454871375226542,12
"130",0.453962100862851,24
"131",0.387944846161217,36
"132",0.410734716515666,48
"133",0.422784668654364,12
"134",0.451826748149769,24
"135",0.420227578443799,41.7612260356422
"136",0.440374278142849,40
"137",0.515380804988746,41.7612260356422
"138",0.483176533317047,46.6476151587624
"139",0.388740642890018,12
"140",0.37812049611235,46.6476151587624
"141",0.376950926262203,41.7612260356422
"142",0.54530591268604,40
"143",0.409408894592441,41.7612260356422
"144",0.248349915435295,53.8144961882948
"145",0.298387453813025,46.6476151587624
"146",0.544233005104064,41.7612260356422
"147",0.435942546874297,40
"148",0.242466804408595,12
"149",0.441853902309663,24
"150",0.391315876085193,36
"151",0.447601481636501,12
"152",0.356213642859237,24
"153",0.354487644745101,12
