"","fung.dist","td"
"1",0.322499194611211,1
"2",0.442126811444057,2
"3",0.408587970730955,3
"4",0.420695847802168,4
"5",0.575759887492936,5
"6",0.464136623510596,6
"7",0.553078815864725,7
"8",0.498553307430284,8
"9",0.509754285588419,9
"10",0.574256576679758,10
"11",0.696860315904261,11
"12",0.570570209520222,12
"13",0.602625296512546,13
"14",0.652533000265341,14
"15",0.327580723980664,1
"16",0.281668423030124,2
"17",0.304895718166681,3
"18",0.421168469777853,4
"19",0.401076600265543,5
"20",0.424235031419868,6
"21",0.420474812855112,7
"22",0.431466742831736,8
"23",0.543705795181952,9
"24",0.649067723075566,10
"25",0.550294011733458,11
"26",0.571656656101551,12
"27",0.638029134966495,13
"28",0.307284537915068,1
"29",0.258141216831093,2
"30",0.386123881182613,3
"31",0.399560162163831,4
"32",0.436107198087978,5
"33",0.394498564730179,6
"34",0.412226848996746,7
"35",0.533835715104744,8
"36",0.638842264120101,9
"37",0.537733719424437,10
"38",0.565389598747069,11
"39",0.594369134611783,12
"40",0.233915144741792,1
"41",0.381533131063823,2
"42",0.485368468850087,3
"43",0.447353122092595,4
"44",0.410958765542874,5
"45",0.482021925037982,6
"46",0.564124911480646,7
"47",0.686139841521024,8
"48",0.575798873007404,9
"49",0.613075887329444,10
"50",0.661368295437068,11
"51",0.343687368661326,1
"52",0.429266373821743,2
"53",0.43708756752405,3
"54",0.36220567411261,4
"55",0.410640299019316,5
"56",0.513369021129351,6
"57",0.667965110389981,7
"58",0.534622700236554,8
"59",0.574203616059262,9
"60",0.604052810618391,10
"61",0.481326764236481,1
"62",0.462182168749245,2
"63",0.516468882471076,3
"64",0.514462511401908,4
"65",0.632223593339842,5
"66",0.787291408670043,6
"67",0.669018115932525,7
"68",0.716521025793511,8
"69",0.734427148157651,9
"70",0.449563862257103,1
"71",0.485517830502132,2
"72",0.502835891780554,3
"73",0.581539830208892,4
"74",0.651869271109205,5
"75",0.584480041454488,6
"76",0.580591396154326,7
"77",0.616582420807626,8
"78",0.324047808162965,1
"79",0.380647309459307,2
"80",0.461227198878493,3
"81",0.609571600943173,4
"82",0.503771320344388,5
"83",0.552815753727891,6
"84",0.511941634585952,7
"85",0.333873449862639,1
"86",0.408859188938438,2
"87",0.592170612089155,3
"88",0.450485693397371,4
"89",0.480730639430315,5
"90",0.478768826276918,6
"91",0.318788167161515,1
"92",0.508372741793866,2
"93",0.365577764719953,3
"94",0.42812248165681,4
"95",0.40544338995038,5
"96",0.485486893339113,1
"97",0.394629535447222,2
"98",0.452392061085983,3
"99",0.386786275712057,4
"100",0.376696991270079,1
"101",0.418853024328805,2
"102",0.429893788143982,3
"103",0.386146086564788,1
"104",0.357041182621779,2
"105",0.379607581828168,1
